trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOT00000066930	10	88421034	88420834-88970959	dominant	trans	3.53 	5.36 
ENSRNOT00000060505	1	39819945	38873749-40651424	dominant	trans	3.53 	5.32 
ENSRNOT00000066543	14	103737295	103145863-103737295	dominant	cis	3.53 	5.17 
ENSRNOT00000021739	1	196175892	196175892-197094662	dominant	trans	3.53 	5.30 
ENSRNOT00000043351	17	90543989	90543989-90687292	dominant	trans	3.53 	4.79 
ENSRNOT00000018058	1	197094662	196175892-197490532	dominant	trans	3.53 	5.58 
ENSRNOT00000022411	4	14927946	14092788-18302025	overdominant	trans	3.53 	4.78 
ENSRNOT00000040663	2	192267252	191998564-192673395	dominant	trans	3.53 	4.96 
ENSRNOT00000050931	2	212001705	211826211-215823199	dominant	trans	3.53 	5.42 
ENSRNOT00000023972	3	161896230	161356310-161958143	dominant	trans	3.53 	5.43 
ENSRNOT00000010464	1	197517256	19180800-242262715	dominant	trans	3.53 	4.69 
ENSRNOT00000005643	7	30422436	30351217-30422806	dominant	trans	3.53 	4.72 
ENSRNOT00000041348	6	7297135	7231513-115255664	dominant	trans	3.53 	6.54 
ENSRNOT00000057588	7	44700590	44549569-131307685	dominant	trans	3.53 	4.78 
ENSRNOT00000011687	1	191913402	175364040-192496473	dominant	trans	3.53 	5.04 
ENSRNOT00000011633	3	10622315	10397386-10622315	dominant	trans	3.53 	4.71 
ENSRNOT00000020950	3	108105128	104181467-109627524	overdominant	trans	3.53 	5.30 
ENSRNOT00000009337	7	115123441	115123441-115422242	dominant	trans	3.53 	5.68 
ENSRNOT00000019113	13	49852723	47731216-49982763	dominant	trans	3.53 	5.34 
ENSRNOT00000045104	15	104812328	104812328-107535722	dominant	trans	3.52 	5.43 
ENSRNOT00000065925	17	12066347	11213054-12553650	dominant	trans	3.52 	4.69 
ENSRNOT00000065042	10	99528566	7685152-99528566	dominant	trans	3.52 	4.70 
ENSRNOT00000038311	16	76923865	76205115-76971410	dominant	trans	3.52 	6.63 
ENSRNOT00000028215	12	3676963	3676963-37316521	dominant	trans	3.52 	4.71 
ENSRNOT00000061302	18	22567167	22383016-22703781	dominant	trans	3.52 	5.54 
ENSRNOT00000011848	11	67194917	66067496-84846953	dominant	trans	3.52 	4.89 
ENSRNOT00000054859	12	3676963	3676963-37316521	dominant	trans	3.52 	4.69 
ENSRNOT00000039295	17	33207249	17532426-33207249	dominant	trans	3.52 	5.19 
ENSRNOT00000019456	13	31655987	14083081-31655987	dominant	trans	3.52 	5.35 
ENSRNOT00000022335	2	241666594	240885345-245148060	dominant	trans	3.52 	5.01 
ENSRNOT00000016648	8	11106303	10952495-11320531	overdominant	trans	3.52 	5.30 
ENSRNOT00000020965	2	243225790	241587569-243908677	dominant	trans	3.52 	6.10 
ENSRNOT00000004670	3	133863883	115179340-134313455	dominant	trans	3.52 	4.71 
ENSRNOT00000037863	1	197094662	196175892-197094662	dominant	trans	3.52 	5.82 
ENSRNOT00000013936	8	98125664	47630795-109685008	dominant	trans	3.52 	4.91 
ENSRNOT00000043019	8	6644304	6030137-34675468	dominant	trans	3.52 	5.69 
ENSRNOT00000048012	10	102033439	100678120-102141213	dominant	trans	3.52 	4.69 
ENSRNOT00000057446	6	102349703	100026432-104310100	dominant	trans	3.52 	5.64 
ENSRNOT00000017929	1	197094662	196175892-197094662	dominant	trans	3.52 	5.30 
ENSRNOT00000043011	15	22852814	22800324-24177884	dominant	trans	3.52 	5.08 
ENSRNOT00000041569	1	169015337	169015337-169153704	dominant	trans	3.52 	7.04 
ENSRNOT00000040001	3	23793725	23793725-59286010	dominant	trans	3.52 	4.90 
ENSRNOT00000050654	1	226036724	225935707-226040500	dominant	trans	3.52 	5.03 
ENSRNOT00000001687	6	104352104	100696652-105943695	overdominant	trans	3.51 	5.13 
ENSRNOT00000024740	2	246846521	245958080-248607376	dominant	trans	3.51 	5.96 
ENSRNOT00000059835	5	48632793	48632793-48912919	dominant	trans	3.51 	5.56 
ENSRNOT00000015469	16	52845456	8873446-52936498	overdominant	trans	3.51 	4.73 
ENSRNOT00000048772	2	245437806	236396424-245441745	dominant	trans	3.51 	5.18 
ENSRNOT00000029340	1	197094662	196175892-197094662	dominant	trans	3.51 	5.98 
ENSRNOT00000043374	1	94531485	92966764-165597572	dominant	trans	3.51 	5.29 
ENSRNOT00000003432	20	385664	26997-9817889	overdominant	trans	3.51 	4.98 
ENSRNOT00000043533	9	45848693	13626227-45848693	dominant	trans	3.51 	4.81 
ENSRNOT00000039036	4	157728129	157716477-157730731	dominant	trans	3.51 	4.88 
ENSRNOT00000033626	16	9534390	9253516-9534390	dominant	trans	3.51 	5.84 
ENSRNOT00000018061	16	9534390	8858734-12921103	overdominant	trans	3.51 	5.00 
ENSRNOT00000047233	16	69657476	69657476-72594486	dominant	trans	3.51 	6.07 
ENSRNOT00000055392	13	14332994	14042116-44589759	dominant	trans	3.51 	6.16 
ENSRNOT00000006329	1	197094662	196175892-245239463	overdominant	trans	3.51 	4.78 
ENSRNOT00000023805	7	35217684	35217684-35217684	dominant	trans	3.51 	6.60 
ENSRNOT00000041087	3	148652213	148396000-148652213	dominant	trans	3.51 	4.90 
ENSRNOT00000043651	15	100567939	100567939-100609406	dominant	trans	3.51 	5.00 
ENSRNOT00000010823	4	59022653	59022653-59702524	dominant	trans	3.51 	4.83 
ENSRNOT00000007788	1	196175892	196175892-197094662	dominant	trans	3.51 	4.99 
ENSRNOT00000064698	17	72690964	70899875-72810414	dominant	trans	3.51 	4.77 
ENSRNOT00000007800	6	88733651	88733651-88760317	dominant	trans	3.51 	5.46 
ENSRNOT00000046522	16	52936498	52677122-55402135	overdominant	trans	3.51 	5.70 
ENSRNOT00000022951	16	9534390	8858734-52936498	overdominant	trans	3.51 	4.73 
ENSRNOT00000021348	3	78396791	78296230-80426875	dominant	trans	3.51 	6.95 
ENSRNOT00000046519	20	25827972	25431164-37458838	dominant	trans	3.50 	4.93 
ENSRNOT00000023753	16	52845456	9119620-57214505	overdominant	trans	3.50 	4.71 
ENSRNOT00000019894	1	197094662	196175892-197094662	dominant	trans	3.50 	5.52 
ENSRNOT00000060127	11	50105862	50105862-78784992	overdominant	trans	3.50 	4.85 
ENSRNOT00000043268	6	110703853	12523383-110722249	overdominant	trans	3.50 	4.71 
ENSRNOT00000009926	8	109578440	109578440-109777049	dominant	trans	3.50 	5.71 
ENSRNOT00000055840	3	81680136	78008220-114595417	overdominant	trans	3.50 	4.86 
ENSRNOT00000005596	8	122593843	102991202-122593843	overdominant	trans	3.50 	4.71 
ENSRNOT00000012086	6	54160213	13711764-54927762	dominant	trans	3.50 	5.21 
ENSRNOT00000043763	7	61130207	61130207-63791957	dominant	trans	3.50 	5.56 
ENSRNOT00000017691	9	16971287	16971287-19331508	dominant	trans	3.50 	5.83 
ENSRNOT00000015211	10	102033439	100725441-102141213	dominant	trans	3.50 	6.48 
ENSRNOT00000021321	1	197517256	196939787-245302346	dominant	trans	3.50 	4.73 
ENSRNOT00000014783	1	197094662	196175892-197490532	overdominant	trans	3.50 	4.89 
ENSRNOT00000010490	15	3580546	675994-4327152	overdominant	trans	3.50 	4.75 
ENSRNOT00000008300	18	66130482	65965301-66470613	overdominant	trans	3.50 	5.44 
ENSRNOT00000026864	11	64009600	63889775-65672772	dominant	trans	3.50 	5.44 
ENSRNOT00000044252	5	26923395	26791546-27993595	overdominant	trans	3.50 	5.19 
ENSRNOT00000000184	1	196175892	196175892-242883888	dominant	trans	3.50 	4.91 
ENSRNOT00000022714	2	89380927	88983392-89382947	overdominant	trans	3.50 	5.11 
ENSRNOT00000067851	1	69638096	20499072-73334503	dominant	trans	3.49 	4.96 
ENSRNOT00000066848	16	16012091	16012091-17058428	dominant	trans	3.49 	5.44 
ENSRNOT00000013092	5	7531977	7507549-7936333	overdominant	trans	3.49 	4.85 
ENSRNOT00000003034	6	144518380	144518380-144670668	dominant	trans	3.49 	5.17 
ENSRNOT00000028339	14	36270945	35954080-36446466	dominant	trans	3.49 	6.15 
ENSRNOT00000003733	18	18285361	17938443-55020539	dominant	trans	3.49 	5.28 
ENSRNOT00000005987	1	196939787	196175892-197094662	dominant	trans	3.49 	6.79 
ENSRNOT00000041443	1	197517256	94007983-202058767	dominant	trans	3.49 	5.09 
ENSRNOT00000031780	8	79111244	78956794-104534501	overdominant	trans	3.49 	5.16 
ENSRNOT00000016909	1	197094662	196175892-197094662	dominant	trans	3.49 	6.97 
ENSRNOT00000012085	1	202048821	196939787-202058767	dominant	trans	3.49 	5.34 
ENSRNOT00000067301	13	77828405	14052625-78297531	dominant	trans	3.49 	5.11 
ENSRNOT00000045027	16	74297481	74297481-74885593	overdominant	trans	3.49 	5.22 
ENSRNOT00000032394	3	146643426	106709271-146775701	dominant	trans	3.49 	5.11 
ENSRNOT00000057828	10	29002933	11962443-29003331	dominant	trans	3.49 	5.19 
ENSRNOT00000052376	7	103743644	103743644-103762120	dominant	trans	3.49 	4.89 
ENSRNOT00000050223	6	54160213	53420166-54927762	dominant	trans	3.49 	5.09 
ENSRNOT00000060110	15	54280901	44726636-57216292	dominant	trans	3.49 	5.05 
ENSRNOT00000065491	2	40846770	37264542-40851618	dominant	trans	3.49 	4.76 
ENSRNOT00000020570	8	34050088	34050088-55656736	overdominant	trans	3.49 	5.02 
ENSRNOT00000038807	2	30090657	29306500-30467121	overdominant	trans	3.49 	5.32 
ENSRNOT00000039879	6	123302587	123302587-125131333	dominant	trans	3.49 	5.32 
ENSRNOT00000004949	1	196175892	196175892-197094662	dominant	trans	3.49 	5.25 
ENSRNOT00000056727	1	191995019	188499785-194135020	dominant	trans	3.49 	5.55 
ENSRNOT00000024163	1	197094662	196175892-197094662	dominant	trans	3.48 	5.27 
ENSRNOT00000003439	1	196939787	196175892-197094662	dominant	trans	3.48 	5.87 
ENSRNOT00000056759	13	82785718	75087272-82813349	dominant	trans	3.48 	4.98 
ENSRNOT00000041023	14	89025676	87830610-89064103	dominant	trans	3.48 	5.65 
ENSRNOT00000057067	4	80194081	76993779-80194081	dominant	trans	3.48 	5.06 
ENSRNOT00000063819	11	80551577	78041723-80551577	dominant	trans	3.48 	6.27 
ENSRNOT00000007073	1	197094662	196175892-197094662	dominant	trans	3.48 	6.25 
ENSRNOT00000016563	1	196939787	196175892-197094662	dominant	trans	3.48 	5.71 
ENSRNOT00000002879	16	52936498	8873446-54433299	overdominant	trans	3.48 	5.14 
ENSRNOT00000066773	11	26742918	20564021-27249111	dominant	trans	3.48 	4.80 
ENSRNOT00000013669	19	40061195	40061195-40326944	dominant	trans	3.48 	6.42 
ENSRNOT00000030545	1	197094662	196175892-197490532	dominant	trans	3.48 	5.03 
ENSRNOT00000024872	1	197517256	171580312-202058767	dominant	trans	3.48 	4.81 
ENSRNOT00000065324	2	254785664	218099458-256212499	dominant	trans	3.48 	4.86 
ENSRNOT00000043332	13	94522479	94138325-94522479	dominant	trans	3.47 	4.77 
ENSRNOT00000009337	6	90651012	88910590-91487474	dominant	trans	3.47 	5.67 
ENSRNOT00000061395	20	650911	438641-3192030	partial-dominant	trans	3.47 	12.01 
ENSRNOT00000056276	5	16511876	16416182-16519763	dominant	trans	3.47 	4.91 
ENSRNOT00000064140	14	13784035	13784035-16599819	overdominant	trans	3.47 	4.87 
ENSRNOT00000021263	1	196175892	196175892-245302346	dominant	trans	3.47 	5.29 
ENSRNOT00000002429	1	196175892	196175892-197094662	dominant	trans	3.47 	5.52 
ENSRNOT00000045844	10	77532085	70887334-77661212	overdominant	trans	3.47 	4.81 
ENSRNOT00000041830	1	163131396	159037396-163166360	overdominant	cis	3.47 	8.36 
ENSRNOT00000065532	7	2085945	1596792-7738402	dominant	trans	3.47 	7.60 
ENSRNOT00000068207	1	197517256	196939787-197563287	dominant	trans	3.47 	5.18 
ENSRNOT00000051387	10	76727870	76727870-77260233	dominant	trans	3.47 	5.96 
ENSRNOT00000044199	9	2502529	2502529-2502529	dominant	trans	3.47 	5.77 
ENSRNOT00000014817	1	197517256	136534648-197563287	dominant	trans	3.47 	5.97 
ENSRNOT00000018849	1	197094662	190262457-197490532	overdominant	trans	3.47 	4.75 
ENSRNOT00000044776	5	4494108	4494108-4951836	overdominant	trans	3.47 	5.02 
ENSRNOT00000046408	8	27379072	27379072-103220393	dominant	trans	3.47 	5.04 
ENSRNOT00000007707	1	197517256	196939787-202058767	dominant	trans	3.47 	5.04 
ENSRNOT00000065041	1	196175892	104356156-197094662	dominant	trans	3.46 	4.74 
ENSRNOT00000067300	2	93502273	52965484-225190518	dominant	trans	3.46 	6.07 
ENSRNOT00000020480	4	172191	172191-2457107	dominant	trans	3.46 	5.37 
ENSRNOT00000051403	18	13432274	13045939-13432274	dominant	trans	3.46 	4.77 
ENSRNOT00000044584	19	40083401	40083401-40342426	dominant	trans	3.46 	5.11 
ENSRNOT00000042544	7	71210781	51203627-71943957	dominant	trans	3.46 	4.90 
ENSRNOT00000067196	10	104024935	100366691-104235123	overdominant	trans	3.46 	4.77 
ENSRNOT00000000337	17	16957355	16820243-17192667	overdominant	trans	3.46 	4.83 
ENSRNOT00000037654	6	100357228	60505943-103286095	dominant	trans	3.46 	5.23 
ENSRNOT00000043981	2	52405197	51574886-52749906	dominant	trans	3.46 	4.76 
ENSRNOT00000064143	2	140977586	138881553-142831346	dominant	trans	3.46 	5.69 
ENSRNOT00000025799	1	197094662	196175892-197094662	dominant	trans	3.46 	6.09 
ENSRNOT00000058885	1	197094662	195109797-197094662	dominant	trans	3.46 	5.42 
ENSRNOT00000042648	5	149785720	149785720-149785720	dominant	trans	3.46 	5.90 
ENSRNOT00000055592	2	24521757	24521757-229487083	dominant	trans	3.46 	4.70 
ENSRNOT00000006288	16	22427545	22382931-28254479	dominant	trans	3.46 	5.34 
ENSRNOT00000066528	2	249988236	249988236-250418308	dominant	trans	3.46 	5.09 
ENSRNOT00000040059	7	36616497	36550227-36616497	dominant	trans	3.46 	5.28 
ENSRNOT00000017602	1	59861994	56676299-59861994	overdominant	trans	3.46 	4.92 
ENSRNOT00000057511	1	153277803	152410304-213883101	overdominant	trans	3.46 	4.74 
ENSRNOT00000012377	1	197094662	196175892-197094662	dominant	trans	3.46 	4.99 
ENSRNOT00000046887	8	107226970	98250572-107391251	dominant	trans	3.46 	6.69 
ENSRNOT00000040961	1	226036724	225935707-226040500	dominant	trans	3.46 	5.08 
ENSRNOT00000063822	9	91566340	24355437-91566340	dominant	trans	3.45 	5.05 
ENSRNOT00000003707	1	197094662	196175892-197094662	dominant	trans	3.45 	5.89 
ENSRNOT00000068342	17	12648242	12595735-12648242	overdominant	trans	3.45 	5.24 
ENSRNOT00000066011	1	246905135	246434314-249755110	dominant	trans	3.45 	5.40 
ENSRNOT00000038921	2	52453480	51369580-248095939	dominant	trans	3.45 	5.01 
ENSRNOT00000021437	1	197094662	196175892-197094662	dominant	trans	3.45 	5.81 
ENSRNOT00000064045	11	20568803	20568803-20568803	dominant	trans	3.45 	5.67 
ENSRNOT00000030496	9	37303340	37178783-37303340	dominant	trans	3.45 	7.70 
ENSRNOT00000050355	6	19962617	19962617-104310100	dominant	trans	3.45 	4.78 
ENSRNOT00000012491	2	33073726	32846450-33073726	dominant	trans	3.45 	5.05 
ENSRNOT00000016930	15	78358943	76655837-78358943	dominant	trans	3.45 	6.23 
ENSRNOT00000004878	14	87931274	87931274-89027376	overdominant	trans	3.45 	5.73 
ENSRNOT00000020062	2	52453480	51644484-52777029	dominant	trans	3.45 	5.89 
ENSRNOT00000005143	7	103079443	103079443-103656064	dominant	trans	3.45 	6.05 
ENSRNOT00000020851	5	57951175	57951175-65408418	dominant	trans	3.45 	6.29 
ENSRNOT00000040095	13	104973299	103688615-107502113	dominant	trans	3.45 	5.06 
ENSRNOT00000034841	7	63245791	63245791-78087997	dominant	trans	3.45 	4.94 
ENSRNOT00000036744	7	14302844	13040720-14302844	dominant	trans	3.45 	4.70 
ENSRNOT00000067991	10	17839445	17692149-18440593	dominant	trans	3.45 	4.93 
ENSRNOT00000057875	8	50399214	50294731-50401752	dominant	trans	3.45 	5.60 
ENSRNOT00000034453	16	52845456	52677122-55402135	overdominant	trans	3.45 	4.98 
ENSRNOT00000044972	3	78014089	77918879-79823994	dominant	trans	3.45 	5.84 
ENSRNOT00000012491	6	99823709	4589995-103245681	dominant	trans	3.45 	4.68 
ENSRNOT00000002321	1	197517256	19180800-202058767	dominant	trans	3.44 	5.05 
ENSRNOT00000066837	13	66803779	66414348-69718600	dominant	trans	3.44 	4.92 
ENSRNOT00000061873	1	197094662	196175892-197094662	dominant	trans	3.44 	5.15 
ENSRNOT00000003359	1	197094662	196175892-197094662	dominant	trans	3.44 	5.73 
ENSRNOT00000042648	1	162886167	161737568-221644808	dominant	trans	3.44 	4.96 
ENSRNOT00000056615	7	128911767	128355020-129963389	dominant	trans	3.44 	7.63 
ENSRNOT00000058522	6	73385301	73385301-73523691	dominant	trans	3.44 	6.55 
ENSRNOT00000048080	2	214965140	214965140-214965140	overdominant	trans	3.44 	5.69 
ENSRNOT00000007596	1	197094662	195109797-197490532	overdominant	trans	3.44 	4.70 
ENSRNOT00000017688	16	9534390	4475660-9534390	dominant	trans	3.44 	5.41 
ENSRNOT00000040933	1	155952447	153452717-166723435	dominant	trans	3.44 	5.65 
ENSRNOT00000064723	2	53388795	53361319-54091070	dominant	trans	3.44 	4.99 
ENSRNOT00000020030	1	196175892	196175892-197094662	dominant	trans	3.44 	5.27 
ENSRNOT00000016692	4	87887997	85805593-90505379	overdominant	trans	3.44 	4.91 
ENSRNOT00000045488	19	32562025	32562025-49173894	dominant	trans	3.44 	4.97 
ENSRNOT00000000149	5	21667505	15220264-23522012	dominant	trans	3.43 	5.34 
ENSRNOT00000058405	2	255880844	192842268-258129525	dominant	trans	3.43 	4.77 
ENSRNOT00000017105	18	12596284	12596284-13386728	dominant	trans	3.43 	5.35 
ENSRNOT00000043790	19	50684480	50684480-51166807	dominant	trans	3.43 	5.41 
ENSRNOT00000059389	6	38994379	38994379-39241281	dominant	trans	3.43 	5.67 
ENSRNOT00000012435	11	67492753	64857037-71087284	dominant	trans	3.43 	5.09 
ENSRNOT00000030268	2	52777029	51369580-140467902	dominant	trans	3.43 	4.81 
ENSRNOT00000011727	3	80789872	80789872-81284191	dominant	trans	3.43 	8.48 
ENSRNOT00000044558	5	121237571	121237571-121930165	overdominant	trans	3.43 	4.97 
ENSRNOT00000065050	2	138907463	51644484-139559104	dominant	trans	3.43 	5.56 
ENSRNOT00000029787	5	30736607	30628547-31373812	partial-dominant	trans	3.42 	5.66 
ENSRNOT00000064723	16	60193379	60193379-61566044	dominant	trans	3.42 	5.93 
ENSRNOT00000030694	20	15438251	15438251-15438799	dominant	trans	3.42 	4.96 
ENSRNOT00000050454	5	62483950	62483950-62483950	partial-dominant	trans	3.42 	19.08 
ENSRNOT00000032947	5	41635711	23278964-131686282	dominant	trans	3.42 	5.22 
ENSRNOT00000068517	8	49464932	48675236-104780853	overdominant	trans	3.42 	5.03 
ENSRNOT00000065456	1	197517256	197517256-197563287	dominant	trans	3.42 	4.77 
ENSRNOT00000048236	6	69118971	60667124-69851633	dominant	trans	3.42 	6.34 
ENSRNOT00000042328	2	144396486	143405515-149628753	dominant	trans	3.42 	4.75 
ENSRNOT00000006074	1	197094662	196175892-197490532	dominant	trans	3.42 	5.61 
ENSRNOT00000041445	11	5647899	5044430-6425071	dominant	trans	3.42 	5.25 
ENSRNOT00000022318	1	197094662	196175892-197490532	dominant	trans	3.42 	5.51 
ENSRNOT00000029537	6	7566326	7297135-9194404	overdominant	trans	3.42 	5.28 
ENSRNOT00000050944	9	108739884	101901065-109093312	dominant	trans	3.42 	5.99 
ENSRNOT00000043908	14	77981769	77784562-77981930	dominant	trans	3.42 	5.84 
ENSRNOT00000024798	10	56632015	56632015-56632015	dominant	trans	3.42 	6.25 
ENSRNOT00000034377	1	171513315	158212385-252606497	dominant	trans	3.42 	4.80 
ENSRNOT00000030647	17	73145178	24304051-73432772	dominant	trans	3.42 	4.83 
ENSRNOT00000036637	8	32234560	32213005-33280284	dominant	trans	3.41 	6.51 
ENSRNOT00000061497	14	88687283	87931274-89586213	dominant	trans	3.41 	4.80 
ENSRNOT00000052326	17	70641808	63635782-71847797	dominant	trans	3.41 	5.52 
ENSRNOT00000018457	1	197094662	196175892-197490532	dominant	trans	3.41 	4.89 
ENSRNOT00000029884	3	137527010	137527010-138370750	dominant	trans	3.41 	5.45 
ENSRNOT00000050921	5	111997240	24908648-142651418	dominant	trans	3.41 	4.77 
ENSRNOT00000044954	7	61130207	55783719-132046514	dominant	trans	3.41 	4.88 
ENSRNOT00000042269	14	69786128	68914230-70266077	dominant	trans	3.41 	6.09 
ENSRNOT00000065521	1	119916494	119916494-119916494	dominant	trans	3.41 	5.90 
ENSRNOT00000068298	10	94165221	11950699-102363503	overdominant	trans	3.41 	4.77 
ENSRNOT00000043520	15	84752323	84184668-84920368	dominant	trans	3.41 	5.49 
ENSRNOT00000003007	16	74834280	50266770-76234660	overdominant	trans	3.41 	4.98 
ENSRNOT00000028033	8	123708170	123498661-124775314	overdominant	trans	3.41 	5.01 
ENSRNOT00000004464	8	60455686	60455686-62126857	partial-dominant	trans	3.41 	37.23 
ENSRNOT00000028285	9	109854836	92577130-110639783	dominant	trans	3.41 	4.81 
ENSRNOT00000065707	17	70974734	70867923-73148579	dominant	trans	3.41 	5.96 
ENSRNOT00000063956	10	8778905	7685152-8827418	dominant	trans	3.41 	5.69 
ENSRNOT00000060583	18	29013948	28585028-31250249	dominant	cis	3.41 	11.33 
ENSRNOT00000013122	14	15135000	15133180-19026653	dominant	trans	3.41 	4.90 
ENSRNOT00000065069	16	30077361	30077361-79642685	dominant	trans	3.40 	5.44 
ENSRNOT00000046951	10	81408264	81204152-82878979	overdominant	trans	3.40 	5.50 
ENSRNOT00000008477	5	30696860	30438434-32244615	overdominant	trans	3.40 	5.02 
ENSRNOT00000036432	7	1582034	1269009-2240743	dominant	trans	3.40 	4.76 
ENSRNOT00000067290	6	144650487	28385329-144684749	dominant	trans	3.40 	4.82 
ENSRNOT00000058331	14	19502125	14878870-84709212	dominant	trans	3.40 	5.34 
ENSRNOT00000020098	16	9119620	8858734-12921103	overdominant	trans	3.40 	4.71 
ENSRNOT00000024600	20	9873457	9873457-26720278	dominant	trans	3.40 	5.59 
ENSRNOT00000048512	7	58886106	34093876-59275796	overdominant	trans	3.40 	4.74 
ENSRNOT00000061294	1	132790524	131328028-133727221	dominant	trans	3.40 	5.13 
ENSRNOT00000039121	19	43211136	41036865-46213319	dominant	trans	3.40 	5.80 
ENSRNOT00000040784	8	123170285	15227557-123191420	dominant	trans	3.40 	4.73 
ENSRNOT00000028821	1	197517256	137886109-253782356	dominant	trans	3.40 	4.70 
ENSRNOT00000068736	11	5842211	5044430-6425071	dominant	trans	3.40 	5.47 
ENSRNOT00000036931	1	197094662	196175892-197094662	overdominant	trans	3.39 	5.04 
ENSRNOT00000024004	6	97528316	97528316-97528316	dominant	trans	3.39 	4.87 
ENSRNOT00000028237	19	15147148	13777104-15192263	overdominant	trans	3.39 	4.95 
ENSRNOT00000012415	1	196175892	196175892-221896036	dominant	trans	3.39 	4.74 
ENSRNOT00000041176	1	183895451	182841233-186407397	overdominant	trans	3.39 	5.41 
ENSRNOT00000016904	1	197094662	196175892-197490532	dominant	trans	3.39 	5.27 
ENSRNOT00000037327	17	81995832	81822608-82261652	dominant	trans	3.39 	4.90 
ENSRNOT00000051207	17	28790941	28790941-28820479	dominant	trans	3.39 	6.39 
ENSRNOT00000027088	3	107824076	2587006-111602654	overdominant	trans	3.39 	4.69 
ENSRNOT00000004021	10	8536227	7685152-8827418	dominant	trans	3.39 	5.98 
ENSRNOT00000012667	2	58285759	58285759-58391503	dominant	trans	3.39 	6.06 
ENSRNOT00000054819	1	108118995	107972169-118065050	dominant	trans	3.39 	5.20 
ENSRNOT00000064342	1	196175892	104356156-197094662	dominant	trans	3.39 	5.37 
ENSRNOT00000023414	1	196175892	196175892-197490532	dominant	trans	3.39 	4.78 
ENSRNOT00000021141	19	48948506	27113829-48948506	dominant	trans	3.39 	4.89 
ENSRNOT00000032229	4	155076461	154482733-171453773	dominant	trans	3.39 	4.88 
ENSRNOT00000005318	2	40560505	39848157-90244412	overdominant	trans	3.39 	5.03 
ENSRNOT00000020414	16	51747169	10232263-76590878	dominant	trans	3.39 	5.07 
ENSRNOT00000013191	1	197094662	196175892-197490532	overdominant	trans	3.39 	4.89 
ENSRNOT00000004981	16	76923865	76205115-77125761	dominant	trans	3.39 	5.46 
ENSRNOT00000039036	10	92934031	42663343-92934031	dominant	trans	3.39 	4.73 
ENSRNOT00000001611	17	82653457	11794538-82653457	dominant	trans	3.39 	5.30 
ENSRNOT00000005532	1	197094662	196175892-197094662	dominant	trans	3.39 	4.96 
ENSRNOT00000064149	2	204566061	191882236-204755300	dominant	trans	3.38 	5.38 
ENSRNOT00000028520	10	76794599	33104875-77260233	overdominant	trans	3.38 	4.74 
ENSRNOT00000010633	20	13235836	13235836-14401720	overdominant	trans	3.38 	4.68 
ENSRNOT00000023581	18	20139653	19902277-20903310	dominant	trans	3.38 	5.27 
ENSRNOT00000068063	4	162789828	162789828-162841875	partial-dominant	trans	3.38 	8.29 
ENSRNOT00000041745	1	27451610	27451610-122375809	dominant	trans	3.38 	5.14 
ENSRNOT00000041115	4	134497039	134497039-135038316	dominant	trans	3.38 	5.36 
ENSRNOT00000043555	14	6478199	6478199-8000936	dominant	trans	3.38 	5.40 
ENSRNOT00000013262	1	197517256	136534648-258495834	dominant	trans	3.38 	5.74 
ENSRNOT00000067101	5	63830840	63830840-64032878	dominant	trans	3.38 	5.15 
ENSRNOT00000065233	11	40543286	37439965-40983511	dominant	trans	3.38 	5.50 
ENSRNOT00000007842	20	26426064	26420421-26720278	dominant	trans	3.38 	5.63 
ENSRNOT00000067101	1	160221478	97203982-163166360	dominant	trans	3.38 	5.05 
ENSRNOT00000065491	20	9249476	4624200-9249476	dominant	trans	3.38 	5.09 
ENSRNOT00000002032	19	30360801	28487362-30413852	dominant	trans	3.38 	5.05 
ENSRNOT00000056818	1	197517256	196939787-202058767	dominant	trans	3.38 	5.16 
ENSRNOT00000063986	18	32670045	32670045-32670045	dominant	trans	3.38 	7.75 
ENSRNOT00000009464	1	197094662	196175892-197094662	dominant	trans	3.38 	5.64 
ENSRNOT00000066266	18	54705777	54677236-55369688	dominant	trans	3.38 	5.94 
ENSRNOT00000057116	16	4475660	4475660-4475660	dominant	trans	3.38 	4.95 
ENSRNOT00000050789	1	196175892	196175892-245239463	dominant	trans	3.38 	5.37 
ENSRNOT00000017516	20	48842967	47781360-49224162	dominant	trans	3.37 	5.33 
ENSRNOT00000020020	9	82330053	82240722-83004332	overdominant	trans	3.37 	4.82 
ENSRNOT00000033248	5	28873747	28873747-111997240	dominant	trans	3.37 	5.72 
ENSRNOT00000013669	8	97139008	32403390-97526610	dominant	trans	3.37 	5.80 
ENSRNOT00000001248	1	196175892	195109797-197094662	dominant	trans	3.37 	4.78 
ENSRNOT00000018872	18	66216107	27426606-66617573	overdominant	trans	3.37 	4.71 
ENSRNOT00000061208	10	103927655	103927655-103949455	dominant	trans	3.37 	6.12 
ENSRNOT00000068736	5	127820709	33743197-173049264	dominant	trans	3.37 	4.79 
ENSRNOT00000026617	1	197517256	196939787-202058767	dominant	trans	3.37 	5.26 
ENSRNOT00000042977	2	29352071	18836779-29352071	dominant	trans	3.37 	4.99 
ENSRNOT00000055735	1	197094662	196175892-245302346	dominant	trans	3.37 	4.79 
ENSRNOT00000027704	14	89025676	87830610-89150139	dominant	trans	3.37 	5.08 
