trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
LUNG.express.scl0011432.2_96.S	1	39053030	39053030-117626679	overdominant	trans	3.45 	3.80 
LUNG.express.ri.A430082A11.PX00138H09.AK040272.522.S	8	87590118	84339360-89785559	overdominant	NA	3.45 	3.78 
LUNG.express.scl0353499.4_0.S	8	89270927	73988007-89627039	overdominant	trans	3.44 	4.26 
LUNG.express.scl0002088.1_1.S	18	81386979	24601154-81386979	dominant	trans	3.44 	3.78 
LUNG.express.ri.C630002C17.PX00083G16.AK049826.2204.S	5	48067756	26560007-48322774	overdominant	trans	3.44 	3.84 
LUNG.express.scl52449.4.351_12.S	7	103902463	52643925-152144370	overdominant	NA	3.44 	4.00 
LUNG.express.scl33330.12_227.S	4	27943470	4494114-27943470	dominant	trans	3.44 	4.42 
LUNG.express.scl0016875.2_13.S	12	114385312	87446547-119426947	overdominant	trans	3.44 	3.88 
LUNG.express.scl30334.1.1_64.S	17	78754631	77344035-78754631	overdominant	trans	3.44 	3.90 
LUNG.express.GI_21717740.S	10	3088077	3088077-126934867	overdominant	NA	3.44 	4.04 
LUNG.express.GI_38081446.S	6	131258225	128520203-136889272	overdominant	NA	3.44 	3.79 
LUNG.express.scl0053869.2_7.S	9	118729237	118024397-120753681	overdominant	trans	3.44 	3.83 
LUNG.express.scl0209047.3_12.S	18	60965973	46060011-61540914	overdominant	NA	3.44 	3.86 
LUNG.express.scl48808.9.1_233.S	11	64084672	62065313-64215089	overdominant	trans	3.44 	4.18 
LUNG.express.scl20447.3.1_79.S	3	60895313	35687294-60895313	dominant	trans	3.44 	3.85 
LUNG.express.ri.4932420G07.PX00017H10.AK016533.2938.S	2	113101520	71436519-174243910	dominant	trans	3.44 	4.30 
LUNG.express.scl33707.42_67.S	7	62761433	53720517-63388010	overdominant	trans	3.44 	3.95 
LUNG.express.GI_38049323.S	10	60429629	60429629-118063735	overdominant	NA	3.44 	3.77 
LUNG.express.ri.A930024F09.PX00066H03.AK080730.899.S	19	58202917	58202917-58202917	overdominant	trans	3.44 	3.80 
LUNG.express.scl0052023.1_292.S	11	32951216	32951216-72806286	overdominant	trans	3.43 	3.91 
LUNG.express.scl0320386.1_33.S	9	36754547	29748445-53090129	overdominant	trans	3.43 	3.89 
LUNG.express.scl8980.1.1_149.S	2	162978174	162322214-164778924	overdominant	trans	3.43 	3.79 
LUNG.express.scl46205.12_632.S	15	51102628	42338183-51159618	overdominant	trans	3.43 	4.72 
LUNG.express.scl31856.17.1_30.S	11	25187047	25187047-25187047	overdominant	trans	3.43 	3.85 
LUNG.express.ri.A630085A08.PX00147I04.AK042357.1048.S	3	65474683	62642963-82239987	overdominant	NA	3.43 	4.21 
LUNG.express.scl17405.3_303.S	7	65717422	64571226-100430892	overdominant	trans	3.43 	3.98 
LUNG.express.scl0321022.1_67.S	10	90880454	85335228-99577331	dominant	trans	3.43 	3.92 
LUNG.express.GI_38083600.S	3	95293508	26132561-142297754	overdominant	NA	3.43 	3.78 
LUNG.express.GI_38090655.S	16	41339162	41339162-41339162	overdominant	trans	3.43 	4.57 
LUNG.express.ri.A430002G09.PX00134O06.AK079670.2017.S	16	27868813	27359151-74160826	overdominant	trans	3.43 	3.92 
LUNG.express.scl50762.2_0.S	7	62761433	27852765-132784790	overdominant	trans	3.43 	3.95 
LUNG.express.scl48193.7_228.S	10	88796691	85110017-90880454	dominant	trans	3.43 	4.20 
LUNG.express.scl25031.4.1_22.S	7	62761433	61169182-63388010	overdominant	trans	3.43 	4.01 
LUNG.express.scl0001310.1_38.S	17	41017284	36684309-41017284	overdominant	trans	3.43 	4.53 
LUNG.express.TRBV8_AE000663_T_cell_receptor_beta_variable_8_270.S	19	58202917	54618612-60612810	overdominant	trans	3.43 	3.79 
LUNG.express.mmu.miR.7b.miRNA.Tagged.Template.S	2	147607267	97038573-164290441	dominant	NA	3.43 	4.11 
LUNG.express.scl33630.8_639.S	1	151748240	29009315-159295625	overdominant	trans	3.43 	3.90 
LUNG.express.IGHV5S1_X01113.K02890_Ig_heavy_variable_5S1_94.S	12	59183396	58773165-67765687	overdominant	NA	3.43 	3.94 
LUNG.express.GI_38083708.S	17	87029086	84840353-87657226	dominant	trans	3.43 	4.27 
LUNG.express.scl0003426.1_85.S	3	30281954	30281954-135880473	overdominant	trans	3.43 	3.89 
LUNG.express.scl40049.5.1_114.S	1	68121913	17297861-153102842	overdominant	trans	3.43 	4.12 
LUNG.express.ri.2310014B11.ZX00039O07.AK009331.1008.S	1	69048354	66311320-69302777	overdominant	trans	3.42 	4.40 
LUNG.express.ri.B930037B01.PX00164A14.AK047221.4111.S	17	45877072	45823630-45877072	overdominant	trans	3.42 	4.02 
LUNG.express.ri.B830003C01.PX00072A08.AK046775.3070.S	10	64172995	64172995-83700325	overdominant	trans	3.42 	3.88 
LUNG.express.scl068916.2_14.S	3	137062082	78706867-141912370	overdominant	trans	3.42 	4.13 
LUNG.express.scl31127.23.1_1.S	12	14875963	14875963-78065990	overdominant	trans	3.42 	4.03 
LUNG.express.scl0319710.13_85.S	13	72990649	72990649-94569075	overdominant	trans	3.42 	4.06 
LUNG.express.ri.4930434P15.PX00031I17.AK015318.1411.S	1	153102842	141417567-185401055	dominant	trans	3.42 	4.45 
LUNG.express.scl33009.3_512.S	19	22414759	22414759-32179331	overdominant	trans	3.42 	3.89 
LUNG.express.ri.A130056J21.PX00123P13.AK037856.2622.S	4	26390859	20644721-27943470	overdominant	trans	3.42 	4.59 
LUNG.express.scl51898.11_22.S	2	25395202	25395202-25395202	overdominant	trans	3.42 	4.23 
LUNG.express.scl0017472.1_81.S	1	191625780	191625780-191625780	overdominant	trans	3.42 	3.99 
LUNG.express.scl0230648.5_14.S	15	22448859	22448859-22837654	overdominant	trans	3.42 	4.08 
LUNG.express.MJ.4000.141_702_REVCOMP.S	14	61654077	60980844-61654077	overdominant	NA	3.42 	5.03 
LUNG.express.scl31031.8.1_28.S	7	103902463	29086894-107944054	overdominant	cis	3.42 	3.79 
LUNG.express.TRBV6_AE000663_T_cell_receptor_beta_variable_6_11.S	1	176722287	174151791-178114736	overdominant	NA	3.42 	7.59 
LUNG.express.scl066573.1_18.S	7	62893471	29086894-63388010	overdominant	trans	3.42 	4.06 
LUNG.express.ri.4930471I01.PX00639F20.AK076802.904.S	10	125932623	123833587-126328670	overdominant	trans	3.42 	4.16 
LUNG.express.scl0171184.1_292.S	17	32078891	31769695-37268527	dominant	trans	3.42 	4.23 
LUNG.express.scl071254.1_1.S	13	64072890	59960662-64072890	overdominant	trans	3.42 	4.13 
LUNG.express.scl0011354.1_10.S	12	58773165	58773165-58773165	dominant	trans	3.41 	4.06 
LUNG.express.scl38880.29_102.S	15	51102628	37299247-51159618	overdominant	trans	3.41 	4.56 
LUNG.express.scl0004208.1_100.S	8	89627039	23539986-89857354	overdominant	trans	3.41 	4.35 
LUNG.express.scl00103850.1_287.S	6	112474354	36697231-112474354	overdominant	trans	3.41 	3.82 
LUNG.express.scl42078.9.1_86.S	9	42649833	42649833-107440549	overdominant	trans	3.41 	3.87 
LUNG.express.scl0004123.1_58.S	9	91799840	47039794-91799840	overdominant	trans	3.41 	3.95 
LUNG.express.scl33279.12.1_23.S	1	76197588	75283346-87559483	overdominant	trans	3.41 	4.73 
LUNG.express.ri.4732460C10.PX00051F11.AK028827.2285.S	10	119503234	119503234-119645931	overdominant	trans	3.41 	4.21 
LUNG.express.scl0018708.1_307.S	17	66071596	65422030-66210690	overdominant	trans	3.41 	3.94 
LUNG.express.GI_38088200.S	6	118022343	6385676-118751926	overdominant	trans	3.41 	4.27 
LUNG.express.GI_31088857.S	6	75490326	73258104-75778216	overdominant	trans	3.41 	4.00 
LUNG.express.scl0003702.1_48.S	4	86721190	84522419-89606222	overdominant	trans	3.41 	4.13 
LUNG.express.scl0014482.1_14.S	13	103588129	61168767-103588129	overdominant	NA	3.41 	3.81 
LUNG.express.scl0002232.1_0.S	13	106904421	11792662-106904421	overdominant	trans	3.41 	4.03 
LUNG.express.scl0266692.1_279.S	7	30125265	28940175-104154190	overdominant	trans	3.41 	3.86 
LUNG.express.scl17734.13.1_65.S	7	74778289	74778289-77717078	overdominant	trans	3.41 	5.85 
LUNG.express.scl020977.7_194.S	5	32624167	31228014-48322774	overdominant	trans	3.41 	3.87 
LUNG.express.scl16393.3_24.S	7	62893471	62761433-64362254	overdominant	trans	3.41 	4.11 
LUNG.express.scl29784.4.562_75.S	1	191159138	188452609-191159138	overdominant	trans	3.41 	3.77 
LUNG.express.scl020371.11_25.S	15	38822570	38817995-95081924	overdominant	trans	3.41 	3.83 
LUNG.express.scl068028.3_20.S	10	88796691	85110017-90880454	dominant	trans	3.41 	3.87 
LUNG.express.scl0057266.1_102.S	3	30281954	30281954-50205863	overdominant	trans	3.40 	3.91 
LUNG.express.NM_008512.78_chr10_._127562227_127562406_51.S	6	108058450	103348733-108805680	overdominant	NA	3.40 	3.82 
LUNG.express.scl24001.1.1_40.S	3	90564724	50235045-115356189	overdominant	trans	3.40 	4.14 
LUNG.express.scl46720.13_574.S	5	114439571	114439571-114439571	dominant	trans	3.40 	5.04 
LUNG.express.scl0003148.1_1881.S	12	59183396	16738644-67765687	overdominant	trans	3.40 	3.88 
LUNG.express.scl0004147.1_38.S	1	191159138	191159138-191625780	overdominant	trans	3.40 	5.05 
LUNG.express.mmu.miR.301.miRNA.Tagged.Template.S	6	108599580	105762336-108599580	overdominant	NA	3.40 	4.55 
LUNG.express.ri.2610304G08.ZX00062K19.AK011979.1205.S	5	136305277	136305277-136305277	dominant	trans	3.40 	5.03 
LUNG.express.GI_38089833.S	3	83735382	72462519-94578545	overdominant	trans	3.40 	4.38 
LUNG.express.scl000760.1_0.S	10	98726410	98726410-118297629	overdominant	trans	3.40 	4.65 
LUNG.express.scl0002147.1_32.S	1	194439329	32391447-197015594	overdominant	trans	3.40 	3.76 
LUNG.express.scl0071720.1_33.S	9	118024397	117742616-118729237	dominant	trans	3.40 	4.45 
LUNG.express.scl44689.27_88.S	7	62893471	60128042-63388010	overdominant	trans	3.40 	4.68 
LUNG.express.scl32971.4_155.S	14	46320878	46320878-46716267	overdominant	trans	3.40 	5.31 
LUNG.express.scl0003035.1_7.S	2	113101520	110200593-113101520	dominant	trans	3.39 	4.08 
LUNG.express.gi_6137137_gb_AF168390.1_AF168390_1025.S	2	160792843	147477599-161896844	overdominant	NA	3.39 	4.70 
LUNG.express.scl0003524.1_16.S	15	22085277	22085277-84205425	dominant	trans	3.39 	3.81 
LUNG.express.scl0103268.1_94.S	2	159368625	55266231-160184740	overdominant	trans	3.39 	3.97 
LUNG.express.scl012587.2_41.S	7	74778289	64362254-77106259	overdominant	trans	3.39 	4.58 
LUNG.express.scl0004051.1_4.S	1	159640513	39355725-159640513	overdominant	trans	3.39 	3.99 
LUNG.express.GI_20845203.I	12	67765687	66478146-110900130	overdominant	NA	3.39 	4.02 
LUNG.express.scl000831.1_7.S	9	68496432	67986194-100278877	overdominant	trans	3.39 	3.91 
LUNG.express.scl39343.6_528.S	4	77279045	47048915-94487110	overdominant	trans	3.39 	4.01 
LUNG.express.scl0018303.1_263.S	10	26713110	23647416-28885217	dominant	NA	3.39 	4.42 
LUNG.express.GI_38084057.S	1	41674873	41151371-41674873	dominant	NA	3.39 	4.00 
LUNG.express.scl43340.5_518.S	3	128550917	128550917-128785590	overdominant	trans	3.39 	5.22 
LUNG.express.scl52050.1.7_128.S	6	5519360	5519360-12416950	overdominant	trans	3.39 	3.93 
LUNG.express.scl25713.4.87_24.S	7	62893471	56254012-152027318	overdominant	trans	3.38 	3.83 
LUNG.express.scl17118.17.1_12.S	6	126825916	93203361-127118900	overdominant	trans	3.38 	3.78 
LUNG.express.scl16443.2_207.S	1	50157142	48807560-51843041	overdominant	trans	3.38 	4.59 
LUNG.express.scl20686.6.1_14.S	12	114385312	111034957-114385312	overdominant	trans	3.38 	3.90 
LUNG.express.scl25447.12_116.S	10	88796691	85763536-89234939	dominant	trans	3.38 	4.58 
LUNG.express.scl0056392.1_211.S	11	17204963	12193199-104889656	overdominant	NA	3.38 	3.88 
LUNG.express.scl020922.5_83.S	10	88796691	85110017-90880454	dominant	NA	3.38 	3.95 
LUNG.express.scl20363.24.1_4.S	2	25395202	25395202-162978174	overdominant	trans	3.38 	4.36 
LUNG.express.ri.D330050D10.PX00193O05.AK084831.1637.S	15	36365475	36365475-44354896	overdominant	trans	3.38 	4.30 
LUNG.express.scl17098.25_218.S	7	123277679	121842419-123277679	overdominant	trans	3.38 	4.87 
LUNG.express.scl43114.1.342_26.S	15	12093888	10505166-28251397	overdominant	trans	3.38 	3.89 
LUNG.express.scl074531.1_230.S	9	111761160	85678209-111761160	overdominant	trans	3.38 	4.34 
LUNG.express.MJ.250.30_144_REVCOMP.S	13	83291311	83291311-83291311	dominant	NA	3.38 	4.63 
LUNG.express.GI_38075735.S	13	59960662	58152522-61540435	overdominant	trans	3.38 	4.96 
LUNG.express.scl24812.1.2_237.S	8	48186345	48186345-48186345	dominant	trans	3.38 	4.35 
LUNG.express.MJ.1000.65_432_REVCOMP.S	16	66406251	50298627-66406251	dominant	NA	3.38 	3.89 
LUNG.express.ri.4930563O14.PX00035B11.AK016212.643.S	18	56912584	56912584-56912584	overdominant	trans	3.38 	4.14 
LUNG.express.scl00236930.2_99.S	6	124496260	105762336-125515787	dominant	trans	3.37 	3.84 
LUNG.express.ri.D930049N01.PX00203F08.AK086762.4090.S	16	53537985	51923090-67613517	overdominant	trans	3.37 	3.88 
LUNG.express.scl42461.3_0.S	7	62893471	62761433-104154190	overdominant	trans	3.37 	4.01 
LUNG.express.scl075743.3_219.S	7	62761433	62761433-103902463	overdominant	trans	3.37 	3.89 
LUNG.express.scl49158.12.6_21.S	12	59183396	25413744-80254314	overdominant	trans	3.37 	3.94 
LUNG.express.scl17476.15_197.S	11	14267280	13574320-17204963	overdominant	trans	3.37 	4.06 
LUNG.express.scl42376.12.6_27.S	1	11903740	10891308-194920921	overdominant	trans	3.37 	3.96 
LUNG.express.scl0066801.1_114.S	15	22211678	15760038-92458652	overdominant	NA	3.37 	3.86 
LUNG.express.scl0319372.1_17.S	1	57882115	57882115-135115263	overdominant	trans	3.37 	4.00 
LUNG.express.scl37657.36.1_139.S	10	86196903	86196903-87106043	partial-dominant	cis	3.37 	22.55 
LUNG.express.GI_38078921.S	7	132784790	57604413-133933759	overdominant	NA	3.37 	4.14 
LUNG.express.GI_38076114.S	12	59183396	58773165-59183396	overdominant	NA	3.37 	3.99 
LUNG.express.GI_38075709.S	15	78989686	78741247-81745113	dominant	trans	3.37 	3.95 
LUNG.express.scl16390.7_3.S	10	90880454	88796691-90880454	dominant	trans	3.37 	4.14 
LUNG.express.scl44832.1.1_133.S	4	20215141	11408761-20215141	overdominant	trans	3.37 	3.92 
LUNG.express.GI_38084871.S	7	62893471	62761433-103902463	overdominant	NA	3.37 	4.25 
LUNG.express.scl066302.10_6.S	12	93806361	91946483-94782159	dominant	trans	3.36 	4.98 
LUNG.express.scl39296.9.175_28.S	12	59183396	59183396-59183396	overdominant	trans	3.36 	4.10 
LUNG.express.scl16426.33.1_29.S	1	66782643	66461385-83335405	dominant	trans	3.36 	4.38 
LUNG.express.scl34228.3.1_289.S	7	98058765	28940175-152027318	overdominant	trans	3.36 	3.86 
LUNG.express.scl0017720.1_306.S	7	62893471	62761433-103902463	overdominant	trans	3.36 	4.41 
LUNG.express.scl0002061.1_93.S	17	87157310	84441788-87477713	overdominant	trans	3.36 	3.77 
LUNG.express.scl1658.1.1_187.S	1	174792234	110649735-191933702	dominant	trans	3.36 	3.77 
LUNG.express.scl0001965.1_441.S	19	29225288	29011778-54618612	dominant	trans	3.36 	4.03 
LUNG.express.scl074638.1_185.S	7	64362254	60128042-65964613	overdominant	trans	3.36 	3.96 
LUNG.express.scl27779.8_253.S	7	62761433	61169182-63388010	overdominant	trans	3.36 	4.18 
LUNG.express.scl42249.19.1_3.S	10	68907314	68907314-128933001	overdominant	trans	3.36 	3.79 
LUNG.express.ri.A130051J06.PX00123J15.AK037810.2620.S	11	96386644	96137410-96817154	overdominant	trans	3.36 	4.00 
LUNG.express.ri.C330021F23.PX00076M16.AK049309.1624.S	7	96556304	94396018-114369436	dominant	trans	3.36 	3.97 
LUNG.express.scl0002396.1_200.S	1	28549296	28549296-31213164	dominant	trans	3.36 	4.64 
LUNG.express.scl33251.17_389.S	15	88047935	42457518-88047935	dominant	trans	3.36 	3.91 
LUNG.express.GI_38087716.S	6	14057758	13135297-105917157	overdominant	NA	3.36 	3.80 
LUNG.express.GI_38077313.S	9	120753681	118024397-123121097	overdominant	NA	3.36 	3.82 
LUNG.express.scl0003958.1_60.S	7	64362254	62761433-65964613	overdominant	trans	3.36 	3.99 
LUNG.express.scl0140810.2_5.S	11	69020023	64515187-72150322	overdominant	trans	3.36 	4.46 
LUNG.express.scl16234.18_249.S	1	117320710	116045258-188708526	overdominant	trans	3.36 	3.87 
LUNG.express.scl0319185.1_5.S	7	30125265	27852765-104154190	overdominant	NA	3.35 	3.84 
LUNG.express.scl00215114.2_315.S	8	90849212	90849212-90849212	overdominant	trans	3.35 	4.05 
LUNG.express.scl50581.4.1_28.S	7	62893471	62761433-73426073	overdominant	trans	3.35 	3.91 
LUNG.express.scl53739.1.1_59.S	1	140723654	140723654-141417567	overdominant	trans	3.35 	4.68 
LUNG.express.scl0016568.1_42.S	15	41057624	36365475-100949643	overdominant	trans	3.35 	4.06 
LUNG.express.scl36750.29_511.S	15	51102628	50416638-51159618	overdominant	trans	3.35 	4.45 
LUNG.express.scl00107798.1_314.S	7	47861053	38888026-60841098	overdominant	NA	3.35 	3.87 
LUNG.express.scl42588.12.910_0.S	10	24664975	6319696-116988650	overdominant	trans	3.35 	3.78 
LUNG.express.GI_38074767.S	2	72079430	71612296-116157294	overdominant	cis	3.35 	4.32 
LUNG.express.GI_38086957.S	18	55486166	55486166-68284961	overdominant	NA	3.35 	3.92 
LUNG.express.scl31130.14_110.S	12	26818120	26818120-27810814	overdominant	trans	3.35 	4.00 
LUNG.express.scl50763.13.1_199.S	10	90880454	88796691-90880454	dominant	trans	3.35 	3.88 
LUNG.express.GI_38080706.S	17	12777228	9642585-26101174	overdominant	NA	3.35 	3.78 
LUNG.express.scl015519.1_32.S	7	62893471	62761433-152027318	overdominant	NA	3.35 	3.80 
LUNG.express.ri.1500002F13.R000020A04.AK005113.667.S	13	92011514	92011514-92953646	overdominant	trans	3.35 	3.98 
LUNG.express.ri.A530025E09.PX00140I18.AK040788.2110.S	3	33964549	28537266-141912370	overdominant	trans	3.35 	3.93 
LUNG.express.scl078697.16_0.S	1	136766629	26742694-136766629	dominant	trans	3.35 	3.84 
LUNG.express.scl16275.2_366.S	11	36616353	36616353-108977608	overdominant	trans	3.35 	3.79 
LUNG.express.scl45197.6_141.S	9	120753681	118729237-120753681	overdominant	trans	3.35 	3.79 
LUNG.express.scl0076132.2_327.S	11	69020023	41916355-115973012	overdominant	trans	3.35 	3.88 
LUNG.express.scl24584.7.1_25.S	13	107925388	12509475-107925388	overdominant	trans	3.35 	3.82 
LUNG.express.scl00207304.1_12.S	9	120753681	118024397-123121097	overdominant	trans	3.35 	3.78 
LUNG.express.ri.8430406H22.PX00024N03.AK018386.1243.S	4	66144626	65694455-66474531	overdominant	NA	3.35 	3.85 
LUNG.express.ri.C530047H07.PX00083N07.AK049768.2172.S	11	16328693	12193199-16763372	overdominant	trans	3.35 	3.88 
LUNG.express.scl44216.8_417.S	12	59183396	59183396-59183396	overdominant	trans	3.34 	3.78 
LUNG.express.ri.4930479H08.PX00032O24.AK015592.1000.S	6	97632512	94633816-99670395	overdominant	trans	3.34 	3.89 
LUNG.express.scl23806.12_461.S	1	63303607	62750655-64453971	overdominant	trans	3.34 	5.17 
LUNG.express.scl38439.25.34_29.S	1	170146665	65557718-197015594	overdominant	trans	3.34 	3.77 
LUNG.express.scl27292.1.1_80.S	1	185385632	32555164-185401055	overdominant	trans	3.34 	4.16 
LUNG.express.scl43461.23.10_4.S	12	59183396	59183396-59183396	overdominant	trans	3.34 	4.46 
LUNG.express.scl45972.1.1_2.S	7	87647371	87470824-88068273	overdominant	trans	3.34 	4.78 
LUNG.express.GI_38087223.S	2	72079430	66071492-72079430	overdominant	trans	3.34 	4.15 
LUNG.express.scl26371.6_22.S	1	113377871	105114296-136766629	overdominant	trans	3.34 	3.94 
LUNG.express.scl0072042.2_158.S	14	61173577	60980844-61919288	overdominant	NA	3.34 	4.63 
LUNG.express.scl0269878.14_318.S	10	89234939	85110017-90880454	overdominant	trans	3.34 	3.83 
LUNG.express.scl0404317.1_84.S	1	69175835	69048354-69302777	overdominant	trans	3.34 	5.67 
LUNG.express.scl25143.20.1_12.S	7	62761433	62761433-82556677	overdominant	trans	3.34 	3.90 
LUNG.express.ri.B930025H10.PX00163B02.AK047134.1090.S	2	148230155	43833414-159495462	overdominant	trans	3.34 	3.95 
LUNG.express.scl30242.4.1_22.S	1	17297861	17297861-18911661	overdominant	trans	3.34 	4.26 
LUNG.express.GI_38076902.S	10	117836700	74443868-127995220	overdominant	trans	3.34 	3.87 
LUNG.express.NM_007393_NM_007393_._1823_1892.S	12	14875963	14875963-77479198	overdominant	NA	3.34 	4.05 
LUNG.express.scl32205.4_514.S	10	88796691	86559122-90880454	dominant	trans	3.34 	4.25 
LUNG.express.scl47473.2.1_34.S	9	99766219	54508169-99992032	overdominant	trans	3.34 	3.87 
LUNG.express.scl53474.8.1_75.S	1	17297861	17297861-18911661	overdominant	trans	3.34 	4.20 
LUNG.express.scl0229096.2_166.S	10	88796691	85335228-90880454	dominant	trans	3.34 	3.78 
LUNG.express.scl43028.3.1_1.S	6	8751142	5519360-140119412	overdominant	trans	3.33 	4.22 
LUNG.express.scl28717.3.1_18.S	14	69379732	62215206-69556430	overdominant	trans	3.33 	3.95 
LUNG.express.GI_38075766.S	13	96545269	84841025-96545269	overdominant	trans	3.33 	4.06 
LUNG.express.scl22641.22_279.S	1	40338843	40030540-40338843	overdominant	trans	3.33 	5.65 
LUNG.express.scl31299.2.959_92.S	19	58202917	56160540-60612810	overdominant	trans	3.33 	3.87 
LUNG.express.scl33558.9.1_16.S	9	40929668	40929668-67986194	dominant	trans	3.33 	4.26 
LUNG.express.GI_38090948.S	1	39053030	39053030-39053030	overdominant	NA	3.33 	5.07 
LUNG.express.scl0002066.1_0.S	5	81559433	76032917-81971398	overdominant	trans	3.33 	3.90 
LUNG.express.scl000304.1_6.S	8	73988007	73988007-73988007	overdominant	trans	3.33 	4.05 
LUNG.express.scl35272.19.217_33.S	7	62761433	59660222-63388010	overdominant	trans	3.33 	4.04 
LUNG.express.ri.C130034A22.PX00169A03.AK048090.3456.S	3	117673563	95835530-117673563	overdominant	NA	3.33 	3.78 
LUNG.express.scl25509.15_471.S	19	25196336	16955850-26797903	overdominant	trans	3.33 	3.97 
LUNG.express.scl0018813.1_104.S	7	62893471	62761433-77988727	overdominant	trans	3.33 	3.85 
LUNG.express.scl076109.2_220.S	17	90557165	90557165-92433431	overdominant	trans	3.33 	3.77 
LUNG.express.scl000373.1_361.S	7	60704276	56717200-62592751	overdominant	trans	3.33 	3.90 
LUNG.express.scl00320604.2_186.S	11	94797729	36686534-98624873	overdominant	trans	3.33 	4.17 
LUNG.express.scl20413.8.1_90.S	4	84538581	49601364-89292013	dominant	trans	3.33 	3.86 
LUNG.express.GI_38049649.S	7	134806515	133933759-134806515	dominant	NA	3.33 	4.17 
LUNG.express.scl054637.2_3.S	4	27943470	24517086-27943470	dominant	trans	3.33 	5.00 
LUNG.express.scl30679.1.4_30.S	5	62509872	62509872-63556401	overdominant	trans	3.33 	4.73 
LUNG.express.scl36793.6.1_16.S	13	80850595	78414471-104407793	overdominant	trans	3.33 	3.82 
LUNG.express.scl41100.7.74_19.S	6	77051716	71278145-77070084	overdominant	trans	3.33 	4.30 
LUNG.express.GI_38079863.S	18	71804168	71804168-73139718	overdominant	NA	3.33 	3.76 
LUNG.express.GI_38049517.S	11	56791370	51824699-100513450	overdominant	trans	3.33 	3.91 
LUNG.express.GI_20874883.S	1	76386570	76386570-194439329	overdominant	trans	3.33 	4.26 
LUNG.express.scl0018810.1_283.S	11	104889656	56791370-105098566	overdominant	trans	3.33 	3.77 
LUNG.express.ri.D630044D05.PX00198I15.AK052756.1567.S	13	105824723	104212386-106473710	overdominant	trans	3.33 	4.43 
LUNG.express.scl0001450.1_42.S	10	86196903	85914325-89234939	dominant	trans	3.32 	4.33 
LUNG.express.scl51810.1.734_119.S	1	68121913	58111588-83642079	overdominant	trans	3.32 	4.29 
LUNG.express.scl017835.20_21.S	7	122555315	122555315-123156315	overdominant	NA	3.32 	4.45 
LUNG.express.scl52728.6.1_56.S	11	55885903	55207955-98004974	dominant	trans	3.32 	3.92 
LUNG.express.scl25073.4.1_109.S	4	20644721	20446144-21606932	overdominant	trans	3.32 	4.44 
LUNG.express.scl0050884.1_187.S	9	120753681	73368786-120753681	overdominant	NA	3.32 	3.77 
LUNG.express.scl18767.2.1_173.S	17	35970977	35276617-45706483	overdominant	trans	3.32 	3.85 
LUNG.express.ri.A930033B01.PX00067P04.AK020920.505.S	9	83687517	50377264-83687517	overdominant	trans	3.32 	4.32 
LUNG.express.GI_38090374.S	19	29011778	25274847-29225288	dominant	trans	3.32 	5.31 
LUNG.express.scl098766.1_292.S	7	62893471	28940175-104154190	overdominant	trans	3.32 	4.30 
LUNG.express.scl0002225.1_0.S	7	62893471	62761433-103902463	overdominant	trans	3.32 	4.30 
LUNG.express.scl19984.7.1_37.S	2	5767312	5767312-72077077	overdominant	trans	3.32 	4.13 
LUNG.express.GI_38086190.S	15	101380877	23553686-101641153	overdominant	trans	3.32 	3.90 
LUNG.express.scl0001469.1_1.S	13	94002526	93493722-94569075	overdominant	trans	3.32 	4.30 
LUNG.express.scl16734.10.1_6.S	7	62893471	62761433-104154190	overdominant	trans	3.32 	4.00 
LUNG.express.scl0210801.2_172.S	4	147982503	81604481-147982503	overdominant	trans	3.32 	4.04 
LUNG.express.scl0002180.1_25.S	3	158042515	34034259-158042515	overdominant	trans	3.32 	3.87 
LUNG.express.scl44414.1.1_179.S	1	93218794	42154559-182867503	overdominant	trans	3.32 	4.35 
LUNG.express.scl0004163.1_467.S	9	38138134	35019941-105541752	overdominant	trans	3.32 	4.34 
LUNG.express.GI_38093548.S	4	34040918	34040918-34755138	dominant	NA	3.32 	4.15 
LUNG.express.scl48180.13.344_29.S	4	138566396	6320782-140166194	overdominant	trans	3.32 	3.81 
LUNG.express.scl28393.5.1_16.S	1	191933702	128830004-191933702	overdominant	trans	3.32 	3.86 
LUNG.express.scl26041.27.1_85.S	18	55486166	45300164-55486166	overdominant	trans	3.32 	3.87 
LUNG.express.scl49604.5.1_167.S	1	39053030	39053030-39053030	overdominant	trans	3.32 	4.67 
LUNG.express.scl41018.11_650.S	12	14875963	14875963-15561848	dominant	trans	3.32 	6.02 
LUNG.express.scl20369.7_71.S	17	27109862	26950847-27985069	overdominant	trans	3.31 	4.53 
LUNG.express.scl0140479.2_128.S	9	74849069	74849069-80155830	overdominant	trans	3.31 	4.35 
LUNG.express.ri.B230313N05.PX00159L17.AK045838.2923.S	10	86559122	85110017-90880454	dominant	trans	3.31 	4.20 
LUNG.express.scl46696.9.1_230.S	1	169907733	160302534-171902321	overdominant	trans	3.31 	4.23 
LUNG.express.scl00381045.1_27.S	10	119503234	119503234-119503300	overdominant	trans	3.31 	4.05 
LUNG.express.GI_38082797.S	19	9504952	8993876-43872603	overdominant	trans	3.31 	4.12 
LUNG.express.scl068544.3_98.S	7	62761433	52163503-152027318	overdominant	trans	3.31 	3.91 
