trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
HP.express.GI_38089276.S	12	83974482	overdominant	3.91 	NA	NA	NA
HP.express.scl00118453.2_307.S	3	34034259	overdominant	4.06 	11	83255416	83255466
HP.express.ri.E230026C15.PX00675P13.AK087622.3831.S	8	89270927	overdominant	3.87 	8	75217307	75217357
HP.express.scl4710.1.1_78.S	1	94229206	overdominant	3.97 	2	153319415	153319465
HP.express.ri.4930449A16.PX00031D16.AK015426.1432.S	11	59142616	overdominant	3.85 	16	14959105	14959155
HP.express.scl0384100.1_5.S	16	94690274	dominant	3.95 	NA	NA	NA
HP.express.scl052064.7_271.S	4	150322101	dominant	4.04 	5	115746852	115746902
HP.express.scl32730.3.1_40.S	12	114059950	overdominant	4.13 	7	51254233	51254283
HP.express.scl0382913.1_100.S	5	129764658	dominant	3.93 	14	63801522	63801572
HP.express.scl27119.4.1_2.S	19	47636600	overdominant	3.94 	5	136598645	136598695
HP.express.scl44335.8.1_22.S	17	42321113	dominant	3.88 	13	118765263	118765313
HP.express.scl00209131.1_196.S	12	53910948	overdominant	4.06 	4	59912449	59912499
HP.express.GI_38076651.S	5	102108827	overdominant	4.08 	14	123319258	123319308
HP.express.scl19581.12.1_39.S	10	119844777	overdominant	3.95 	2	24941268	24941318
HP.express.IGHV1S121_AF025445_Ig_heavy_variable_1S121_173.S	4	54732254	overdominant	4.49 	NA	NA	NA
HP.express.scl056379.2_58.S	1	77496450	dominant	5.23 	9	32206438	32206488
HP.express.scl0320596.1_206.S	17	9881116	dominant	3.88 	19	7541608	7541658
HP.express.scl069211.2_10.S	7	90296387	overdominant	4.24 	NA	NA	NA
HP.express.scl18140.8.1_33.S	17	89287746	dominant	3.93 	1	16699569	16699619
HP.express.GI_38078417.S	7	99329309	dominant	3.91 	15	74668872	74668922
HP.express.GI_38077721.S	18	28318348	dominant	4.15 	NA	NA	NA
HP.express.scl22952.21.1_59.S	19	6063506	dominant	3.99 	3	90083892	90083942
HP.express.scl016202.8_23.S	3	52394303	overdominant	4.60 	NA	NA	NA
HP.express.scl00243382.2_254.S	10	69476808	dominant	4.13 	6	57459655	57459707
HP.express.ri.A430096B05.PX00140E19.AK040441.4630.S	9	30287363	overdominant	4.37 	7	28905531	28905581
HP.express.scl0271375.3_22.S	11	59966903	dominant	4.59 	16	44909257	44909307
HP.express.GI_28520816.S	2	161205857	overdominant	4.03 	NA	NA	NA
HP.express.scl0068735.1_152.S	19	5494136	overdominant	4.21 	5	101233046	101233096
HP.express.ri.5730484K07.PX00644D23.AK077627.2046.S	15	55001328	overdominant	3.99 	1	193651835	193651885
HP.express.GI_38075541.S	6	94005890	overdominant	3.90 	2	91363946	91363996
HP.express.scl0235854.1_68.S	11	25187047	dominant	3.97 	7	55236426	55236476
HP.express.scl058212.3_53.S	16	85149481	dominant	3.96 	5	136317508	136317558
HP.express.scl39598.8.1_81.S	11	98860712	partial-dominant	36.45 	11	99277235	99277285
HP.express.GI_38076912.S	9	42353146	overdominant	5.00 	NA	NA	NA
HP.express.scl0003229.1_1.S	12	6279225	overdominant	3.86 	2	167260301	167260351
HP.express.scl0001904.1_40.S	10	25247092	overdominant	4.14 	16	17123639	17123689
HP.express.X9626984_2.S	9	79445379	partial-dominant	23.46 	NA	NA	NA
HP.express.scl15745.2.1_5.S	2	135359901	overdominant	4.00 	1	195098645	195098695
HP.express.scl0240066.1_321.S	17	34333839	partial-dominant	46.89 	17	33016191	33016241
HP.express.ri.B430005K18.PX00070H17.AK046551.1744.S	9	68739715	dominant	4.15 	11	50106523	50106573
HP.express.scl29699.7_74.S	9	55541581	overdominant	3.87 	6	100819822	100819872
HP.express.scl0014617.1_130.S	2	148230155	dominant	4.24 	2	113835525	113835575
HP.express.scl36078.5.1_30.S	8	84568855	overdominant	4.88 	9	29749440	29749490
HP.express.scl00213541.1_28.S	17	43921971	overdominant	4.67 	4	131767944	131767994
HP.express.scl0067326.2_320.S	8	89785559	overdominant	4.68 	2	130972090	130972140
HP.express.ri.D630009O07.PX00196A24.AK085310.3011.S	10	126249966	overdominant	4.27 	2	181156309	181156359
HP.express.scl0000107.1_7_REVCOMP.S	3	142297754	dominant	3.88 	16	55974634	55974684
HP.express.scl8716.2.1_272.S	1	123825117	dominant	4.33 	7	148672080	148672130
HP.express.scl021384.13_152.S	15	75136128	overdominant	3.89 	3	99157934	99157984
HP.express.scl067912.2_23.S	9	87780285	dominant	4.03 	17	15081922	15081972
HP.express.scl34808.12.1_90.S	11	6774647	overdominant	5.44 	8	54672397	54672447
HP.express.scl026940.2_4.S	19	5047472	dominant	3.97 	9	21877470	21877520
HP.express.ri.D230003C14.PX00187I08.AK051810.3261.S	2	149804648	overdominant	3.86 	7	38444549	38444599
HP.express.scl0001486.1_9.S	9	62851892	dominant	3.85 	11	99347085	99347135
HP.express.scl50388.2_83.S	11	4580234	dominant	4.26 	17	91262773	91262823
HP.express.ri.6330583M11.PX00044L21.AK018261.1337.S	15	51272929	overdominant	4.52 	2	150663361	150663411
HP.express.scl39808.15.1_10.S	16	48294006	dominant	4.30 	11	84236444	84236494
HP.express.rtTA_CDS.S	2	173100092	partial-dominant	5.39 	NA	NA	NA
HP.express.GI_38050538.S	18	55486166	overdominant	4.23 	NA	NA	NA
HP.express.scl24512.7.1_43.S	4	24832787	overdominant	6.85 	4	20049684	20049734
HP.express.scl0244690.3_117.S	13	61003713	overdominant	4.04 	9	13511508	13511558
HP.express.scl2579.1.1_76.S	7	64571226	dominant	5.03 	14	119064525	119064575
HP.express.scl50818.3.28_5.S	3	135672914	overdominant	3.85 	17	34727734	34727784
HP.express.scl15021.3.1_91.S	16	41340332	overdominant	4.03 	18	17727509	17727559
HP.express.scl48836.8_442.S	16	57552172	overdominant	4.36 	16	96379135	96379185
HP.express.scl34138.20.882_255.S	7	105869422	dominant	3.95 	8	3456492	3456542
HP.express.scl000961.1_62.S	6	92514577	overdominant	4.19 	1	173210003	173210053
HP.express.scl28822.22_22.S	9	55541581	overdominant	4.19 	6	76832068	76832118
HP.express.scl43614.10.1_30.S	2	135359901	overdominant	3.87 	13	100090063	100090113
HP.express.scl0217333.1_84.S	3	78706867	overdominant	4.47 	11	115967315	115967365
HP.express.scl26598.18_80.S	15	51478886	overdominant	4.25 	5	50351378	50351428
HP.express.ri.A730063C17.PX00152M12.AK043169.1243.S	2	19938834	overdominant	4.38 	11	49686375	49686425
HP.express.scl777.1.1_10.S	2	159368625	overdominant	4.76 	6	115225319	115225369
HP.express.scl43017.3_123.S	5	76583855	overdominant	3.86 	12	82765852	82765902
HP.express.scl39368.13_542.S	9	34769248	overdominant	4.08 	11	112905398	112905448
HP.express.scl45926.20.1_29.S	15	4349154	overdominant	4.26 	14	123137171	123137221
HP.express.scl9203.1.1_129.S	18	24320292	overdominant	4.22 	7	12906771	12906821
HP.express.scl27771.5.1_89.S	12	87284700	dominant	4.16 	5	65774970	65775020
HP.express.scl23843.2.1_300.S	4	122536708	dominant	5.34 	4	123980114	123980164
HP.express.scl073750.1_299.S	4	23212380	dominant	4.45 	4	63075995	63076045
HP.express.ri.D630024B06.PX00197C12.AK052690.2966.S	8	42968153	overdominant	4.40 	14	47877853	47877903
HP.express.scl0231855.15_16.S	11	107635628	overdominant	4.52 	5	142953679	142953729
HP.express.scl21212.11.1_243.S	8	131097800	dominant	4.44 	2	22795660	22795710
HP.express.scl24814.1.910_53.S	18	16573090	overdominant	4.51 	4	135905888	135905938
HP.express.scl0022591.2_289.S	7	80753899	overdominant	4.36 	6	91439866	91439916
HP.express.scl29662.1.122_30.S	12	108273425	dominant	4.13 	6	108782980	108783030
HP.express.scl000571.1_203.S	18	53262540	overdominant	4.05 	8	106878767	106878817
HP.express.scl32655.57.1_170.S	11	64442809	overdominant	3.96 	7	53566604	53566654
HP.express.AmbionRNASpike5_931_REVCOMP.S	10	77019180	overdominant	3.86 	NA	NA	NA
HP.express.scl21415.15_232.S	12	49481746	dominant	4.29 	3	144733602	144733652
HP.express.scl24989.2.50_2.S	7	76786111	overdominant	3.86 	4	124382950	124383000
HP.express.scl0100609.9_1.S	19	11396613	dominant	4.96 	5	135851458	135851508
HP.express.scl0240514.1_161.S	9	55541581	overdominant	4.19 	19	5456711	5456761
HP.express.MJ.7000.183_4085.S	11	56791370	overdominant	5.20 	NA	NA	NA
HP.express.scl17679.7_614.S	7	81491557	dominant	3.92 	1	91051377	91051427
HP.express.scl0078818.1_318.S	7	140189738	dominant	4.33 	14	120800733	120800783
HP.express.gi_8850233_ref_NM_013684.1__234_a_42_2.S	13	90400197	overdominant	3.87 	NA	NA	NA
HP.express.scl00320511.1_292.S	11	63413297	partial-dominant	11.32 	11	61615939	61615989
HP.express.scl30391.3_48.S	1	93549872	overdominant	3.86 	6	9198534	9198584
HP.express.scl33916.7_57.S	10	74443868	dominant	4.25 	8	35233495	35233545
HP.express.GI_38079118.S	16	8838458	dominant	4.08 	4	154758657	154758707
HP.express.scl18724.14_264.S	11	34833293	dominant	4.25 	2	125656271	125656321
HP.express.scl0003399.1_126.S	1	176925254	dominant	4.48 	9	107509075	107509125
HP.express.scl48785.4.1_310.S	7	82114181	overdominant	3.95 	16	8409388	8409438
HP.express.GI_38078874.S	4	133435313	dominant	4.74 	4	133047239	133047289
HP.express.scl26766.5.1_148.S	12	93658977	dominant	4.17 	5	28529280	28529330
HP.express.scl39718.15.1_30.S	1	147028388	overdominant	4.08 	11	93721278	93721328
HP.express.ri.A230020C16.PX00126P03.AK038488.610.S	5	127383479	overdominant	4.32 	NA	NA	NA
HP.express.scl0002482.1_22.S	12	55741244	overdominant	5.67 	15	96528377	96528427
HP.express.scl41521.1.2_20.S	13	104051588	dominant	4.26 	11	58107420	58107470
HP.express.ri.E130110J24.PX00091M10.AK053565.1594.S	2	145433490	overdominant	5.69 	13	81718170	81718220
HP.express.scl52984.11_490.S	1	155031904	overdominant	3.87 	19	55270516	55270566
HP.express.scl019225.10_46.S	19	51448303	dominant	4.83 	1	151953195	151953245
HP.express.scl0067917.1_135.S	5	17827135	dominant	3.96 	2	152239692	152239742
HP.express.scl0016453.2_86.S	12	36765237	overdominant	4.04 	8	74210784	74210834
HP.express.ri.E130301L11.PX00092N21.AK021408.716.S	15	44716938	overdominant	3.98 	15	98906378	98906428
HP.express.scl0001374.1_2.S	5	35861521	overdominant	4.74 	11	72821989	72822039
HP.express.GI_38085858.S	4	105559686	overdominant	5.24 	NA	NA	NA
HP.express.scl21821.6.1_24.S	9	109590865	overdominant	3.95 	3	95793258	95793308
HP.express.scl0002973.1_0.S	10	10797379	overdominant	3.85 	X	7751368	7751418
HP.express.ri.9530028F20.PX00112I09.AK079205.1299.S	5	145942671	overdominant	4.13 	15	103125246	103125296
HP.express.scl068396.1_227.S	13	109611364	partial-dominant	5.01 	6	85780498	85780548
HP.express.scl00243819.2_7.S	9	55292556	overdominant	4.27 	7	4583403	4583453
HP.express.scl25334.2.56_1.S	5	21119963	overdominant	3.97 	4	77860338	77860388
HP.express.ri.D930031J16.PX00202L13.AK086484.3047.S	1	66311320	additive	47.90 	1	66449872	66449922
HP.express.GI_30061398.S	8	121106993	overdominant	3.93 	NA	NA	NA
HP.express.scl00237886.1_64.S	4	6800199	overdominant	3.87 	11	82794881	82794931
HP.express.scl53622.3.4_30.S	11	59966903	dominant	3.95 	X	159400092	159400142
HP.express.scl0014787.2_62.S	19	5047472	dominant	4.28 	15	75543895	75543945
HP.express.ri.6330503H08.PX00042B08.AK031938.2341.S	5	111438837	overdominant	4.21 	2	180871806	180871856
HP.express.scl059008.1_54.S	16	48294006	dominant	4.21 	5	123237765	123237815
HP.express.scl32442.2.1_60.S	6	108599580	dominant	4.64 	7	90809152	90809202
HP.express.scl0003834.1_114.S	18	50846960	overdominant	3.88 	10	7368278	7368328
HP.express.ri.4933416C16.PX00020F19.AK030195.2538.S	2	153773922	overdominant	4.10 	3	115825480	115825530
HP.express.scl6849.1.1_0.S	7	47419364	overdominant	4.17 	X	143590309	143590359
HP.express.scl0013207.1_306.S	17	42321113	overdominant	5.26 	NA	NA	NA
HP.express.scl00229709.2_323.S	11	111022376	dominant	4.40 	3	107467433	107467483
HP.express.scl0216792.1_314.S	1	22307016	overdominant	5.69 	11	58970951	58971001
HP.express.scl00006.1_238_REVCOMP.S	12	114569903	overdominant	3.96 	NA	NA	NA
HP.express.scl48230.1.2_87.S	15	91990394	dominant	4.59 	16	89508192	89508242
HP.express.scl073941.3_14.S	3	38005678	overdominant	3.87 	4	53219983	53220033
HP.express.ri.4930465A12.PX00032K22.AK015502.644.S	8	48712840	dominant	4.11 	4	127812036	127812086
HP.express.X9626984_2_rc.S	2	169313299	overdominant	4.61 	NA	NA	NA
HP.express.scl0001839.1_337.S	5	106519195	dominant	4.68 	16	16453696	16453746
HP.express.scl43858.8.4_9.S	1	40638646	overdominant	3.98 	13	61296679	61296729
HP.express.scl0050927.2_48.S	12	55741244	overdominant	4.54 	4	116276510	116276560
HP.express.scl26513.6.1_30.S	1	145781240	dominant	3.87 	5	69908291	69908341
HP.express.scl00320769.2_294.S	15	93937315	dominant	5.25 	2	80135408	80135458
HP.express.scl8514.1.1_195.S	7	62761433	overdominant	4.00 	17	37909373	37909423
HP.express.scl39179.17_22.S	16	45291904	overdominant	3.98 	10	5342859	5342909
HP.express.scl0069188.1_256.S	9	35019941	overdominant	4.04 	NA	NA	NA
HP.express.scl51497.17.1_0.S	6	112093605	overdominant	4.73 	18	38050719	38050769
HP.express.scl0002466.1_124.S	19	11396613	dominant	3.93 	NA	NA	NA
HP.express.scl000963.1_12.S	12	75005701	overdominant	5.53 	1	24202105	24202155
HP.express.scl48262.5_262.S	16	35110554	dominant	4.15 	16	87433738	87433788
HP.express.scl15924.1.27_14.S	11	25018869	dominant	4.92 	1	174149560	174149610
HP.express.GI_38093947.S	2	135469618	overdominant	3.97 	NA	NA	NA
HP.express.scl0075909.2_73.S	1	58111588	overdominant	3.99 	11	86397637	86397687
HP.express.ri.2310047C04.ZX00054P11.AK009865.617.S	18	24601154	overdominant	4.32 	16	48993687	48993737
HP.express.scl29255.1.1_180.S	6	16427584	partial-dominant	23.18 	6	18379826	18379876
HP.express.scl23502.6.1_40.S	18	26919656	overdominant	3.86 	4	148502784	148502834
HP.express.scl000451.1_9.S	10	69476808	dominant	4.35 	19	53318827	53318877
HP.express.scl0003716.1_62.S	10	14861220	overdominant	4.27 	13	108973984	108974034
HP.express.scl0246313.1_50.S	1	94229206	dominant	3.89 	2	132196966	132197016
HP.express.scl026912.9_26.S	7	111381390	dominant	4.38 	15	78867819	78867869
HP.express.scl31838.2_538.S	11	18944916	overdominant	4.85 	7	152086626	152086676
HP.express.ri.A130021A04.PX00121J18.AK037482.1907.S	18	55645310	dominant	4.34 	7	52841690	52841740
HP.express.MJ.1000.73.745.814.S	11	60150671	overdominant	3.93 	NA	NA	NA
HP.express.scl0012914.1_86.S	4	104379829	overdominant	4.06 	16	4084310	4084360
HP.express.GI_38082188.S	10	69476808	dominant	4.56 	NA	NA	NA
HP.express.scl53762.8.1_6.S	5	58345725	dominant	4.69 	X	140298089	140298139
HP.express.ri.4933402K11.PX00019K15.AK030155.1570.S	9	34384137	overdominant	4.32 	NA	NA	NA
HP.express.GI_38085465.S	9	111126430	overdominant	4.68 	NA	NA	NA
HP.express.scl0067453.2_115.S	5	76760880	overdominant	4.98 	18	31740039	31740089
HP.express.scl0070351.2_206.S	16	57552172	overdominant	4.01 	17	66190992	66191042
HP.express.scl33135.23.1_86.S	5	82588816	dominant	4.29 	7	4430545	4430595
HP.express.GI_40786427.S	6	77070084	overdominant	3.88 	NA	NA	NA
HP.express.ri.C630015B10.PX00084O09.AK083112.2036.S	6	88668111	overdominant	4.57 	3	107890820	107890870
HP.express.scl24787.5_386.S	4	137571670	partial-dominant	30.31 	4	137998107	137998157
HP.express.scl37876.12_7.S	1	191159138	overdominant	3.95 	10	62782384	62782434
HP.express.scl0002078.1_391.S	10	85003454	dominant	3.95 	3	45186207	45186257
HP.express.scl000328.1_49.S	19	12068136	overdominant	3.94 	14	52765460	52765510
HP.express.scl078887.5_29.S	4	147360389	partial-dominant	23.62 	11	3032238	3032288
HP.express.ri.A130049D12.PX00124C08.AK037778.2130.S	11	45707542	overdominant	4.21 	2	92265767	92265817
HP.express.scl44732.17_56.S	19	6063506	dominant	5.20 	13	55561352	55561402
HP.express.scl0070642.1_321.S	4	18178916	overdominant	3.88 	NA	NA	NA
HP.express.scl0319841.1_14.S	15	93937315	dominant	4.40 	10	55734839	55734889
HP.express.scl068571.6_5.S	16	50013941	overdominant	4.13 	12	3426541	3426591
HP.express.scl38643.2.158_168.S	9	115064991	overdominant	4.35 	10	81072361	81072411
HP.express.scl24334.3_574.S	8	89857354	overdominant	3.95 	4	49674645	49674695
HP.express.scl44861.5.1_330.S	5	54510962	dominant	4.32 	13	41752008	41752058
HP.express.ri.A330009B13.PX00130H11.AK039261.1675.S	3	121413597	overdominant	4.00 	17	67163399	67163449
HP.express.scl40216.4.1_63.S	2	7296884	overdominant	3.94 	11	54060906	54060956
HP.express.scl31414.28.1_4.S	1	151137695	overdominant	4.12 	7	51757153	51757203
HP.express.scl0020135.2_120.S	3	53064239	overdominant	5.25 	12	25398713	25398763
HP.express.scl22057.17_616.S	4	38269852	overdominant	3.94 	3	75680207	75680257
HP.express.X9629812_616_rc.S	3	141195187	dominant	4.30 	NA	NA	NA
HP.express.scl000892.1_15.S	17	8506445	dominant	5.07 	1	152175478	152175528
HP.express.scl0019041.2_232.S	11	5684549	overdominant	3.86 	16	5086848	5086898
HP.express.scl37298.2.1_85.S	4	77833827	overdominant	4.06 	9	8135562	8135612
HP.express.scl10741.1.1_50.S	4	82052737	overdominant	5.71 	15	43364426	43364476
HP.express.scl54708.1.2273_36.S	3	52308561	overdominant	4.46 	X	101706809	101706859
HP.express.GI_20892186.S	13	45641452	dominant	3.98 	16	26516793	26516843
HP.express.ri.C730029F17.PX00087D15.AK050233.2474.S	17	88910157	dominant	3.94 	10	98659949	98659999
HP.express.ri.A630007F11.PX00144O04.AK041404.1042.S	3	143405291	overdominant	4.49 	7	141363763	141363813
HP.express.scl000330.1_8.S	1	194439329	overdominant	4.10 	14	70567787	70567837
HP.express.scl0001973.1_127.S	10	7838638	overdominant	3.89 	3	65860845	65860895
HP.express.scl069875.2_16.S	2	71212610	overdominant	4.21 	17	56860473	56860523
HP.express.scl21721.22_329.S	1	19281740	overdominant	3.88 	3	103817579	103817629
HP.express.scl41358.1_245.S	7	111381390	overdominant	4.16 	11	69653044	69653094
HP.express.scl34861.7.1_55.S	7	111539097	overdominant	3.86 	8	47082367	47082417
HP.express.ri.C130079D02.PX00171N09.AK081817.1701.S	6	86222399	dominant	4.15 	8	127068094	127068144
HP.express.GI_38079991.S	11	32951216	overdominant	4.55 	NA	NA	NA
HP.express.scl0019043.2_303.S	11	104190897	overdominant	4.21 	17	85416376	85416426
HP.express.mmu.miR.216.miRNA.Tagged.Template.S	1	176081703	overdominant	3.86 	NA	NA	NA
HP.express.scl48440.1.1721_38.S	3	44669664	dominant	4.07 	16	45793391	45793441
HP.express.ri.2610016D08.ZX00060H06.AK011411.1543.S	11	46341817	dominant	4.18 	2	29068290	29068340
HP.express.IGHV6S3_K00693_Ig_heavy_variable_6S3_10.S	6	23784405	overdominant	4.39 	NA	NA	NA
HP.express.scl0328977.8_50.S	19	6063506	dominant	4.78 	18	65848240	65848290
HP.express.scl51229.11.1_140.S	11	62806018	overdominant	4.74 	18	78952191	78952241
HP.express.GI_38049502.S	12	30605386	dominant	4.04 	1	55228671	55228721
HP.express.scl30471.2_3.S	2	75856630	overdominant	4.13 	7	149739636	149739686
HP.express.ri.D230008K11.PX00187P20.AK051840.2451.S	13	92878814	dominant	8.67 	13	91811901	91811951
HP.express.scl38723.2.1_303.S	4	114605311	overdominant	4.09 	10	78056064	78056114
HP.express.scl0076421.1_95.S	9	76945960	overdominant	3.97 	NA	NA	NA
HP.express.scl016705.1_315.S	11	14310670	overdominant	3.88 	11	99735239	99735289
HP.express.GI_38086909.S	10	87106043	overdominant	4.24 	X	149472010	149472060
HP.express.scl014343.2_310.S	3	61795768	overdominant	4.32 	7	52875042	52875092
HP.express.ri.2610104A14.ZX00061A19.AK011816.791.S	6	73273731	dominant	4.42 	7	100050126	100050176
HP.express.scl17634.6_553.S	1	169907733	overdominant	3.92 	1	94881878	94881928
HP.express.scl31250.6.4_21.S	1	178114736	dominant	4.52 	7	71036554	71036604
HP.express.scl36657.1_12.S	17	12777228	dominant	4.04 	9	83040858	83040908
HP.express.NM_007907.13_chr10_._81014863_81014996_63.S	5	104572663	overdominant	3.86 	NA	NA	NA
HP.express.scl31620.20_1.S	16	49377269	dominant	4.22 	7	26542330	26542380
HP.express.scl22582.14.1_63.S	3	142444558	overdominant	4.00 	3	135005394	135005444
HP.express.GI_38049540.S	19	25274847	overdominant	4.27 	NA	NA	NA
HP.express.scl26912.28.1_161.S	17	68378407	overdominant	3.94 	5	8959140	8959190
HP.express.scl45505.1_182.S	1	152610665	overdominant	3.97 	14	57286376	57286426
HP.express.scl20611.1.1_291.S	2	92217321	overdominant	4.57 	2	92134865	92134915
HP.express.GI_20964029.S	5	111778415	overdominant	4.26 	NA	NA	NA
HP.express.ri.5730585A15.PX00093O23.AK030767.2813.S	4	118686859	overdominant	3.95 	14	34204868	34204918
HP.express.ri.2610300B05.ZX00061P22.AK011941.1162.S	13	73846529	overdominant	3.90 	12	70312162	70312212
HP.express.scl0320954.1_278.S	1	4711923	overdominant	3.86 	17	74654021	74654071
HP.express.scl33139.14_21.S	19	45386120	overdominant	4.49 	7	4099408	4099458
HP.express.scl29041.8.1_24.S	5	144141864	overdominant	4.11 	6	48783858	48783908
HP.express.ri.E130209G04.PX00092B18.AK021406.1088.S	15	37299247	dominant	4.11 	17	47148123	47148173
HP.express.scl011808.3_227.S	19	52276420	overdominant	3.97 	9	46051370	46051420
HP.express.scl000044.1_16.S	2	44257193	dominant	4.25 	19	27292104	27292154
HP.express.scl0001337.1_14.S	16	57425469	dominant	3.98 	11	82614015	82614065
HP.express.scl0002086.1_57.S	12	102385562	overdominant	4.34 	3	54550463	54550513
HP.express.scl36496.9.1_37.S	2	155644451	dominant	4.14 	9	107447952	107448002
HP.express.scl0002700.1_45.S	12	56422669	overdominant	3.99 	4	15913706	15913756
HP.express.ri.E030016B05.PX00205G04.AK086962.2620.S	8	14480079	overdominant	3.93 	2	84787981	84788031
HP.express.scl44730.1.1_274.S	1	173631425	dominant	3.95 	13	55571652	55571702
HP.express.IGHV4S1_V00774.J00541_Ig_heavy_variable_4S1_168.S	1	31718379	partial-dominant	5.09 	NA	NA	NA
HP.express.GI_28481242.S	11	70454973	overdominant	4.60 	NA	NA	NA
HP.express.scl53246.2_201.S	11	24826085	dominant	4.40 	19	27411329	27411379
HP.express.scl0002547.1_9.S	1	23151787	overdominant	4.38 	15	54709425	54709475
HP.express.scl29017.2.1_56.S	3	115759746	overdominant	4.07 	6	51351638	51351688
HP.express.scl21060.1_7.S	9	102625858	dominant	3.92 	2	32308366	32308416
HP.express.ri.5330429J23.PX00054B23.AK030544.2395.S	9	108100995	overdominant	4.35 	14	15897770	15897820
HP.express.scl018132.31_78.S	9	32645815	dominant	4.60 	17	34725371	34725421
HP.express.scl018103.3_14.S	12	53910948	overdominant	3.88 	11	93814130	93814180
HP.express.scl32253.1.52_233.S	4	120158628	overdominant	5.23 	7	111737127	111737177
HP.express.scl36017.1.40_196.S	18	81922661	overdominant	4.34 	9	38480223	38480273
HP.express.scl0002912.1_0.S	1	46274923	overdominant	4.17 	X	47147021	47147071
HP.express.scl20802.1_626.S	11	63190603	overdominant	4.13 	2	71359912	71359962
HP.express.scl33925.5.1_11.S	15	15760038	overdominant	3.87 	8	34695989	34696039
HP.express.scl40579.4.1_15.S	2	62483321	overdominant	4.20 	11	4639201	4639251
HP.express.scl066487.1_1.S	2	70827829	overdominant	4.44 	14	31941882	31941932
HP.express.ri.E030027N17.PX00205J17.AK053185.1810.S	2	26223774	dominant	4.39 	14	28294552	28294602
HP.express.scl068436.2_19.S	2	71212610	overdominant	4.09 	NA	NA	NA
HP.express.scl8636.1.1_326.S	13	103442034	overdominant	4.51 	17	20825309	20825359
HP.express.GI_28514712.S	5	79330567	dominant	4.45 	NA	NA	NA
HP.express.scl50068.2_604.S	9	34769248	overdominant	3.88 	17	32462908	32462958
HP.express.scl15697.1.1_58.S	3	112036649	overdominant	4.19 	8	11726353	11726403
HP.express.scl48883.1.23_254.S	8	45897278	dominant	4.16 	16	91272091	91272141
HP.express.ri.D330037A04.PX00192H11.AK084734.1795.S	7	126326046	dominant	4.02 	16	28551265	28551315
HP.express.GI_38074185.S	15	44506924	dominant	5.04 	NA	NA	NA
HP.express.GI_38083447.S	4	44330150	overdominant	4.53 	18	77680262	77680312
HP.express.scl0002332.1_7.S	12	55988845	overdominant	4.15 	12	32017230	32017280
HP.express.scl0053413.2_143.S	11	116402796	partial-dominant	12.45 	11	116150923	116150973
HP.express.ri.E030049M15.PX00207J15.AK087359.1842.S	16	49600325	overdominant	4.31 	11	44365854	44365904
HP.express.scl0258455.1_77.S	1	11924137	overdominant	3.90 	2	88692725	88692775
HP.express.scl071038.1_236.S	2	5269698	overdominant	4.43 	3	135496778	135496828
HP.express.scl54920.17_335.S	9	32552707	dominant	3.93 	X	53916652	53916702
HP.express.scl42559.23.1_85.S	7	53333460	overdominant	3.90 	12	32204936	32204986
HP.express.scl070622.1_112.S	7	71546913	overdominant	3.87 	2	17970443	17970493
HP.express.GI_38084032.S	18	25469800	overdominant	4.13 	18	66451517	66452565
HP.express.GI_38075346.S	4	79323620	overdominant	3.86 	2	164425503	164425553
HP.express.scl077603.1_300.S	10	71420626	dominant	3.94 	7	111368297	111368347
HP.express.ri.1500004E04.ZX00042E15.AK005144.2064.S	19	5047472	dominant	4.02 	9	95605841	95605891
HP.express.scl21652.2.1_11.S	15	91147389	overdominant	4.18 	3	108051877	108051927
HP.express.scl0236539.2_17.S	7	107581091	dominant	4.66 	8	78235704	78235754
HP.express.scl53284.1.1_224.S	19	23240160	partial-dominant	23.56 	19	22852638	22852688
HP.express.GI_38080778.S	12	73665433	overdominant	4.22 	NA	NA	NA
HP.express.scl097848.1_159.S	10	109691426	overdominant	4.48 	13	33971866	33971916
HP.express.ri.B930043E23.PX00164G02.AK081012.2365.S	16	8838458	overdominant	3.93 	NA	NA	NA
HP.express.scl37243.4.1_60.S	18	77559607	dominant	3.94 	9	20421391	20421441
HP.express.GI_38081218.S	13	104051588	dominant	4.00 	NA	NA	NA
HP.express.ri.C130035K09.PX00169K16.AK048115.2433.S	2	71436519	partial-dominant	5.11 	NA	NA	NA
HP.express.scl45770.11.1_1.S	7	126326046	dominant	4.54 	14	31825764	31825814
HP.express.scl075793.1_23.S	2	92814198	overdominant	4.32 	7	128732735	128732785
HP.express.scl43651.15_178.S	19	5047472	dominant	4.25 	13	97250922	97250972
HP.express.scl37491.11.1_193.S	11	87177134	dominant	3.94 	10	114515822	114515872
HP.express.scl32044.6_195.S	16	48294006	dominant	4.03 	7	134123822	134123872
HP.express.scl0003629.1_31.S	10	126934867	dominant	4.37 	13	77901147	77901197
HP.express.scl0403183.1_6.S	5	114910345	overdominant	4.20 	1	44261248	44261298
HP.express.scl19173.28.1_24.S	1	32555164	overdominant	4.91 	2	69077044	69077094
HP.express.ri.A930013F09.PX00066C15.AK044441.1976.S	14	118240135	overdominant	3.95 	NA	NA	NA
HP.express.X9626100_20_rc.S	2	77492959	dominant	3.89 	NA	NA	NA
HP.express.scl29796.1.1_131.S	3	47272926	overdominant	4.08 	6	86579442	86579492
