trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
LUNG.express.scl0023900.2_111.S	11	28314759	dominant	4.15 	7	31203114	31203164
LUNG.express.scl26171.10_196.S	10	90522899	partial-dominant	3.79 	5	115398440	115398490
LUNG.express.ri.B130066H02.PX00158P04.AK045341.4142.S	15	42338183	dominant	4.26 	16	24684920	24684970
LUNG.express.scl0002821.1_1.S	4	105650617	overdominant	4.63 	4	143801946	143801996
LUNG.express.scl43679.13_637.S	11	84779253	overdominant	4.00 	13	94202685	94202735
LUNG.express.scl0212085.1_136.S	11	14267280	overdominant	3.84 	14	106508225	106508275
LUNG.express.scl070189.1_41.S	10	90522899	partial-dominant	4.37 	3	137806931	137806981
LUNG.express.ri.1700007N01.ZX00074C07.AK018831.691.S	14	116405907	partial-dominant	4.11 	18	36269245	36269295
LUNG.express.GI_38079941.S	16	74814399	overdominant	3.87 	NA	NA	NA
LUNG.express.gi_8850233_ref_NM_013684.1__234.S	11	13574320	overdominant	3.83 	NA	NA	NA
LUNG.express.scl43551.17_116.S	10	90522899	partial-dominant	3.98 	13	104813398	104813448
LUNG.express.scl17733.6.1_38.S	15	101380877	partial-dominant	3.78 	1	84896745	84896795
LUNG.express.scl20412.23_326.S	19	55602330	partial-dominant	3.77 	2	119643531	119643581
LUNG.express.ri.9830147J19.PX00118J13.AK036665.3837.S	2	173100092	overdominant	3.88 	8	81871514	81871564
LUNG.express.scl43586.8_295.S	9	73368786	partial-dominant	4.67 	13	101549094	101549144
LUNG.express.scl067008.1_17.S	9	68395001	dominant	3.81 	13	18080767	18080817
LUNG.express.scl41432.3.1_26.S	11	60150671	dominant	4.11 	11	63896392	63896442
LUNG.express.scl50696.15_329.S	17	44641170	partial-dominant	6.49 	17	44414336	44414386
LUNG.express.scl00320948.1_74.S	13	67600432	partial-dominant	4.11 	3	132343118	132343168
LUNG.express.GI_20981192.S	13	114908768	dominant	4.49 	12	17999945	17999995
LUNG.express.ri.E130302P16.PX00092L12.AK053726.3542.S	10	125735778	partial-dominant	3.86 	17	17984209	17984259
LUNG.express.GI_25047710.S	1	6820141	dominant	4.06 	NA	NA	NA
LUNG.express.scl5194.1.1_233.S	10	124928036	dominant	6.33 	10	124659183	124659233
LUNG.express.scl00268980.1_170.S	1	55611951	partial-dominant	4.43 	NA	NA	NA
LUNG.express.ri.E130002D13.PX00207C23.AK087378.1467.S	1	40030540	dominant	4.40 	16	17082154	17082204
LUNG.express.scl0320873.2_149.S	15	86437448	dominant	4.15 	15	18829447	18829497
LUNG.express.scl0320147.1_1.S	5	23496544	overdominant	3.84 	2	31009850	31009900
LUNG.express.scl0319270.1_30.S	2	113101520	partial-dominant	4.13 	6	31429662	31429712
LUNG.express.GI_6671508.S	10	88796691	partial-dominant	4.52 	NA	NA	NA
LUNG.express.scl32285.2.1083_199.S	5	104572663	overdominant	3.86 	7	109130613	109130663
LUNG.express.ri.D030022G05.PX00179O06.AK050820.3109.S	12	114569903	partial-dominant	14.18 	NA	NA	NA
LUNG.express.scl0068695.1_200.S	7	87647371	partial-dominant	30.17 	7	87490801	87490851
LUNG.express.GI_38080085.S	11	36686534	overdominant	4.18 	NA	NA	NA
LUNG.express.scl51021.4.1_80.S	14	21170481	dominant	3.94 	17	24182599	24182649
LUNG.express.gi_7305154_ref_NM_013556.1__205_d_30_1.S	11	14267280	overdominant	3.78 	NA	NA	NA
LUNG.express.ri.D030057J08.PX00181D16.AK051032.2617.S	16	36515445	partial-dominant	4.78 	14	122876853	122876903
LUNG.express.scl024004.2_257.S	15	51102628	dominant	3.78 	X	158217298	158217348
LUNG.express.scl0235854.1_68.S	11	73077025	partial-dominant	3.91 	7	55236426	55236476
LUNG.express.scl8872.1.1_219.S	6	80866124	overdominant	4.15 	7	110808930	110808980
LUNG.express.scl37070.7.1_199.S	9	101224909	dominant	3.89 	9	40020618	40020668
LUNG.express.scl0003289.1_39.S	5	104572663	overdominant	4.11 	2	102677987	102678037
LUNG.express.scl0232910.6_0.S	15	51102628	partial-dominant	5.43 	7	17334279	17334329
LUNG.express.scl31927.18.1_9.S	5	40155592	overdominant	3.88 	7	147113104	147113154
LUNG.express.scl44631.16.1_61.S	6	113995863	dominant	3.94 	13	73786421	73786471
LUNG.express.scl012372.1_5.S	16	87111930	partial-dominant	3.92 	1	174140572	174140622
LUNG.express.ri.9430077D24.PX00110I01.AK020492.567.S	3	142491943	partial-dominant	4.03 	9	106090963	106091013
LUNG.express.scl47080.2.4_26.S	15	74680278	partial-dominant	11.53 	15	74593196	74593246
LUNG.express.scl019731.1_197.S	1	155080375	dominant	6.26 	1	154364794	154364844
LUNG.express.scl20002.16.7_10.S	2	158683823	partial-dominant	6.17 	2	158157722	158157772
LUNG.express.scl37725.1.21_5.S	6	108058450	overdominant	3.95 	10	80111332	80111382
LUNG.express.scl47072.5_281.S	10	89234939	overdominant	4.18 	15	74825415	74825465
LUNG.express.scl0003941.1_16.S	7	55319505	dominant	4.73 	10	69419441	69419491
LUNG.express.scl41416.15.1_75.S	7	123831181	dominant	4.71 	11	66915716	66915766
LUNG.express.scl40549.24_164.S	11	6312108	partial-dominant	21.96 	11	5869821	5869871
LUNG.express.ri.A630043I21.PX00145M08.AK041877.1117.S	1	171902321	partial-dominant	8.85 	1	170223162	170223212
LUNG.express.scl0069072.1_59.S	1	192407631	partial-dominant	3.86 	4	118299867	118299917
LUNG.express.scl30345.6_391.S	7	105059762	dominant	5.22 	6	21679439	21679489
LUNG.express.scl54135.8_95.S	8	77933574	overdominant	3.89 	X	71630171	71630221
LUNG.express.scl014814.1_154.S	8	123720769	dominant	3.98 	7	53088527	53088577
LUNG.express.scl0001716.1_4.S	7	152144370	partial-dominant	3.99 	17	15658695	15658745
LUNG.express.scl2745.1.1_216.S	18	81386979	partial-dominant	3.79 	14	51823662	51823712
LUNG.express.scl066101.2_17.S	4	118969912	partial-dominant	22.79 	NA	NA	NA
LUNG.express.GI_38093524.S	12	114385312	overdominant	4.33 	8	22084339	22084389
LUNG.express.scl23864.14.1_204.S	18	7193400	dominant	3.92 	4	122624219	122624269
LUNG.express.scl51564.13.1_155.S	14	68750445	dominant	4.02 	18	32282943	32282993
LUNG.express.scl4699.1.1_166.S	2	166455786	partial-dominant	4.60 	2	156228407	156228457
LUNG.express.AmbionRNASpike8_1800_d_3_1.S	1	160302534	overdominant	4.01 	NA	NA	NA
LUNG.express.gi_8850233_ref_NM_013684.1__234_a_14_2.S	1	134378391	partial-dominant	4.01 	NA	NA	NA
LUNG.express.scl0002886.1_2421.S	7	103132356	dominant	4.63 	X	71696620	71696670
LUNG.express.ri.2310058A03.ZX00040B05.AK009971.906.S	7	19794582	partial-dominant	4.32 	8	122203277	122203327
LUNG.express.scl38954.10_221.S	12	59183396	dominant	4.29 	10	44083535	44083585
LUNG.express.ri.B930059G07.PX00164L22.AK047415.1833.S	8	131097800	dominant	3.77 	3	103683610	103683660
LUNG.express.scl0066865.1_100.S	9	40929668	partial-dominant	4.21 	2	26252360	26252410
LUNG.express.RandomSeq90.S	6	33247421	partial-dominant	3.90 	NA	NA	NA
LUNG.express.scl020289.1_12.S	12	26818120	dominant	5.08 	15	76288547	76288597
LUNG.express.scl24957.6.1_12.S	12	59183396	dominant	3.77 	4	126386817	126386867
LUNG.express.scl50851.22.1_3.S	17	36684309	partial-dominant	4.56 	17	33690343	33690393
LUNG.express.scl23581.4_102.S	1	68121913	dominant	4.08 	4	141414195	141414245
LUNG.express.scl22088.5.1_88.S	1	171902321	partial-dominant	4.28 	3	67262092	67262142
LUNG.express.scl17251.6_14.S	1	171308984	partial-dominant	17.83 	1	171625339	171625389
LUNG.express.scl46968.20.1_19.S	19	32961444	partial-dominant	4.32 	15	79117197	79117247
LUNG.express.scl29883.14.83_18.S	6	71278145	partial-dominant	10.83 	6	72379570	72379620
LUNG.express.scl0066140.1_151.S	1	153102842	partial-dominant	4.19 	11	86936236	86936286
LUNG.express.ri.9630035P19.PX00116A10.AK036099.2752.S	1	124378477	dominant	3.86 	7	51517826	51517876
LUNG.express.scl23735.14_208.S	1	76386570	overdominant	3.78 	4	131887924	131887974
LUNG.express.scl17713.1.6_102.S	2	25395202	dominant	3.77 	1	88332316	88332366
LUNG.express.scl24818.5.937_3.S	19	35692392	overdominant	3.88 	4	135849666	135849716
LUNG.express.scl0001020.1_68.S	1	172980758	partial-dominant	4.98 	6	78322168	78322218
LUNG.express.GI_38083784.S	1	158916022	partial-dominant	4.51 	13	66481955	66482005
LUNG.express.GI_38081232.S	9	122834240	overdominant	4.30 	16	67320253	67320303
LUNG.express.GI_38087718.S	3	94926232	dominant	4.90 	7	92707690	92707740
LUNG.express.GI_38089766.S	11	32010903	overdominant	4.36 	NA	NA	NA
LUNG.express.scl15936.4.1_73.S	1	176378787	partial-dominant	4.74 	1	173288885	173288935
LUNG.express.scl38585.9.1_9.S	13	42935415	dominant	4.01 	10	87708510	87708560
LUNG.express.scl0381673.2_19.S	10	119844777	partial-dominant	4.09 	5	130857106	130857156
LUNG.express.ri.D130060C09.PX00185I11.AK051613.1816.S	2	120770500	partial-dominant	21.85 	2	121725705	121725755
LUNG.express.scl45742.1_609.S	7	87777373	dominant	3.77 	14	33408653	33408703
LUNG.express.ri.4432416O06.PX00011M20.AK014500.2372.S	15	101380877	partial-dominant	3.90 	9	6929508	6929558
LUNG.express.scl23752.10_407.S	3	142099544	dominant	5.21 	4	129993211	129993261
LUNG.express.ri.E330037I15.PX00318L16.AK087890.2206.S	10	89234939	partial-dominant	5.62 	10	89206401	89206451
LUNG.express.scl071849.2_5.S	2	115643139	dominant	4.03 	1	36621215	36621265
LUNG.express.scl24984.5.1_10.S	15	3229029	dominant	4.94 	4	124531811	124531861
LUNG.express.scl38169.1.1_127.S	2	52096637	dominant	3.91 	10	17632282	17632332
LUNG.express.scl020567.28_14.S	16	86706273	dominant	3.77 	17	34875882	34875932
LUNG.express.ri.4930558P17.PX00035P08.AK019776.2563.S	13	65173306	dominant	4.26 	2	34625136	34625186
LUNG.express.scl000845.1_3644.S	19	20999344	dominant	4.53 	1	34250018	34250068
LUNG.express.scl37887.24_414.S	13	118112205	dominant	4.70 	10	62206830	62206880
LUNG.express.scl16116.8.3_1.S	3	134083533	dominant	3.85 	1	157548885	157548935
LUNG.express.ri.B930097H17.PX00166B11.AK047602.1934.S	2	160792843	dominant	3.93 	1	53998483	53998533
LUNG.express.scl068339.1_91.S	8	87590118	overdominant	3.82 	12	102150946	102150996
LUNG.express.scl23864.14.1_204.S	11	55885903	partial-dominant	3.82 	4	122624219	122624269
LUNG.express.ri.2310076I21.ZX00060A11.AK010200.1057.S	8	78352426	dominant	3.95 	7	20377255	20377305
LUNG.express.scl37815.13.4_0.S	2	101823315	partial-dominant	4.97 	10	75099718	75099768
LUNG.express.scl0067974.2_124.S	2	158163245	partial-dominant	4.05 	18	9314248	9314298
LUNG.express.scl0003722.1_92.S	4	9203763	dominant	4.06 	13	67015563	67015613
LUNG.express.scl24639.16_288.S	12	16738644	partial-dominant	4.00 	4	153649343	153649393
LUNG.express.scl0020510.2_224.S	6	90307923	partial-dominant	4.61 	19	28988293	28988343
LUNG.express.scl000505.1_5.S	5	104572663	overdominant	3.79 	19	40435927	40435977
LUNG.express.ri.4930540C21.PX00034P05.AK016006.1307.S	10	90880454	partial-dominant	3.97 	NA	NA	NA
LUNG.express.scl0001673.1_1.S	1	92306052	partial-dominant	4.93 	17	32338486	32338536
LUNG.express.scl011513.29_247.S	10	90522899	partial-dominant	3.82 	8	90852786	90852836
LUNG.express.ri.4930511N06.PX00033I20.AK015763.1532.S	19	12356489	dominant	3.77 	3	122129847	122129897
LUNG.express.scl000588.1_2.S	1	42154559	dominant	3.79 	8	108845808	108845858
LUNG.express.scl22624.5_378.S	9	40446324	dominant	3.80 	3	129598490	129598540
LUNG.express.scl37958.1_312.S	11	17204963	overdominant	3.86 	10	53727238	53727288
LUNG.express.ri.D330015M06.PX00191H19.AK052265.1688.S	15	30690413	dominant	3.99 	13	104564533	104564583
LUNG.express.GI_38089120.S	8	33035140	partial-dominant	3.95 	8	10926349	10926870
LUNG.express.scl0268822.14_46.S	1	68121913	partial-dominant	4.64 	15	76425829	76425879
LUNG.express.scl24103.5_0.S	3	142808694	overdominant	3.97 	4	94167180	94167230
LUNG.express.IGHV1S127_AF304546_Ig_heavy_variable_1S127_146.S	16	74245866	partial-dominant	4.08 	NA	NA	NA
LUNG.express.scl40034.27.1_30.S	15	101380877	partial-dominant	4.09 	11	69234332	69234382
LUNG.express.GI_38078099.S	11	109256010	dominant	4.23 	NA	NA	NA
LUNG.express.scl067187.6_154.S	1	178114736	overdominant	3.99 	2	24814797	24814847
LUNG.express.scl056631.7_231.S	1	53533021	partial-dominant	4.32 	11	58785075	58785125
LUNG.express.scl34368.4.1_11.S	5	76243359	overdominant	3.95 	8	109585661	109585711
LUNG.express.ri.6820437F20.PX00650I09.AK078535.2793.S	10	103953011	partial-dominant	9.83 	10	104943048	104943098
LUNG.express.scl0001165.1_35.S	5	62509872	dominant	4.29 	6	142607018	142607068
LUNG.express.scl48912.5_69.S	16	87323065	dominant	7.32 	16	87367848	87367898
LUNG.express.scl47800.9.47_9.S	15	41057624	dominant	4.29 	15	76164799	76164849
LUNG.express.scl067917.2_176.S	1	57882115	partial-dominant	3.91 	2	152239846	152239896
LUNG.express.scl13966.1.1_12.S	10	35758752	dominant	3.77 	11	96209082	96209132
LUNG.express.ri.B230371M02.PX00161F07.AK046332.2845.S	3	35458514	partial-dominant	4.79 	10	122598645	122598695
LUNG.express.scl0001772.1_361.S	11	88249092	overdominant	4.46 	16	78953285	78953335
LUNG.express.ri.D130043G23.PX00183B18.AK051380.3224.S	16	65599341	partial-dominant	4.31 	3	65752906	65752956
LUNG.express.scl0020563.2_90.S	5	113588467	partial-dominant	4.64 	5	48696451	48696501
LUNG.express.scl30688.22.1_30.S	19	10749166	dominant	3.89 	7	133589403	133589453
LUNG.express.scl54548.7.1_64.S	15	41057624	partial-dominant	4.77 	X	148438904	148438954
LUNG.express.scl0243274.1_120.S	18	49751195	partial-dominant	3.94 	5	128264083	128264133
LUNG.express.scl072092.3_50.S	19	4419602	dominant	4.08 	5	44491271	44491321
LUNG.express.ri.5031423P06.PX00037O19.AK019876.2602.S	8	84339360	overdominant	3.94 	6	24084875	24084925
LUNG.express.GI_38083667.S	12	14875963	dominant	3.83 	NA	NA	NA
LUNG.express.scl021367.1_30.S	3	135447338	overdominant	4.19 	1	134411109	134411159
LUNG.express.scl0012448.2_70.S	11	16181089	partial-dominant	3.82 	4	11128508	11128558
LUNG.express.scl27262.6_658.S	2	23949060	dominant	3.91 	5	122774152	122774202
LUNG.express.scl00108954.2_8.S	2	173100092	overdominant	4.32 	1	135033442	135033492
LUNG.express.scl00228839.1_1.S	11	106174095	partial-dominant	3.76 	NA	NA	NA
LUNG.express.scl22201.1.665_48.S	17	42502090	dominant	5.03 	3	50169396	50169446
LUNG.express.scl0207818.1_83.S	10	87675552	overdominant	3.79 	15	100452044	100452094
LUNG.express.scl0003088.1_8.S	2	23949060	partial-dominant	4.26 	2	36100765	36100815
LUNG.express.scl40283.12_181.S	8	83887227	partial-dominant	4.42 	11	48982128	48982178
LUNG.express.scl0002200.1_1377.S	13	101631764	partial-dominant	4.30 	18	80803326	80803376
LUNG.express.scl0380608.4_296.S	17	8688292	partial-dominant	10.25 	NA	NA	NA
LUNG.express.scl41521.1.2_20.S	13	78125093	dominant	4.06 	11	58107420	58107470
LUNG.express.scl022756.1_232.S	10	84805040	dominant	4.63 	7	25086929	25086979
LUNG.express.ri.1810020C02.R000022J12.AK007556.418.S	1	175295409	dominant	4.09 	19	43805209	43805259
LUNG.express.scl937.1.1_6.S	2	58347974	dominant	3.94 	6	57876613	57876663
LUNG.express.scl056844.4_168.S	3	3785318	dominant	4.08 	7	150256779	150256829
LUNG.express.scl019725.1_182.S	7	77717078	overdominant	3.94 	17	56915480	56915530
LUNG.express.scl21078.8.1_77.S	7	102315505	overdominant	3.88 	2	31147955	31148005
LUNG.express.scl0380794.2_30.S	11	21745969	dominant	3.96 	12	114544815	114544865
LUNG.express.GI_38080429.S	3	36739163	partial-dominant	4.76 	7	86948875	86948925
LUNG.express.scl0258910.1_105.S	11	26729159	dominant	3.89 	2	111156260	111156310
LUNG.express.scl0053876.1_288.S	14	34609157	partial-dominant	21.14 	NA	NA	NA
LUNG.express.scl0320607.1_14.S	11	109256010	overdominant	3.77 	16	57180089	57180139
LUNG.express.scl27097.4.21_8.S	8	98167402	partial-dominant	4.07 	5	138209425	138209475
LUNG.express.TRBV6_AE000663_T_cell_receptor_beta_variable_6_11.S	5	113588467	partial-dominant	3.96 	NA	NA	NA
LUNG.express.scl50849.26.1_265.S	14	68964084	dominant	4.27 	17	33744606	33744656
LUNG.express.scl0002449.1_77.S	11	5535137	partial-dominant	3.98 	15	9041813	9041863
LUNG.express.GI_38074686.S	5	148159502	partial-dominant	4.24 	2	50767306	50767356
LUNG.express.ri.C130038E13.PX00169B11.AK048162.3127.S	5	142999776	partial-dominant	4.24 	X	165474745	165474795
LUNG.express.GI_38079396.S	15	100783294	partial-dominant	4.61 	NA	NA	NA
LUNG.express.scl28291.1_56.S	9	40929668	partial-dominant	3.95 	6	135299696	135299746
LUNG.express.scl30487.13.1_88.S	5	65220801	partial-dominant	3.77 	7	148624414	148624464
LUNG.express.scl074143.9_44.S	4	94941886	partial-dominant	4.23 	16	29608501	29608551
LUNG.express.scl0002705.1_5.S	10	90880454	partial-dominant	4.07 	4	155229000	155229050
LUNG.express.scl47382.1.1_17.S	12	59183396	dominant	3.81 	15	12465607	12465657
LUNG.express.gi_8850233_ref_NM_013684.1__234_a_35_2.S	4	16419341	partial-dominant	4.10 	NA	NA	NA
LUNG.express.scl30011.18.1_29.S	9	108585403	overdominant	3.93 	6	55029411	55029461
LUNG.express.scl33176.1.22_17.S	8	127638433	partial-dominant	4.45 	8	127780096	127780146
LUNG.express.scl43670.1.22_44.S	14	86615793	partial-dominant	4.03 	13	95127957	95128007
LUNG.express.scl44534.12.1_32.S	4	9203763	dominant	3.89 	13	93478188	93478238
LUNG.express.scl0068501.1_28.S	1	68121913	dominant	3.90 	NA	NA	NA
LUNG.express.ri.F830018F18.PL00005L24.AK089775.3149.S	7	83729418	overdominant	5.05 	5	143828883	143828933
LUNG.express.scl0231003.1_140.S	13	72730481	overdominant	3.93 	4	155603653	155603703
LUNG.express.GI_20985127.S	5	147154344	overdominant	3.78 	X	104871828	104871878
LUNG.express.scl000986.1_622.S	1	121957599	partial-dominant	17.32 	1	123201414	123201464
LUNG.express.scl52161.17.1_0.S	7	103132356	dominant	3.94 	18	29082556	29082606
LUNG.express.ri.1700034M03.ZX00074G16.AK006602.1398.S	11	14267280	overdominant	3.89 	6	3550291	3552683
LUNG.express.scl23251.2_50.S	13	4915854	dominant	4.08 	3	37543430	37543480
LUNG.express.GI_38074490.S	11	14267280	overdominant	4.07 	NA	NA	NA
LUNG.express.ri.2410042M16.ZX00056O10.AK010657.816.S	10	88796691	partial-dominant	3.82 	10	79751077	79751127
LUNG.express.scl46865.11.1_0.S	3	35458514	partial-dominant	5.51 	15	88636132	88636182
LUNG.express.scl000968.1_12.S	4	85241237	overdominant	3.96 	1	145641418	145641468
LUNG.express.scl49449.1.769_0.S	5	102108827	dominant	3.91 	16	8621537	8621587
LUNG.express.ri.C530045P18.PX00083A11.AK049738.2412.S	3	141912370	partial-dominant	4.14 	3	95295978	95296028
LUNG.express.scl011552.1_24.S	16	28990380	dominant	3.80 	2	127190580	127190630
LUNG.express.scl000086.1_135.S	9	40929668	partial-dominant	3.84 	11	94506456	94506506
LUNG.express.scl0002572.1_67.S	10	90522899	partial-dominant	4.22 	15	103146424	103146474
LUNG.express.scl12464.1.1_330.S	3	80065545	overdominant	4.09 	3	135098600	135098650
LUNG.express.scl18032.14.78_265.S	9	40929668	partial-dominant	3.97 	1	40557596	40557646
LUNG.express.scl47576.1.1_118.S	15	95780006	partial-dominant	16.74 	15	95782535	95782585
LUNG.express.scl0019167.1_192.S	18	39107143	partial-dominant	4.01 	12	72095519	72095569
LUNG.express.MJ.250.13_176.S	11	84779253	dominant	4.07 	NA	NA	NA
LUNG.express.scl42857.13.1_22.S	12	103658402	partial-dominant	4.74 	12	103735697	103735747
LUNG.express.scl1312.1.1_290.S	11	96137410	dominant	3.95 	16	26072940	26072990
LUNG.express.scl52865.6_503.S	1	192407631	partial-dominant	5.43 	19	6172325	6172375
LUNG.express.scl066335.13_14.S	9	34013450	overdominant	4.20 	15	38621553	38621603
LUNG.express.scl21231.1.1_132.S	5	129157861	partial-dominant	3.86 	2	20681029	20681079
LUNG.express.scl31981.21.1_1.S	9	123121097	dominant	3.93 	7	138390240	138390290
LUNG.express.scl000257.1_3.S	6	139468153	overdominant	4.08 	NA	NA	NA
LUNG.express.scl067847.9_37.S	4	51499885	overdominant	3.92 	18	53066884	53066934
LUNG.express.scl000027.1_13_REVCOMP.S	18	57963768	dominant	4.49 	NA	NA	NA
LUNG.express.ri.4930518C17.PX00033E24.AK076864.1052.S	10	89234939	partial-dominant	4.45 	14	25964324	25964374
LUNG.express.scl40512.21.1_20.S	11	14267280	overdominant	4.32 	11	11714393	11714443
LUNG.express.scl24869.10_287.S	15	51102628	dominant	4.69 	4	132755563	132755613
LUNG.express.scl0228796.16_6.S	15	22837654	dominant	3.86 	2	153737657	153737707
LUNG.express.scl32857.8.1_60.S	7	29617129	partial-dominant	23.21 	7	29626578	29626628
LUNG.express.GI_6678456.S	2	30268255	partial-dominant	5.26 	2	28942290	28942340
LUNG.express.scl49852.7_79.S	15	51102628	dominant	3.93 	17	46872824	46872874
LUNG.express.scl073327.1_204.S	9	34050595	partial-dominant	4.29 	6	85396943	85396993
LUNG.express.MJ.2000.86_1592.S	11	103578707	dominant	3.79 	NA	NA	NA
LUNG.express.scl25005.1.1_55.S	3	42213754	dominant	3.98 	4	122534253	122534303
LUNG.express.scl4804.6.1_2.S	8	90849212	partial-dominant	4.33 	2	120499340	120499390
LUNG.express.scl28889.10.1_70.S	6	71278145	partial-dominant	4.78 	6	71078621	71078671
LUNG.express.scl36916.10.1_1.S	5	75839394	dominant	4.39 	9	56746850	56746900
LUNG.express.GI_38090537.S	2	138596175	partial-dominant	4.08 	NA	NA	NA
LUNG.express.scl022305.5_4.S	5	129157861	partial-dominant	3.78 	7	10672339	10672389
LUNG.express.scl49373.21_184.S	1	141417567	dominant	5.49 	16	17644467	17644517
LUNG.express.scl39516.6_65.S	12	59183396	partial-dominant	4.23 	11	102024071	102024121
LUNG.express.ri.2310038O07.ZX00039L04.AK009683.1014.S	15	51102628	dominant	4.12 	10	118639945	118639995
LUNG.express.scl0003546.1_11.S	11	32010903	partial-dominant	3.76 	9	108957442	108957492
LUNG.express.scl0001645.1_55.S	13	70728610	partial-dominant	3.96 	17	32361807	32361857
LUNG.express.IGKV12.42_AJ235954_Ig_kappa_variable_12.42_173.S	2	86643868	overdominant	3.77 	NA	NA	NA
LUNG.express.scl1747.1.1_59.S	7	126615278	dominant	4.55 	6	38483558	38483608
LUNG.express.scl48821.4_3.S	11	5535137	partial-dominant	3.80 	16	3979195	3979245
LUNG.express.scl7633.1.1_19.S	11	58057719	overdominant	3.96 	9	19905762	19905812
LUNG.express.mmu.miR.23a.miRNA.Tagged.Template.S	18	9128746	overdominant	3.94 	NA	NA	NA
LUNG.express.ri.D230023E14.PX00188D01.AK084320.2990.S	1	63303607	dominant	4.02 	4	153846716	153846766
LUNG.express.ri.4930431J19.PX00030J04.AK015272.1171.S	11	12193199	overdominant	4.25 	NA	NA	NA
LUNG.express.IGHV1S127_AF304546_Ig_heavy_variable_1S127_146.S	14	122058785	dominant	4.04 	NA	NA	NA
LUNG.express.scl0002800.1_8.S	2	179538497	partial-dominant	4.14 	4	80959443	80959493
LUNG.express.scl21891.2.1_104.S	1	172980758	overdominant	4.70 	3	92554318	92554368
LUNG.express.scl0068695.1_200.S	11	64472109	dominant	3.90 	7	87490801	87490851
LUNG.express.scl46534.17_589.S	9	110408954	overdominant	4.20 	14	27915485	27915535
LUNG.express.scl24255.28.1_66.S	4	63036729	dominant	8.29 	4	63026269	63026319
LUNG.express.scl0207818.1_83.S	15	101380877	partial-dominant	4.23 	15	100452044	100452094
LUNG.express.scl34388.19_15.S	9	40929668	partial-dominant	3.80 	8	108292381	108292431
LUNG.express.ri.B430219L17.PX00071J20.AK046648.1649.S	2	148230155	partial-dominant	3.92 	1	38392416	38392466
LUNG.express.scl31147.9.1_14.S	2	149804648	dominant	4.11 	7	86866347	86866397
LUNG.express.scl0002860.1_37.S	1	5175959	dominant	3.94 	4	116851244	116851294
LUNG.express.scl26440.1.1796_1.S	7	109966400	partial-dominant	5.02 	5	84483966	84484016
LUNG.express.scl0074201.1_33.S	12	59183396	dominant	4.22 	16	55902684	55902734
LUNG.express.ri.6230416I01.PX00042M19.AK031770.2441.S	11	6488666	partial-dominant	3.86 	5	53589773	53589823
LUNG.express.scl31053.2.1_38.S	15	41057624	dominant	4.26 	7	97601311	97601361
LUNG.express.GI_38087922.S	11	111796613	overdominant	4.24 	NA	NA	NA
LUNG.express.scl34099.2_242.S	15	51478886	overdominant	4.32 	8	8664245	8664295
LUNG.express.scl0067618.2_236.S	15	51102628	dominant	4.01 	9	4296139	4296189
LUNG.express.scl50143.3.1_18.S	10	90522899	partial-dominant	3.94 	17	27074939	27074989
LUNG.express.scl15835.24_126.S	1	182865396	partial-dominant	4.87 	1	183023297	183023347
LUNG.express.scl0071755.2_316.S	7	52643925	partial-dominant	28.28 	7	52728966	52729016
LUNG.express.scl0270118.1_279.S	5	62509872	dominant	3.82 	9	13513735	13513785
LUNG.express.scl20302.2_294.S	2	129457455	partial-dominant	7.52 	2	128959565	128959615
LUNG.express.scl6623.1.1_64.S	13	82201318	partial-dominant	4.25 	9	38867580	38867630
LUNG.express.scl49295.1_307.S	18	61540914	partial-dominant	4.05 	16	24898051	24898101
LUNG.express.scl10768.4.1_148.S	5	114439571	partial-dominant	3.96 	15	34608724	34608774
LUNG.express.ri.9830141K10.PX00118N03.AK036615.3223.S	17	27716616	overdominant	4.73 	1	15811990	15812040
LUNG.express.scl28023.13.1_30.S	5	25303642	dominant	7.70 	5	24771320	24771370
LUNG.express.ri.4933414I19.PX00642K09.AK077156.1325.S	3	153019388	overdominant	3.85 	17	31011222	31011272
LUNG.express.scl45794.3_451.S	19	16497086	partial-dominant	4.88 	14	27482160	27482210
LUNG.express.scl18361.12.1_11.S	10	85763536	partial-dominant	3.84 	2	164215182	164215232
LUNG.express.scl015473.5_18.S	15	38978160	dominant	7.16 	15	34418351	34418401
LUNG.express.scl7881.1.1_133.S	12	59183396	dominant	3.98 	17	33236882	33236932
LUNG.express.scl42429.4_0.S	1	45969119	overdominant	4.06 	12	58688841	58688891
LUNG.express.scl24585.5.1_66.S	5	129157861	partial-dominant	3.80 	4	3831062	3831112
LUNG.express.GI_38078776.S	18	55486166	partial-dominant	4.71 	NA	NA	NA
LUNG.express.scl27929.1_226.S	1	153102842	partial-dominant	4.13 	5	33764585	33764635
LUNG.express.scl0068040.1_198.S	4	138566396	dominant	4.06 	4	133799351	133799401
LUNG.express.scl36833.9.1_209.S	9	32552707	overdominant	4.32 	9	64026351	64026401
LUNG.express.ri.6530437D17.PX00649C22.AK078383.1824.S	12	16738644	partial-dominant	4.26 	NA	NA	NA
LUNG.express.scl42687.2.1_10.S	7	74778289	partial-dominant	3.76 	12	118841664	118841714
LUNG.express.GI_38090653.S	10	88796691	partial-dominant	4.16 	10	86239378	86239428
LUNG.express.MJ.2000.101_1500_REVCOMP.S	9	86456195	partial-dominant	4.12 	NA	NA	NA
