trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOT00000065093	2	51188448	51136209-59350565	dominant	trans	3.37 	4.93 
ENSRNOT00000036359	4	140313615	138093391-170658112	dominant	trans	3.37 	4.93 
ENSRNOT00000061100	9	40067266	39110017-45848693	partial-dominant	trans	3.37 	7.29 
ENSRNOT00000025179	7	108465369	106762428-109790083	dominant	trans	3.37 	5.65 
ENSRNOT00000046945	19	11701961	10974374-12316891	overdominant	trans	3.37 	4.89 
ENSRNOT00000022731	15	34558666	18713973-34558666	dominant	trans	3.37 	5.11 
ENSRNOT00000057637	5	167146116	166936124-169678134	dominant	trans	3.37 	5.80 
ENSRNOT00000064892	9	8068563	8068563-8068563	dominant	trans	3.37 	5.11 
ENSRNOT00000036716	8	79411418	79324848-79411418	dominant	trans	3.37 	5.59 
ENSRNOT00000032738	16	61388328	60136414-74886304	dominant	trans	3.37 	4.81 
ENSRNOT00000001801	17	73564283	73518898-73887919	dominant	trans	3.37 	4.81 
ENSRNOT00000061260	5	138727995	56863725-138727995	dominant	trans	3.37 	4.74 
ENSRNOT00000018484	2	139458028	139458028-139458028	dominant	trans	3.37 	6.80 
ENSRNOT00000015442	5	70780482	70513564-72291125	dominant	trans	3.37 	5.22 
ENSRNOT00000034210	5	32315436	4257641-32315436	dominant	trans	3.37 	4.91 
ENSRNOT00000018845	11	67211876	66067496-79211876	dominant	trans	3.37 	5.17 
ENSRNOT00000051493	14	92965971	91250614-93774336	dominant	trans	3.37 	5.04 
ENSRNOT00000068558	17	34442119	32870910-34689350	dominant	trans	3.37 	5.27 
ENSRNOT00000007649	7	108464302	106762428-109462001	dominant	trans	3.37 	5.93 
ENSRNOT00000005382	16	11043127	11043127-11180050	overdominant	trans	3.37 	4.70 
ENSRNOT00000025106	1	93960720	54764206-94757566	overdominant	trans	3.37 	5.05 
ENSRNOT00000066539	3	169103707	144611069-170931683	dominant	trans	3.37 	4.95 
ENSRNOT00000051036	20	48819590	35674427-49236879	dominant	trans	3.37 	4.73 
ENSRNOT00000026698	19	12465720	10974374-12465720	overdominant	trans	3.37 	4.95 
ENSRNOT00000054886	9	10140767	9952834-10204916	dominant	trans	3.37 	5.72 
ENSRNOT00000064604	4	34014725	33851412-34014725	dominant	trans	3.37 	5.05 
ENSRNOT00000036900	2	51369580	51136209-51369580	dominant	trans	3.36 	5.13 
ENSRNOT00000067590	4	141199730	141199730-141550265	dominant	trans	3.36 	5.98 
ENSRNOT00000018198	18	65236112	65224291-66470613	overdominant	trans	3.36 	4.91 
ENSRNOT00000009656	14	13381429	13381429-16599819	overdominant	trans	3.36 	4.95 
ENSRNOT00000010260	15	22797439	18901755-22803893	overdominant	trans	3.36 	8.42 
ENSRNOT00000015723	5	32315436	31655767-32315436	dominant	trans	3.36 	5.30 
ENSRNOT00000042565	19	55686662	48528051-56286682	overdominant	trans	3.36 	4.77 
ENSRNOT00000048027	19	55686662	48528051-56286682	overdominant	trans	3.36 	4.77 
ENSRNOT00000036342	10	98721676	82944325-99181949	dominant	trans	3.36 	4.86 
ENSRNOT00000019508	7	108869097	106762428-109462001	partial-dominant	trans	3.36 	7.22 
ENSRNOT00000043420	1	55733538	55733538-58031348	partial-dominant	trans	3.36 	8.28 
ENSRNOT00000037655	9	8068563	8068563-8068563	dominant	trans	3.36 	5.15 
ENSRNOT00000001565	7	108464302	106762428-109462001	dominant	trans	3.36 	6.32 
ENSRNOT00000044966	6	118530256	71883773-118706125	dominant	trans	3.36 	5.07 
ENSRNOT00000048039	7	89263540	76136553-139487467	dominant	trans	3.36 	5.01 
ENSRNOT00000002974	2	51188448	51136209-89258385	dominant	trans	3.36 	4.89 
ENSRNOT00000067271	19	56286682	10974374-56286682	dominant	trans	3.36 	6.46 
ENSRNOT00000052152	10	19143531	19143531-105985373	dominant	trans	3.36 	4.76 
ENSRNOT00000059086	1	104319802	103048726-108118995	dominant	trans	3.36 	5.46 
ENSRNOT00000029035	20	4872732	4872732-4874087	dominant	trans	3.36 	5.38 
ENSRNOT00000003638	9	8068563	8068563-8068563	dominant	trans	3.36 	5.16 
ENSRNOT00000043027	6	121927448	121927448-122328109	dominant	trans	3.36 	5.50 
ENSRNOT00000050727	7	92031181	89964629-109790083	overdominant	trans	3.36 	5.29 
ENSRNOT00000046293	13	42826027	42826027-43250069	dominant	trans	3.36 	5.14 
ENSRNOT00000041337	19	29522653	29522653-29653015	dominant	trans	3.36 	4.70 
ENSRNOT00000011727	9	8068563	8068563-10140767	overdominant	trans	3.36 	4.71 
ENSRNOT00000046549	2	120718168	119783162-128216831	overdominant	trans	3.36 	4.85 
ENSRNOT00000016391	5	16577694	4694434-72291125	dominant	trans	3.35 	4.90 
ENSRNOT00000047053	11	80129088	79361387-80479339	overdominant	trans	3.35 	4.75 
ENSRNOT00000041628	6	37680912	37432746-117133513	dominant	trans	3.35 	5.31 
ENSRNOT00000046155	7	108356957	106715623-108389425	dominant	trans	3.35 	4.86 
ENSRNOT00000005797	7	108464302	106762428-109473686	dominant	trans	3.35 	4.70 
ENSRNOT00000033751	3	87759394	87661548-87771992	dominant	trans	3.35 	5.11 
ENSRNOT00000007833	1	231516258	117767515-232032924	dominant	trans	3.35 	5.17 
ENSRNOT00000064973	7	108464302	106762428-109790083	dominant	trans	3.35 	5.51 
ENSRNOT00000066075	19	41041794	41036865-43118040	dominant	trans	3.35 	6.18 
ENSRNOT00000046011	3	40427815	40427815-40427815	dominant	trans	3.35 	6.92 
ENSRNOT00000011097	11	67211876	66067496-79211876	dominant	trans	3.35 	5.12 
ENSRNOT00000044443	16	74886304	74311503-76728109	dominant	trans	3.35 	5.39 
ENSRNOT00000031175	9	8068563	8068563-10140767	dominant	trans	3.35 	5.31 
ENSRNOT00000061256	14	12778098	638843-89443513	dominant	trans	3.35 	5.27 
ENSRNOT00000035435	12	36158198	36158198-36887515	overdominant	trans	3.35 	4.78 
ENSRNOT00000068284	1	231739909	123839473-232053147	dominant	trans	3.35 	5.18 
ENSRNOT00000036823	2	51369580	21239145-73166976	dominant	trans	3.35 	4.78 
ENSRNOT00000032979	17	34680474	28726139-76167671	dominant	trans	3.35 	4.79 
ENSRNOT00000028111	2	73399417	73307580-75484517	dominant	trans	3.35 	5.67 
ENSRNOT00000066208	7	127789938	127088270-127789938	dominant	trans	3.35 	5.64 
ENSRNOT00000066168	5	32315436	4257641-32315436	dominant	trans	3.35 	4.84 
ENSRNOT00000004307	7	108744686	108744686-108744686	dominant	trans	3.35 	6.39 
ENSRNOT00000060221	15	56845973	55537968-58447179	dominant	trans	3.35 	5.23 
ENSRNOT00000045890	6	104306603	103388520-104310100	dominant	trans	3.35 	5.96 
ENSRNOT00000064123	5	104817202	4257641-104819146	dominant	trans	3.35 	5.23 
ENSRNOT00000035186	10	60881254	60880917-61168736	partial-dominant	trans	3.35 	7.00 
ENSRNOT00000030885	17	86475100	86406226-86825886	overdominant	trans	3.35 	5.08 
ENSRNOT00000026586	17	81593926	81592023-81995832	dominant	trans	3.35 	6.17 
ENSRNOT00000058685	7	108036145	107454682-108389425	dominant	trans	3.35 	5.13 
ENSRNOT00000018573	7	107564015	106762428-109473686	dominant	trans	3.35 	5.53 
ENSRNOT00000036359	1	107494357	48743480-118292136	dominant	trans	3.35 	5.27 
ENSRNOT00000060924	4	142938289	138463502-147471880	dominant	trans	3.35 	4.79 
ENSRNOT00000066539	19	30529663	30420665-30704930	dominant	trans	3.35 	4.80 
ENSRNOT00000001110	9	8068563	8068563-8068563	dominant	trans	3.35 	5.42 
ENSRNOT00000050647	3	169103707	144611069-170108390	dominant	trans	3.35 	4.95 
ENSRNOT00000045849	7	108131694	45145894-109790083	dominant	trans	3.35 	4.83 
ENSRNOT00000039962	16	74443503	73692627-79699956	dominant	trans	3.35 	4.83 
ENSRNOT00000005917	1	124999933	117767515-220568737	overdominant	trans	3.35 	4.76 
ENSRNOT00000059217	19	48885016	48885016-49112237	overdominant	trans	3.34 	4.78 
ENSRNOT00000064894	8	34601861	34601861-34710296	dominant	trans	3.34 	5.30 
ENSRNOT00000065980	18	78163315	77439059-78176542	dominant	trans	3.34 	5.80 
ENSRNOT00000031678	5	79598043	76955855-80592296	dominant	trans	3.34 	5.93 
ENSRNOT00000067638	9	8068563	8068563-8068563	dominant	trans	3.34 	5.47 
ENSRNOT00000023452	3	141489797	137527010-141889703	dominant	trans	3.34 	5.55 
ENSRNOT00000057467	9	8068563	8068563-8068563	dominant	trans	3.34 	5.58 
ENSRNOT00000026433	9	8068563	8068563-8068563	dominant	trans	3.34 	4.96 
ENSRNOT00000029258	8	79404703	78956794-115110555	dominant	trans	3.34 	4.74 
ENSRNOT00000025309	7	108465369	106762428-109462001	dominant	trans	3.34 	4.79 
ENSRNOT00000059645	16	26750963	22382931-28318011	dominant	trans	3.34 	4.82 
ENSRNOT00000030502	7	108464302	106762428-109473686	dominant	trans	3.34 	6.05 
ENSRNOT00000043165	19	44518645	41762847-46407508	dominant	trans	3.34 	4.90 
ENSRNOT00000014163	7	108464302	106762428-109462001	dominant	trans	3.34 	5.57 
ENSRNOT00000038147	9	8068563	8068563-8068563	dominant	trans	3.34 	6.44 
ENSRNOT00000054776	15	34558666	18713973-34558666	dominant	trans	3.34 	5.10 
ENSRNOT00000048460	14	11368043	10202314-11368043	dominant	trans	3.34 	4.87 
ENSRNOT00000013481	1	231516258	231054419-232032924	dominant	trans	3.34 	4.99 
ENSRNOT00000027845	7	108464302	106762428-109462001	dominant	trans	3.34 	5.35 
ENSRNOT00000033633	8	20991860	20386542-20991860	dominant	trans	3.34 	5.96 
ENSRNOT00000047345	18	18470204	18470204-18510960	dominant	trans	3.34 	6.72 
ENSRNOT00000064708	17	64369097	63590194-73819005	dominant	trans	3.34 	5.81 
ENSRNOT00000060113	3	141404842	138503591-141889703	dominant	trans	3.34 	5.67 
ENSRNOT00000025628	16	88248713	85321209-90059395	dominant	trans	3.34 	4.74 
ENSRNOT00000056886	13	98476662	97992361-98476662	dominant	trans	3.34 	5.47 
ENSRNOT00000061497	19	56281970	55376978-56286682	dominant	trans	3.34 	7.16 
ENSRNOT00000050211	3	168966570	166525539-170108390	dominant	trans	3.34 	5.71 
ENSRNOT00000025282	7	108356957	106762428-109462001	dominant	trans	3.34 	6.39 
ENSRNOT00000034141	18	50841283	50841283-52212592	dominant	trans	3.34 	5.45 
ENSRNOT00000026298	2	83544545	83027751-83957128	dominant	trans	3.34 	4.97 
ENSRNOT00000037406	18	55044539	52433199-55373108	dominant	trans	3.34 	4.93 
ENSRNOT00000036933	2	60455137	56920634-143075165	dominant	trans	3.34 	4.77 
ENSRNOT00000046492	9	8068563	8068563-8068563	dominant	trans	3.34 	5.58 
ENSRNOT00000061377	12	12976170	12246704-13283196	overdominant	trans	3.34 	5.42 
ENSRNOT00000036148	2	211355609	196775982-241096270	dominant	trans	3.33 	5.19 
ENSRNOT00000024624	18	78016808	78016808-78317234	dominant	trans	3.33 	4.83 
ENSRNOT00000011912	8	1758739	1592844-99639848	overdominant	trans	3.33 	4.87 
ENSRNOT00000016400	5	79380946	77499649-80502487	overdominant	trans	3.33 	4.79 
ENSRNOT00000030302	17	95240201	93145517-95280756	dominant	trans	3.33 	5.16 
ENSRNOT00000040706	9	8068563	8068563-8068563	overdominant	trans	3.33 	4.84 
ENSRNOT00000065546	6	9261617	9194404-14538114	dominant	trans	3.33 	5.33 
ENSRNOT00000023451	1	222266646	60574084-223148265	dominant	trans	3.33 	4.75 
ENSRNOT00000063929	19	56286682	55376978-56286682	overdominant	trans	3.33 	5.60 
ENSRNOT00000014549	19	49112237	29522653-49112237	dominant	trans	3.33 	5.19 
ENSRNOT00000014772	1	124961766	117767515-232367152	overdominant	trans	3.33 	4.74 
ENSRNOT00000015206	4	83375155	82314308-84433657	overdominant	trans	3.33 	6.00 
ENSRNOT00000051012	7	108356957	106807083-108963987	dominant	trans	3.33 	5.16 
ENSRNOT00000035942	3	110438720	103790570-110440065	dominant	trans	3.33 	4.95 
ENSRNOT00000050656	19	56286682	30998529-56286682	dominant	trans	3.33 	5.34 
ENSRNOT00000058645	9	8068563	8068563-8068563	dominant	trans	3.33 	5.33 
ENSRNOT00000007466	15	34558666	18723251-34558666	dominant	trans	3.33 	5.51 
ENSRNOT00000060319	9	8068563	8068563-10140767	dominant	trans	3.33 	6.60 
ENSRNOT00000044825	1	154280991	153618981-157885537	dominant	trans	3.33 	5.33 
ENSRNOT00000068297	4	154624234	153625857-154881827	dominant	trans	3.33 	5.67 
ENSRNOT00000004435	16	44226715	18938385-46992697	dominant	trans	3.33 	4.86 
ENSRNOT00000064741	10	100517448	99912320-100523845	dominant	trans	3.33 	6.36 
ENSRNOT00000041682	5	70806142	16418283-72291125	dominant	trans	3.33 	4.76 
ENSRNOT00000061261	5	104817202	104817202-112008082	dominant	trans	3.33 	4.97 
ENSRNOT00000064156	4	147133763	146897151-148032263	dominant	trans	3.33 	4.90 
ENSRNOT00000064948	2	89380927	82780868-204755300	overdominant	trans	3.33 	4.86 
ENSRNOT00000027675	7	108356957	106715623-108389425	dominant	trans	3.33 	4.86 
ENSRNOT00000065093	7	108464302	106762428-109462001	dominant	trans	3.33 	6.62 
ENSRNOT00000001108	7	108464302	106762428-109462001	dominant	trans	3.33 	5.83 
ENSRNOT00000023029	4	83375155	82308737-84554215	overdominant	trans	3.33 	5.92 
ENSRNOT00000017840	6	114017043	114017043-114438100	dominant	trans	3.33 	4.73 
ENSRNOT00000032289	7	108465369	106762428-109462001	dominant	trans	3.33 	5.74 
ENSRNOT00000015456	4	146601770	146601770-146601770	dominant	trans	3.33 	6.53 
ENSRNOT00000029027	9	10140767	9952834-10204916	dominant	trans	3.33 	6.01 
ENSRNOT00000026017	7	13080356	13029850-115772016	dominant	trans	3.32 	4.98 
ENSRNOT00000017414	19	56450818	21029434-56450818	dominant	trans	3.32 	4.92 
ENSRNOT00000004815	2	74574029	72514757-74574029	dominant	trans	3.32 	5.38 
ENSRNOT00000028007	19	56286682	55376978-56286682	dominant	trans	3.32 	7.20 
ENSRNOT00000029863	7	108464302	106762428-109462001	dominant	trans	3.32 	5.62 
ENSRNOT00000001722	7	108356957	107454682-109462001	dominant	trans	3.32 	5.38 
ENSRNOT00000001825	9	8068563	8068563-8068563	dominant	trans	3.32 	5.20 
ENSRNOT00000033208	7	132737221	132737221-132737221	overdominant	trans	3.32 	4.82 
ENSRNOT00000060834	13	58515473	58160953-59489794	dominant	trans	3.32 	5.73 
ENSRNOT00000027771	9	8068563	8068563-8068563	dominant	trans	3.32 	5.80 
ENSRNOT00000010548	9	10140767	9952834-10204916	dominant	trans	3.32 	4.86 
ENSRNOT00000025516	9	8068563	8068563-8068563	dominant	trans	3.32 	5.42 
ENSRNOT00000066970	4	160409832	148657320-160467340	dominant	trans	3.32 	5.71 
ENSRNOT00000043924	1	153225143	152484309-158093876	dominant	trans	3.32 	4.98 
ENSRNOT00000056008	11	80129088	78116992-80479339	overdominant	trans	3.32 	5.25 
ENSRNOT00000067129	9	10140767	8068563-10610904	dominant	trans	3.32 	5.37 
ENSRNOT00000011833	4	34007787	33914774-34007787	partial-dominant	cis	3.32 	20.96 
ENSRNOT00000010806	9	8068563	8068563-8068563	dominant	trans	3.32 	5.00 
ENSRNOT00000032374	7	71767078	36550227-75696333	dominant	trans	3.32 	5.16 
ENSRNOT00000060397	6	33866825	2814862-59773192	dominant	trans	3.32 	4.87 
ENSRNOT00000027187	8	79404703	78956794-114985635	dominant	trans	3.32 	4.88 
ENSRNOT00000041852	1	58031348	55760397-230072090	dominant	trans	3.32 	4.90 
ENSRNOT00000030036	7	108464302	106762428-109462001	dominant	trans	3.32 	5.81 
ENSRNOT00000049724	9	8068563	8068563-8068563	overdominant	trans	3.32 	4.75 
ENSRNOT00000054983	10	87434060	76756773-95896479	overdominant	trans	3.32 	4.91 
ENSRNOT00000003231	6	63643830	60611515-63643830	overdominant	trans	3.32 	5.72 
ENSRNOT00000061180	17	79944734	77488070-80536808	dominant	trans	3.32 	4.94 
ENSRNOT00000021690	7	108464302	106762428-109462001	dominant	trans	3.32 	5.85 
ENSRNOT00000005100	10	59125471	58559392-67836170	dominant	trans	3.32 	6.06 
ENSRNOT00000006771	7	108464302	106762428-109462001	dominant	trans	3.32 	5.87 
ENSRNOT00000006880	1	231516258	117767515-232053147	dominant	trans	3.32 	5.49 
ENSRNOT00000028234	9	8068563	8068563-8068563	dominant	trans	3.32 	7.14 
ENSRNOT00000065901	20	17272242	17272242-17306898	dominant	trans	3.32 	4.85 
ENSRNOT00000055146	10	102486733	101969428-102486733	dominant	trans	3.32 	5.04 
ENSRNOT00000012320	5	26924172	26791546-27060147	dominant	trans	3.32 	4.94 
ENSRNOT00000025419	9	8068563	8068563-8068563	dominant	trans	3.32 	5.57 
ENSRNOT00000066539	17	26306585	26239939-65679957	dominant	trans	3.32 	4.79 
ENSRNOT00000017117	7	108464302	106762428-109462001	dominant	trans	3.31 	5.42 
ENSRNOT00000001190	7	108036145	107454682-108389425	dominant	trans	3.31 	5.65 
ENSRNOT00000003650	9	8068563	7943651-8068563	dominant	trans	3.31 	5.23 
ENSRNOT00000021986	2	105127367	28465691-249237503	dominant	trans	3.31 	5.62 
ENSRNOT00000018912	5	36723044	36544316-36779827	dominant	trans	3.31 	5.11 
ENSRNOT00000050222	2	84581215	83548526-94355934	dominant	trans	3.31 	5.75 
ENSRNOT00000066435	8	1758739	1592844-6773955	overdominant	trans	3.31 	6.31 
ENSRNOT00000026395	2	83544545	82780868-251041275	dominant	trans	3.31 	4.73 
ENSRNOT00000057509	10	12658196	11962443-12868893	dominant	trans	3.31 	6.92 
ENSRNOT00000032250	5	48726054	48726054-49285456	overdominant	trans	3.31 	5.40 
ENSRNOT00000032290	7	108464302	106762428-109462001	dominant	trans	3.31 	5.82 
ENSRNOT00000067894	1	123510855	117767515-124845273	dominant	trans	3.31 	5.62 
ENSRNOT00000067123	1	176655120	85393831-230072090	dominant	trans	3.31 	5.19 
ENSRNOT00000046676	18	65500919	65463527-65874574	dominant	trans	3.31 	5.12 
ENSRNOT00000035983	2	51188448	51136209-51369580	dominant	trans	3.31 	5.48 
ENSRNOT00000032076	1	221946079	221556775-222578364	dominant	trans	3.31 	5.41 
ENSRNOT00000048779	20	29714576	29714576-29714576	overdominant	trans	3.31 	4.70 
ENSRNOT00000026235	7	108963987	106762428-109462001	dominant	trans	3.31 	6.48 
ENSRNOT00000021645	3	59453333	59453333-59798024	dominant	trans	3.31 	5.58 
ENSRNOT00000041113	1	154280991	153728540-154280991	dominant	trans	3.31 	6.31 
ENSRNOT00000051702	9	8068563	8068563-8068563	dominant	trans	3.31 	5.41 
ENSRNOT00000021609	7	107558314	106807083-108389425	dominant	trans	3.31 	5.36 
ENSRNOT00000006277	6	115819506	7668576-115819506	dominant	trans	3.31 	4.94 
ENSRNOT00000022748	9	8068563	8068563-10140767	dominant	trans	3.31 	6.08 
ENSRNOT00000017305	13	82779794	82517074-83228583	dominant	trans	3.31 	5.45 
ENSRNOT00000052417	15	45188494	45076883-45932589	dominant	trans	3.31 	5.05 
ENSRNOT00000067946	6	104806667	104362844-105503286	dominant	trans	3.31 	4.72 
ENSRNOT00000017798	7	108464302	106762428-109462001	dominant	trans	3.31 	5.73 
ENSRNOT00000026149	9	8068563	8068563-8068563	dominant	trans	3.31 	5.24 
ENSRNOT00000029848	20	21975123	21975123-22596072	dominant	trans	3.30 	5.02 
ENSRNOT00000029315	2	51369580	51136209-59350565	dominant	trans	3.30 	4.82 
ENSRNOT00000040753	10	29781005	29083687-29781005	dominant	trans	3.30 	5.12 
ENSRNOT00000022231	9	8068563	8068563-8068563	dominant	trans	3.30 	5.01 
ENSRNOT00000018845	19	56286682	55686662-56286682	dominant	trans	3.30 	5.60 
ENSRNOT00000044840	17	85873825	81914145-85903349	dominant	trans	3.30 	6.82 
ENSRNOT00000010623	2	196378082	196378082-199542895	dominant	trans	3.30 	5.59 
ENSRNOT00000066453	15	34558666	17845074-34558666	dominant	trans	3.30 	5.23 
ENSRNOT00000019583	7	107564015	106807083-109790083	dominant	trans	3.30 	5.01 
ENSRNOT00000049462	1	231516258	117767515-232032924	dominant	trans	3.30 	4.93 
ENSRNOT00000046164	2	51369580	21239145-51369580	dominant	trans	3.30 	4.74 
ENSRNOT00000039633	11	82145217	82145217-82145217	dominant	trans	3.30 	5.85 
ENSRNOT00000034294	16	4918632	4777582-5017535	partial-dominant	trans	3.30 	6.49 
ENSRNOT00000004290	7	108036145	106807083-108389425	dominant	trans	3.30 	4.92 
ENSRNOT00000028662	17	73564283	73518898-73887919	dominant	trans	3.30 	4.80 
ENSRNOT00000018699	2	51188448	21239145-51369580	dominant	trans	3.30 	4.75 
ENSRNOT00000004310	1	231516258	48706463-232032924	dominant	trans	3.30 	4.75 
ENSRNOT00000023268	16	74443503	73692627-74665865	dominant	trans	3.30 	4.91 
ENSRNOT00000037199	9	8068563	8068563-8068563	dominant	trans	3.30 	5.15 
ENSRNOT00000004532	9	8068563	8068563-8068563	dominant	trans	3.30 	4.92 
ENSRNOT00000067247	7	108131694	107454682-108389425	dominant	trans	3.30 	6.25 
ENSRNOT00000050069	1	204064009	200312322-204094859	dominant	trans	3.30 	4.89 
ENSRNOT00000058488	2	61872877	61575360-62587888	overdominant	trans	3.30 	4.70 
ENSRNOT00000038535	20	10041144	10041144-10528876	dominant	trans	3.30 	6.25 
ENSRNOT00000067887	5	48811918	7403264-49285456	dominant	trans	3.30 	4.87 
ENSRNOT00000048953	1	231739909	169488750-257562288	dominant	trans	3.30 	4.85 
ENSRNOT00000067060	20	10041144	10041144-10528876	dominant	trans	3.30 	5.18 
ENSRNOT00000056918	1	124360897	123314967-125067180	dominant	trans	3.30 	6.12 
ENSRNOT00000006094	15	34558666	34558666-34558666	dominant	trans	3.30 	4.94 
ENSRNOT00000000528	9	8068563	8068563-8068563	dominant	trans	3.30 	5.46 
ENSRNOT00000064269	6	1059302	1031666-21602666	dominant	trans	3.30 	5.00 
ENSRNOT00000055319	9	10140767	8068563-10204916	dominant	trans	3.30 	5.47 
ENSRNOT00000058665	9	10140767	8068563-10204916	dominant	trans	3.30 	5.09 
ENSRNOT00000011134	9	38205053	37921742-41947128	overdominant	trans	3.30 	4.85 
ENSRNOT00000036175	9	10140767	9952834-10204916	dominant	trans	3.30 	5.83 
ENSRNOT00000048770	7	71767078	61138305-109633675	dominant	trans	3.30 	4.76 
ENSRNOT00000023485	2	83544545	83452847-89382947	dominant	trans	3.30 	5.50 
ENSRNOT00000024138	2	25495343	25495343-25905077	dominant	trans	3.30 	5.43 
ENSRNOT00000042611	4	170247946	170247946-170658112	overdominant	trans	3.30 	5.22 
ENSRNOT00000046839	1	119279367	118752732-119832071	dominant	trans	3.30 	5.32 
ENSRNOT00000049631	13	35638341	35425099-35782650	overdominant	trans	3.30 	4.77 
ENSRNOT00000065167	5	127717166	4494108-129954270	dominant	trans	3.30 	6.24 
ENSRNOT00000044422	11	67132545	58253937-67297525	dominant	trans	3.30 	4.72 
ENSRNOT00000018146	1	231516258	231054419-232032924	dominant	trans	3.30 	4.87 
ENSRNOT00000000135	9	8068563	8068563-8068563	dominant	trans	3.30 	5.24 
ENSRNOT00000055251	9	8068563	8068563-8068563	dominant	trans	3.30 	5.34 
ENSRNOT00000042845	4	170253929	33851412-170658112	dominant	trans	3.29 	4.96 
ENSRNOT00000033253	9	39978800	13255932-41303825	dominant	trans	3.29 	5.18 
ENSRNOT00000057256	19	56281970	10974374-56286682	dominant	trans	3.29 	6.90 
ENSRNOT00000001171	11	68260644	64857037-68474722	dominant	trans	3.29 	4.94 
ENSRNOT00000048493	8	10899450	3661051-13592218	dominant	trans	3.29 	5.79 
ENSRNOT00000063945	2	55101934	54790583-196267114	dominant	trans	3.29 	5.21 
ENSRNOT00000068069	1	124263516	120523196-125404478	dominant	trans	3.29 	4.94 
ENSRNOT00000020672	9	10140767	9952834-10204916	dominant	trans	3.29 	5.13 
ENSRNOT00000023592	17	73564283	73518898-73819005	dominant	trans	3.29 	5.54 
ENSRNOT00000015855	2	51188448	51136209-74574029	dominant	trans	3.29 	4.85 
ENSRNOT00000014536	11	68390238	60061699-68419130	overdominant	trans	3.29 	4.86 
ENSRNOT00000055633	7	108036145	105935627-108389425	dominant	trans	3.29 	5.10 
ENSRNOT00000045118	6	123375479	123375479-123789678	dominant	trans	3.29 	4.97 
ENSRNOT00000042489	4	34007787	33851412-34020270	dominant	trans	3.29 	4.92 
ENSRNOT00000013768	2	51369580	51136209-59350565	dominant	trans	3.29 	4.95 
ENSRNOT00000006752	2	32398982	32000037-32398982	dominant	trans	3.29 	5.38 
ENSRNOT00000066412	20	48549270	48548665-48549270	dominant	trans	3.29 	5.24 
ENSRNOT00000000814	9	8068563	8068563-8068563	dominant	trans	3.29 	5.33 
ENSRNOT00000025164	7	108145593	106715623-108389425	dominant	trans	3.29 	5.38 
ENSRNOT00000051182	1	231516258	117767515-232053147	dominant	trans	3.29 	5.49 
ENSRNOT00000013184	3	141489797	137527010-141889703	dominant	trans	3.29 	5.08 
ENSRNOT00000019103	9	38118444	8690339-103231793	dominant	trans	3.29 	5.01 
ENSRNOT00000034765	5	4257641	4257641-137504951	overdominant	trans	3.29 	4.77 
ENSRNOT00000041336	1	119279367	118752732-119832071	dominant	trans	3.29 	5.16 
ENSRNOT00000005204	14	73821387	66664542-74646931	overdominant	trans	3.29 	4.79 
ENSRNOT00000036189	7	108464302	106762428-109462001	dominant	trans	3.29 	5.74 
ENSRNOT00000015941	2	51369580	51136209-52777029	dominant	trans	3.29 	5.47 
ENSRNOT00000013530	7	21692945	1379311-21972187	dominant	trans	3.29 	5.00 
ENSRNOT00000033136	7	108464302	106762428-109462001	dominant	trans	3.29 	5.63 
ENSRNOT00000018872	8	98545643	98250572-100700334	overdominant	trans	3.29 	4.76 
ENSRNOT00000041959	14	26595096	26520484-26640522	dominant	trans	3.28 	4.93 
ENSRNOT00000042636	1	42322305	42322305-87281271	dominant	trans	3.28 	4.71 
ENSRNOT00000068527	7	108464302	106762428-109462001	partial-dominant	trans	3.28 	6.94 
ENSRNOT00000018356	7	108036145	106762428-109473686	dominant	trans	3.28 	4.89 
ENSRNOT00000021006	5	145407214	145406666-145685467	dominant	trans	3.28 	5.41 
ENSRNOT00000010595	2	83653916	71048714-242083200	overdominant	trans	3.28 	4.83 
ENSRNOT00000045797	11	82145217	67465119-82145217	dominant	trans	3.28 	4.74 
ENSRNOT00000011097	19	56286682	55686662-56286682	dominant	trans	3.28 	5.52 
ENSRNOT00000006376	9	8068563	8068563-89313927	dominant	trans	3.28 	4.78 
ENSRNOT00000043577	14	77637411	77637411-77757742	dominant	trans	3.28 	5.66 
ENSRNOT00000048829	15	34558666	22799982-34558666	dominant	trans	3.28 	6.02 
ENSRNOT00000024093	19	56281970	55376978-56286682	dominant	trans	3.28 	6.58 
ENSRNOT00000024301	11	68336422	67194917-68337474	overdominant	trans	3.28 	4.78 
ENSRNOT00000066168	17	73564283	73518898-73672480	dominant	trans	3.28 	5.29 
ENSRNOT00000001565	2	51369580	51136209-73166976	dominant	trans	3.28 	4.71 
ENSRNOT00000012280	9	8068563	8068563-8068563	dominant	trans	3.28 	6.03 
ENSRNOT00000013210	7	108464302	106762428-109462001	dominant	trans	3.28 	6.45 
ENSRNOT00000067390	6	10358925	10350740-10358925	overdominant	trans	3.28 	4.85 
ENSRNOT00000029223	13	82779794	82517074-83228583	dominant	trans	3.28 	5.24 
ENSRNOT00000022585	16	43246260	43246260-46992697	dominant	trans	3.28 	6.01 
ENSRNOT00000060250	9	8068563	8068563-8068563	dominant	trans	3.28 	5.34 
ENSRNOT00000037311	8	111637524	111631897-112411305	dominant	trans	3.28 	5.55 
