trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOG00000042967	2	236010573	235958177-236329061	dominant	trans	2.90 	6.23 
ENSRNOG00000017122	16	47272092	46837225-50153686	dominant	trans	2.90 	5.32 
ENSRNOG00000008229	1	123331492	117767515-124845273	dominant	trans	2.90 	5.75 
ENSRNOG00000032479	5	85829617	84570353-86165377	dominant	trans	2.90 	5.85 
ENSRNOG00000010147	1	194453182	124976117-231900739	dominant	trans	2.90 	5.90 
ENSRNOG00000036273	18	64938644	56653198-64980913	dominant	trans	2.90 	5.49 
ENSRNOG00000001955	5	70538267	43787125-71363964	partial-dominant	trans	2.90 	5.39 
ENSRNOG00000042140	10	85556542	84313886-87068126	partial-dominant	trans	2.89 	8.55 
ENSRNOG00000012325	15	2406799	774254-3657660	partial-dominant	cis	2.89 	11.24 
ENSRNOG00000035922	19	50999304	50999304-56246513	overdominant	trans	2.88 	5.49 
ENSRNOG00000037489	3	149307347	146775701-149368659	overdominant	trans	2.88 	5.47 
ENSRNOG00000030281	1	93917362	93917362-94096423	partial-dominant	cis	2.88 	18.46 
ENSRNOG00000044266	13	48895883	48256853-48895883	dominant	cis	2.88 	11.76 
ENSRNOG00000026791	11	52856941	50830897-53526418	dominant	trans	2.88 	5.38 
ENSRNOG00000044864	2	54023114	54023114-54023114	dominant	trans	2.88 	12.12 
ENSRNOG00000043145	7	108085716	106758131-109553918	dominant	trans	2.88 	5.50 
ENSRNOG00000011849	19	10973704	10589078-11020782	dominant	trans	2.88 	5.29 
ENSRNOG00000038575	19	55686662	53632216-56286682	dominant	trans	2.88 	7.03 
ENSRNOG00000034186	2	251375420	250645918-252226713	overdominant	trans	2.87 	5.64 
ENSRNOG00000004696	16	29072094	28643021-45061899	dominant	trans	2.87 	5.29 
ENSRNOG00000018232	15	78472240	78472240-79094246	partial-dominant	trans	2.87 	5.48 
ENSRNOG00000017878	1	223252711	223081785-223931698	partial-dominant	cis	2.86 	11.31 
ENSRNOG00000036959	1	124464040	123839473-125508479	dominant	trans	2.86 	5.48 
ENSRNOG00000004425	1	124360897	123510855-125508479	dominant	trans	2.86 	5.64 
ENSRNOG00000010345	4	57897876	56494721-60187451	partial-dominant	cis	2.86 	8.16 
ENSRNOG00000002636	19	46950675	46950675-50595882	overdominant	trans	2.86 	5.55 
ENSRNOG00000011357	10	56307176	55200753-56807685	partial-dominant	cis	2.85 	20.30 
ENSRNOG00000006957	8	1444250	34983-1493133	dominant	cis	2.85 	9.70 
ENSRNOG00000014448	1	220562732	220339638-220562732	overdominant	trans	2.85 	5.97 
ENSRNOG00000012393	19	53680558	10232919-56286682	dominant	trans	2.84 	5.41 
ENSRNOG00000035750	10	95393104	95393104-95943706	partial-dominant	cis	2.84 	13.48 
ENSRNOG00000039144	15	23656980	23656980-23842953	dominant	trans	2.83 	6.95 
ENSRNOG00000024114	16	28643021	28643021-40026734	dominant	trans	2.83 	6.12 
ENSRNOG00000014937	5	104816943	104816943-104862667	dominant	trans	2.83 	5.37 
ENSRNOG00000006077	7	108085716	106758131-109790083	dominant	trans	2.82 	5.52 
ENSRNOG00000027063	5	149874823	149787195-150011940	dominant	trans	2.82 	6.72 
ENSRNOG00000003698	3	14210184	14054666-14926962	dominant	trans	2.82 	5.42 
ENSRNOG00000020635	16	74443503	74361858-74522413	dominant	trans	2.81 	5.28 
ENSRNOG00000035145	5	111826639	111816640-112982766	partial-dominant	trans	2.81 	6.25 
ENSRNOG00000042649	19	41210144	40956561-52649076	dominant	trans	2.81 	5.61 
ENSRNOG00000030637	19	52322162	52183227-56286682	partial-dominant	trans	2.80 	8.57 
ENSRNOG00000034127	5	16418925	16411194-35099490	dominant	trans	2.80 	5.98 
ENSRNOG00000010263	10	99874554	99874554-100523845	overdominant	trans	2.80 	5.60 
ENSRNOG00000025848	5	4257641	4257641-4916353	dominant	trans	2.79 	5.77 
ENSRNOG00000037688	19	55686662	53632216-56286682	dominant	trans	2.78 	6.36 
ENSRNOG00000007684	8	29361385	5578451-29647432	dominant	trans	2.78 	5.32 
ENSRNOG00000042713	4	138463502	138463502-138672088	dominant	trans	2.78 	5.38 
ENSRNOG00000043444	19	55686662	52322162-56286682	dominant	trans	2.78 	5.65 
ENSRNOG00000008639	1	124170919	117767515-125508479	dominant	trans	2.77 	5.63 
ENSRNOG00000021438	18	64928524	64751339-65119999	partial-dominant	trans	2.77 	6.38 
ENSRNOG00000025929	3	82034331	81806183-82059104	partial-dominant	trans	2.77 	5.48 
ENSRNOG00000042463	9	42320301	40789201-42670146	partial-dominant	trans	2.77 	5.84 
ENSRNOG00000013312	13	52792825	52792825-54528068	partial-dominant	cis	2.77 	31.50 
ENSRNOG00000037280	11	71087284	67492753-71387765	dominant	trans	2.77 	5.61 
ENSRNOG00000031542	7	61156443	61130207-64228486	dominant	trans	2.75 	5.64 
ENSRNOG00000012811	19	55686662	10973704-56318304	dominant	trans	2.75 	5.88 
ENSRNOG00000013691	16	74443503	73692627-74884827	dominant	trans	2.75 	5.38 
ENSRNOG00000007057	5	147509541	147305069-147567003	partial-dominant	cis	2.75 	12.75 
ENSRNOG00000027726	16	43236108	43236108-44452507	dominant	trans	2.75 	5.46 
ENSRNOG00000027924	13	27590180	19337160-30238973	partial-dominant	trans	2.75 	6.27 
ENSRNOG00000038619	8	109774155	109774155-109779249	partial-dominant	trans	2.75 	5.54 
ENSRNOG00000007472	16	74443503	73692627-74884827	dominant	trans	2.74 	5.62 
ENSRNOG00000025897	4	2347425	2347425-4203500	dominant	trans	2.74 	5.50 
ENSRNOG00000004743	8	127397700	125327773-128261176	partial-dominant	cis	2.74 	10.79 
ENSRNOG00000026848	5	9183731	8415722-144596559	overdominant	trans	2.74 	5.41 
ENSRNOG00000019846	19	55686662	53632216-56286682	dominant	trans	2.73 	5.65 
ENSRNOG00000035091	5	81163419	81002778-81301095	dominant	trans	2.73 	5.41 
ENSRNOG00000025037	5	5927136	4257641-7519882	partial-dominant	trans	2.72 	5.63 
ENSRNOG00000043919	17	69889662	69733826-69906945	overdominant	trans	2.72 	5.35 
ENSRNOG00000037224	13	48841883	48256853-48895883	dominant	trans	2.72 	5.37 
ENSRNOG00000004937	7	37116968	37069599-37781097	dominant	trans	2.72 	5.73 
ENSRNOG00000022069	5	4257641	4257641-4916353	partial-dominant	trans	2.71 	6.55 
ENSRNOG00000038941	10	99485616	96276108-99485616	partial-dominant	trans	2.71 	5.38 
ENSRNOG00000015168	8	11025102	10874233-11325259	dominant	trans	2.70 	5.81 
ENSRNOG00000018468	9	8068563	8068563-8068563	dominant	trans	2.70 	5.92 
ENSRNOG00000003741	2	174545043	174545043-174545043	partial-dominant	trans	2.70 	6.81 
ENSRNOG00000039391	15	31903915	31765696-32263789	partial-dominant	trans	2.70 	8.72 
ENSRNOG00000031032	8	87977886	87379809-88322710	partial-dominant	cis	2.69 	8.74 
ENSRNOG00000031130	6	107223873	107223873-107330302	partial-dominant	trans	2.69 	6.70 
ENSRNOG00000029114	9	39182255	38865681-39285693	partial-dominant	trans	2.69 	5.57 
ENSRNOG00000041881	16	88248713	63016219-90124943	dominant	trans	2.68 	5.49 
ENSRNOG00000000321	19	55686662	53632216-56286682	dominant	trans	2.68 	5.85 
ENSRNOG00000018673	2	192588674	191960007-193510018	partial-dominant	cis	2.67 	20.98 
ENSRNOG00000014581	16	74443503	73692627-74884827	dominant	trans	2.67 	5.57 
ENSRNOG00000041881	1	213719994	208018559-213736609	partial-dominant	trans	2.67 	6.59 
ENSRNOG00000044011	8	90631229	87390439-92051934	dominant	trans	2.67 	5.34 
ENSRNOG00000045105	5	34289995	29880911-34289995	partial-dominant	trans	2.67 	5.78 
ENSRNOG00000040487	14	27740603	27740603-89305232	dominant	trans	2.67 	5.55 
ENSRNOG00000017962	17	37188819	36928093-38337197	partial-dominant	cis	2.67 	31.43 
ENSRNOG00000025897	2	251815859	240879563-251819952	partial-dominant	trans	2.67 	5.95 
ENSRNOG00000020391	19	36845400	36812725-37833830	partial-dominant	cis	2.66 	7.32 
ENSRNOG00000010220	8	94989995	94989995-95127975	partial-dominant	trans	2.66 	18.15 
ENSRNOG00000009488	9	19311344	19184849-19473960	dominant	trans	2.66 	5.41 
ENSRNOG00000004876	5	31932146	31655767-32315436	partial-dominant	trans	2.65 	5.50 
ENSRNOG00000025295	16	43236108	43236108-44452507	partial-dominant	trans	2.65 	5.69 
ENSRNOG00000020233	16	74443503	73692627-74522413	partial-dominant	trans	2.65 	6.07 
ENSRNOG00000008050	5	70696356	70673424-72644808	overdominant	trans	2.65 	5.53 
ENSRNOG00000005634	18	60892812	60478425-60953949	dominant	trans	2.65 	6.21 
ENSRNOG00000018666	16	43236108	43236108-46992697	partial-dominant	trans	2.64 	5.81 
ENSRNOG00000021002	16	3619990	3619990-3879810	partial-dominant	trans	2.64 	5.88 
ENSRNOG00000016217	17	71964940	70899875-72105828	partial-dominant	cis	2.64 	36.90 
ENSRNOG00000028625	18	20139653	17671600-20903310	dominant	trans	2.64 	5.87 
ENSRNOG00000010164	7	107454682	106758131-108443800	partial-dominant	trans	2.63 	5.94 
ENSRNOG00000012098	8	91687628	90249646-92395025	dominant	trans	2.63 	5.39 
ENSRNOG00000011626	11	81079268	80838886-82118859	partial-dominant	trans	2.63 	5.82 
ENSRNOG00000029834	10	35367088	35367088-44987363	dominant	trans	2.62 	6.25 
ENSRNOG00000001795	11	68445212	68445212-68951697	partial-dominant	cis	2.62 	19.45 
ENSRNOG00000042317	6	58606785	57387569-60962942	dominant	trans	2.62 	5.33 
ENSRNOG00000002200	20	22682872	22682872-23114524	partial-dominant	trans	2.62 	6.67 
ENSRNOG00000002200	1	99840906	99811793-100218605	partial-dominant	trans	2.62 	5.29 
ENSRNOG00000025728	5	62907445	62860606-63627835	partial-dominant	trans	2.61 	5.55 
ENSRNOG00000016842	19	55686662	53632216-56286682	dominant	trans	2.61 	6.44 
ENSRNOG00000019802	5	4257641	4257641-7519882	dominant	trans	2.61 	5.36 
ENSRNOG00000022483	11	80129088	78067673-80481432	dominant	trans	2.61 	5.35 
ENSRNOG00000027276	14	13847284	13826909-13847284	dominant	trans	2.60 	6.39 
ENSRNOG00000034499	17	79947086	78103102-80198233	partial-dominant	trans	2.60 	6.06 
ENSRNOG00000019902	1	163167086	158930812-163198492	partial-dominant	trans	2.60 	6.49 
ENSRNOG00000011657	1	123839473	123252489-125067180	partial-dominant	trans	2.60 	6.20 
ENSRNOG00000044136	3	114664363	113941485-118170281	dominant	trans	2.60 	5.32 
ENSRNOG00000006802	4	143095062	142938289-143602303	partial-dominant	cis	2.59 	15.81 
ENSRNOG00000015902	1	191524561	191099948-191658632	partial-dominant	cis	2.59 	13.49 
ENSRNOG00000032316	2	82601223	82601223-82635845	dominant	trans	2.59 	5.31 
ENSRNOG00000040782	2	59539840	54790583-62527188	dominant	trans	2.59 	5.60 
ENSRNOG00000018338	8	115905077	108983923-115932042	partial-dominant	trans	2.59 	5.84 
ENSRNOG00000008686	5	7519882	4630492-10240963	partial-dominant	trans	2.59 	6.02 
ENSRNOG00000032553	8	99804606	99559726-99865489	dominant	trans	2.58 	5.90 
ENSRNOG00000011521	8	92088537	90249646-100601870	dominant	trans	2.58 	5.35 
ENSRNOG00000016612	10	30238221	29003670-30238221	dominant	trans	2.58 	5.45 
ENSRNOG00000045033	2	235168703	235168703-235613640	partial-dominant	trans	2.57 	6.77 
ENSRNOG00000034404	12	27086613	26965332-28393038	partial-dominant	cis	2.57 	8.60 
ENSRNOG00000028188	20	14353287	13230130-14401720	overdominant	cis	2.56 	8.11 
ENSRNOG00000013178	7	108085716	106758131-108443800	dominant	trans	2.56 	5.97 
ENSRNOG00000036696	4	185683739	185438131-186014523	partial-dominant	trans	2.56 	5.65 
ENSRNOG00000008829	6	35889197	34855093-36254903	partial-dominant	trans	2.55 	5.88 
ENSRNOG00000018974	19	55686662	53896413-56286682	dominant	trans	2.55 	6.92 
ENSRNOG00000036095	5	149798782	149474642-150011940	partial-dominant	trans	2.55 	7.94 
ENSRNOG00000025119	2	61993879	61993879-74654669	dominant	trans	2.55 	5.75 
ENSRNOG00000042799	7	105411838	105411838-108443800	dominant	trans	2.55 	5.82 
ENSRNOG00000009792	19	55686662	53632216-56286682	dominant	trans	2.54 	6.25 
ENSRNOG00000015660	10	12524456	11955859-87068126	dominant	trans	2.54 	5.36 
ENSRNOG00000042987	1	2518973	2193028-8711069	dominant	trans	2.54 	5.56 
ENSRNOG00000042791	18	64742314	64742314-65119999	partial-dominant	trans	2.54 	5.77 
ENSRNOG00000031785	7	140494349	140494349-140734914	partial-dominant	cis	2.54 	18.96 
ENSRNOG00000027260	18	55953299	54998182-57752509	partial-dominant	trans	2.53 	5.58 
ENSRNOG00000012924	2	51134656	51134656-51369580	partial-dominant	trans	2.53 	5.89 
ENSRNOG00000030712	20	4842027	4842027-5238174	partial-dominant	cis	2.53 	29.54 
ENSRNOG00000018683	1	194092390	194092390-194099944	partial-dominant	cis	2.51 	16.92 
ENSRNOG00000012721	19	31474162	31208883-32102264	dominant	cis	2.51 	9.19 
ENSRNOG00000023071	5	58804039	58523631-74018329	dominant	trans	2.51 	5.46 
ENSRNOG00000042867	19	55686662	53632216-56286682	dominant	trans	2.51 	5.66 
ENSRNOG00000001602	7	25051481	24792989-122120120	overdominant	trans	2.51 	5.31 
ENSRNOG00000010077	5	4257641	4257641-4916353	dominant	trans	2.51 	5.60 
ENSRNOG00000042689	8	113985663	113879489-115605713	partial-dominant	cis	2.50 	13.77 
ENSRNOG00000001877	9	8068563	8068563-8068563	dominant	trans	2.50 	5.83 
ENSRNOG00000017969	18	22864092	22864092-23630250	partial-dominant	trans	2.50 	6.31 
ENSRNOG00000000233	5	86189555	84570353-161350863	dominant	trans	2.50 	5.43 
ENSRNOG00000040487	6	37680912	37433425-37843306	partial-dominant	trans	2.50 	6.53 
ENSRNOG00000029998	1	211771039	209160252-213210268	partial-dominant	cis	2.50 	13.76 
ENSRNOG00000028664	1	7401755	6334782-182546056	dominant	trans	2.49 	5.40 
ENSRNOG00000006920	14	89443513	88678829-89445924	partial-dominant	trans	2.49 	5.77 
ENSRNOG00000003950	3	14728161	13699099-14816201	dominant	trans	2.49 	5.94 
ENSRNOG00000027472	18	17271764	16432040-17588777	dominant	trans	2.49 	5.58 
ENSRNOG00000014455	7	89964629	89964629-92592073	partial-dominant	trans	2.48 	5.66 
ENSRNOG00000017329	14	19026003	18700625-19800730	partial-dominant	trans	2.48 	6.10 
ENSRNOG00000039227	13	59009081	55608415-59814043	dominant	cis	2.48 	6.95 
ENSRNOG00000026813	2	31462495	30703369-31467565	partial-dominant	trans	2.48 	20.80 
ENSRNOG00000024055	1	85877596	85670280-85884272	partial-dominant	cis	2.48 	11.94 
ENSRNOG00000034133	1	162915921	158930812-165616390	overdominant	cis	2.47 	5.30 
ENSRNOG00000023476	10	105538993	105197690-105971490	partial-dominant	cis	2.47 	16.92 
ENSRNOG00000041650	14	6803586	5313455-7035646	dominant	trans	2.47 	5.59 
ENSRNOG00000000036	13	44091677	44091677-44951910	dominant	cis	2.47 	9.38 
ENSRNOG00000042910	7	105411838	105411838-105935627	partial-dominant	trans	2.47 	6.01 
ENSRNOG00000008872	1	119975273	119975273-122587279	partial-dominant	trans	2.47 	5.46 
ENSRNOG00000031409	9	101517292	91815319-105634812	partial-dominant	trans	2.46 	5.75 
ENSRNOG00000016866	8	90586427	88935605-92788810	partial-dominant	trans	2.46 	5.50 
ENSRNOG00000020977	8	79633129	79633129-79811605	partial-dominant	trans	2.46 	29.79 
ENSRNOG00000023968	19	30451491	10944262-30998529	partial-dominant	trans	2.46 	5.51 
ENSRNOG00000038902	5	3036241	2995347-3812752	overdominant	trans	2.46 	5.38 
ENSRNOG00000014739	19	56271920	53632216-56286682	dominant	trans	2.46 	6.12 
ENSRNOG00000010812	3	59181119	59181119-59290579	dominant	cis	2.45 	6.48 
ENSRNOG00000002181	1	118321934	117767515-123510855	partial-dominant	trans	2.45 	5.55 
ENSRNOG00000007804	4	34014725	34014725-34014725	overdominant	cis	2.45 	6.12 
ENSRNOG00000044439	5	62622805	62622805-62681375	partial-dominant	cis	2.44 	19.61 
ENSRNOG00000019723	7	108085716	103668308-109790083	partial-dominant	trans	2.44 	6.93 
ENSRNOG00000042638	6	58606785	57754554-59360444	dominant	trans	2.43 	5.40 
ENSRNOG00000011057	19	10973704	10973704-11020782	partial-dominant	trans	2.43 	5.89 
ENSRNOG00000028386	19	56284926	53632216-56286682	dominant	trans	2.43 	6.45 
ENSRNOG00000036559	10	45038954	44307877-45326589	partial-dominant	trans	2.43 	5.30 
ENSRNOG00000042761	1	124961766	122801177-125508479	dominant	trans	2.42 	5.87 
ENSRNOG00000004768	4	170275052	170247946-170683817	partial-dominant	trans	2.42 	5.96 
ENSRNOG00000010867	8	32354249	32327251-32421233	partial-dominant	trans	2.42 	6.20 
ENSRNOG00000000923	4	144966911	144913361-145663673	partial-dominant	trans	2.42 	5.48 
ENSRNOG00000005193	10	55710025	55248690-55965189	partial-dominant	cis	2.42 	29.02 
ENSRNOG00000037114	12	2534122	2422299-4234117	dominant	trans	2.42 	5.31 
ENSRNOG00000024433	1	154021810	152583209-232014456	partial-dominant	trans	2.42 	6.31 
ENSRNOG00000002585	16	43979663	43236108-44535400	partial-dominant	trans	2.42 	5.89 
ENSRNOG00000005114	20	36570746	35542436-38885481	dominant	trans	2.41 	6.13 
ENSRNOG00000004440	19	55686662	53632216-56286682	dominant	trans	2.41 	6.30 
ENSRNOG00000024073	1	199523556	199516428-202586671	partial-dominant	cis	2.41 	13.67 
ENSRNOG00000043178	17	36285140	35617778-38337197	dominant	trans	2.41 	5.90 
ENSRNOG00000022623	7	122511768	116972882-123179486	partial-dominant	cis	2.41 	6.96 
ENSRNOG00000029128	7	120805216	116972882-120926690	partial-dominant	cis	2.41 	6.34 
ENSRNOG00000024214	14	7140583	3330715-7527787	partial-dominant	trans	2.40 	9.92 
ENSRNOG00000034140	16	71550939	71144734-72240262	partial-dominant	cis	2.40 	12.96 
ENSRNOG00000035546	13	41661119	39891424-41685626	dominant	trans	2.39 	5.54 
ENSRNOG00000017036	18	62032112	62003301-62581778	partial-dominant	cis	2.39 	11.79 
ENSRNOG00000033307	4	161814674	161442362-162332753	partial-dominant	trans	2.38 	17.56 
ENSRNOG00000014815	5	4257641	4257641-4916353	dominant	trans	2.38 	5.80 
ENSRNOG00000024460	1	120044107	119943288-120467095	partial-dominant	cis	2.38 	12.16 
ENSRNOG00000000716	11	3473418	717910-3533689	partial-dominant	cis	2.38 	9.76 
ENSRNOG00000009121	2	218024267	217638676-220266445	dominant	trans	2.37 	5.41 
ENSRNOG00000030398	4	9375034	9375034-9467944	partial-dominant	trans	2.37 	5.75 
ENSRNOG00000006340	6	21554507	20956027-22443212	partial-dominant	cis	2.37 	6.22 
ENSRNOG00000043263	2	206115448	205944952-209219326	partial-dominant	trans	2.36 	6.62 
ENSRNOG00000008842	19	55686662	53632216-56286682	dominant	trans	2.36 	5.47 
ENSRNOG00000017918	4	149476404	142938289-149959021	partial-dominant	trans	2.35 	5.95 
ENSRNOG00000014278	1	136536391	136023646-137899605	partial-dominant	cis	2.35 	13.11 
ENSRNOG00000007902	5	4257641	4257641-17320245	dominant	trans	2.35 	5.81 
ENSRNOG00000020721	8	115800320	113985663-115897879	dominant	cis	2.35 	6.06 
ENSRNOG00000001732	20	47632618	47632618-49236879	dominant	trans	2.35 	6.52 
ENSRNOG00000025516	7	103021801	102098908-105470794	partial-dominant	cis	2.34 	9.71 
ENSRNOG00000001296	12	35528650	35086135-35969047	partial-dominant	cis	2.34 	37.38 
ENSRNOG00000042579	10	10004089	10004089-11162125	partial-dominant	cis	2.34 	14.23 
ENSRNOG00000003927	13	43276318	43276318-43365488	partial-dominant	cis	2.34 	9.94 
ENSRNOG00000044143	17	82336436	82336436-82548023	partial-dominant	trans	2.34 	5.49 
ENSRNOG00000029417	5	125546566	125331451-127045587	partial-dominant	trans	2.33 	5.50 
ENSRNOG00000026219	2	256221717	255819557-256272471	partial-dominant	trans	2.33 	5.78 
ENSRNOG00000010004	14	43917891	43082727-44112608	dominant	trans	2.33 	5.54 
ENSRNOG00000042625	19	56271920	53632216-56286682	dominant	trans	2.33 	6.09 
ENSRNOG00000013014	10	103927655	102874559-103932638	overdominant	trans	2.33 	5.75 
ENSRNOG00000045519	14	98040299	7961565-99713390	dominant	trans	2.33 	5.36 
ENSRNOG00000003880	3	126265152	125912369-127353000	partial-dominant	trans	2.33 	6.28 
ENSRNOG00000008479	1	124999933	123252489-125570112	dominant	trans	2.32 	5.58 
ENSRNOG00000020165	1	238606717	238309215-238880307	dominant	trans	2.32 	7.13 
ENSRNOG00000012287	4	91041290	90507388-91041290	partial-dominant	trans	2.32 	6.16 
ENSRNOG00000045014	2	251129854	248210917-252169022	partial-dominant	trans	2.32 	6.46 
ENSRNOG00000032460	7	72252109	70701899-75525704	partial-dominant	cis	2.32 	6.44 
ENSRNOG00000009197	1	124170919	123252489-125381782	partial-dominant	trans	2.31 	5.92 
ENSRNOG00000020086	2	61190693	61146907-63001412	dominant	trans	2.31 	5.55 
ENSRNOG00000042987	15	32799165	32786577-33015670	partial-dominant	trans	2.30 	6.80 
ENSRNOG00000001228	14	101782423	12746855-101887782	dominant	trans	2.30 	5.72 
ENSRNOG00000033910	17	34204361	33460935-35582500	partial-dominant	trans	2.30 	5.73 
ENSRNOG00000011541	3	149564077	136993759-149677551	dominant	trans	2.29 	5.44 
ENSRNOG00000000977	10	102569477	100912959-102851978	dominant	trans	2.29 	5.71 
ENSRNOG00000042576	3	89600670	89561263-92157252	partial-dominant	cis	2.28 	23.36 
ENSRNOG00000035145	7	30311998	30311998-30311998	partial-dominant	trans	2.28 	5.39 
ENSRNOG00000042172	2	61658893	61067282-61658893	dominant	trans	2.27 	6.06 
ENSRNOG00000031640	14	89002156	88309189-89472615	dominant	trans	2.27 	5.28 
ENSRNOG00000031400	10	54094584	52175157-54937209	dominant	cis	2.26 	7.63 
ENSRNOG00000022982	9	92681217	92512279-93299139	partial-dominant	cis	2.26 	5.81 
ENSRNOG00000005924	3	133129055	132376564-133177826	partial-dominant	cis	2.26 	16.19 
ENSRNOG00000037439	9	103235607	103235607-103283594	dominant	trans	2.25 	5.58 
ENSRNOG00000004158	5	4257641	4257641-7519882	partial-dominant	trans	2.25 	5.66 
ENSRNOG00000028844	19	35515125	35156646-35859887	partial-dominant	cis	2.25 	25.48 
ENSRNOG00000010932	19	55686662	52322162-56286682	dominant	trans	2.25 	5.35 
ENSRNOG00000043001	15	32083425	31765696-34558666	partial-dominant	trans	2.24 	7.62 
ENSRNOG00000031980	11	70336587	69938182-70459000	partial-dominant	trans	2.24 	6.32 
ENSRNOG00000032182	7	7461306	1372486-10274237	partial-dominant	cis	2.24 	32.04 
ENSRNOG00000026772	10	100267794	99625879-100653964	partial-dominant	trans	2.24 	5.52 
ENSRNOG00000020263	17	33354750	32884403-35171627	partial-dominant	trans	2.23 	6.46 
ENSRNOG00000018953	7	125956338	125713633-125973349	partial-dominant	trans	2.23 	5.68 
ENSRNOG00000001239	20	13116572	10041144-14401720	overdominant	cis	2.23 	6.03 
ENSRNOG00000008276	8	92088537	89423159-93214409	dominant	trans	2.23 	5.39 
ENSRNOG00000021974	1	24516554	24516554-24517196	partial-dominant	trans	2.22 	5.33 
ENSRNOG00000018071	5	63366047	62860606-63627835	partial-dominant	trans	2.22 	5.37 
ENSRNOG00000010170	7	48282561	47847656-54152472	partial-dominant	trans	2.22 	5.56 
ENSRNOG00000039863	9	8475750	7688721-8690339	partial-dominant	trans	2.22 	5.62 
ENSRNOG00000025645	16	43635349	43227904-47327684	overdominant	trans	2.21 	5.44 
ENSRNOG00000038499	4	138463502	138463502-164002443	partial-dominant	trans	2.21 	5.49 
ENSRNOG00000038453	6	136201300	135100563-136488946	partial-dominant	trans	2.21 	18.51 
ENSRNOG00000020936	8	115862644	113879489-115946889	partial-dominant	cis	2.21 	8.92 
ENSRNOG00000027595	8	14781329	13539180-14829622	partial-dominant	trans	2.21 	5.39 
ENSRNOG00000013408	1	220562732	220339638-220562732	dominant	trans	2.21 	6.44 
ENSRNOG00000040272	16	73692627	73692627-74884827	partial-dominant	trans	2.21 	5.51 
ENSRNOG00000009418	2	62381420	61560921-141262106	partial-dominant	trans	2.20 	5.85 
ENSRNOG00000019288	14	74609452	7578103-75719673	dominant	trans	2.20 	5.43 
ENSRNOG00000020253	20	10041144	10041144-35772358	partial-dominant	trans	2.19 	5.30 
ENSRNOG00000007142	8	27521885	24176079-27521885	partial-dominant	cis	2.19 	8.17 
ENSRNOG00000019467	3	146089565	145802585-147079667	partial-dominant	cis	2.19 	11.20 
ENSRNOG00000007758	1	230442663	99142076-232053147	partial-dominant	trans	2.19 	5.39 
ENSRNOG00000003641	6	21691985	21502283-21863958	partial-dominant	trans	2.18 	5.50 
ENSRNOG00000037752	1	193316498	190557917-193417452	dominant	trans	2.18 	6.26 
ENSRNOG00000023289	18	3601956	3179776-5126519	dominant	trans	2.17 	5.31 
ENSRNOG00000001699	7	134882013	134822078-135182199	partial-dominant	trans	2.17 	5.32 
ENSRNOG00000026718	4	165664932	163785747-165666659	dominant	cis	2.17 	7.85 
ENSRNOG00000000799	20	2996469	385786-3999838	partial-dominant	cis	2.16 	7.51 
ENSRNOG00000012329	16	61417641	61326648-61570551	partial-dominant	cis	2.16 	19.56 
ENSRNOG00000039741	10	62952173	58239979-67872289	partial-dominant	trans	2.15 	5.48 
ENSRNOG00000005717	4	170014120	169040674-170822179	partial-dominant	cis	2.15 	11.80 
ENSRNOG00000042649	8	5736456	3645368-11100331	partial-dominant	trans	2.15 	5.59 
ENSRNOG00000001048	19	56284926	53680558-56286682	partial-dominant	trans	2.14 	5.36 
ENSRNOG00000023340	4	152583553	151879105-153541530	partial-dominant	cis	2.14 	9.44 
ENSRNOG00000003479	6	21691985	19954169-21863958	partial-dominant	trans	2.14 	5.72 
ENSRNOG00000015904	19	49846994	49630347-49850023	partial-dominant	cis	2.13 	19.70 
ENSRNOG00000003464	10	105197690	105197690-105850227	partial-dominant	cis	2.13 	16.39 
ENSRNOG00000024825	13	70651999	70201616-71190217	partial-dominant	cis	2.13 	18.97 
ENSRNOG00000010406	3	7451536	6352693-7748606	partial-dominant	cis	2.13 	5.80 
ENSRNOG00000030406	9	2663051	39826-96964555	dominant	trans	2.13 	5.94 
ENSRNOG00000009436	1	238611638	238309215-238880307	partial-dominant	trans	2.13 	11.66 
ENSRNOG00000033096	3	131723726	130952918-131759885	partial-dominant	cis	2.12 	6.82 
ENSRNOG00000001441	12	22074157	19536836-22254097	partial-dominant	cis	2.12 	8.02 
ENSRNOG00000042825	19	29545128	29545128-29750784	dominant	trans	2.12 	5.39 
ENSRNOG00000034228	4	177251114	176693279-177382928	partial-dominant	cis	2.12 	7.55 
ENSRNOG00000011858	5	24668564	24668564-24819867	partial-dominant	trans	2.12 	6.84 
ENSRNOG00000010720	8	92088537	90249646-99293345	dominant	trans	2.11 	5.46 
ENSRNOG00000005659	19	56271920	10973704-56286682	dominant	trans	2.11 	5.56 
ENSRNOG00000027513	3	170535159	170214183-171002030	partial-dominant	cis	2.10 	32.49 
ENSRNOG00000011649	1	41297964	41295648-41378735	partial-dominant	trans	2.10 	6.81 
ENSRNOG00000010468	10	12555092	11955859-13542000	partial-dominant	trans	2.10 	5.34 
ENSRNOG00000037289	8	111820294	111530032-112415174	dominant	cis	2.10 	7.79 
ENSRNOG00000027456	19	10973704	10973704-11020782	partial-dominant	trans	2.09 	5.60 
ENSRNOG00000029924	1	94531485	93917362-94531485	partial-dominant	cis	2.09 	12.03 
