trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S35166884	6	146777774	partial-dominant	5.37 	6	147858866	147859795
gnl.UG.Ssc.S22271675	3	78161302	additive	30.20 	NA	NA	NA
OVRM1_0206_B07	9	100282240	partial-dominant	5.18 	3	51082499	51127523
gnl.UG.Ssc.S23768582	11	12339098	partial-dominant	16.32 	11	12264417	12281396
gnl.UG.Ssc.S26712478	7	62793931	dominant	4.81 	9	143468209	143497706
gnl.UG.Ssc.S31119644	9	116511381	partial-dominant	6.62 	NA	NA	NA
gnl.UG.Ssc.S31134054	5	23079108	partial-dominant	14.68 	5	23306962	23332964
gnl.UG.Ssc.S31134054	1	143720476	partial-dominant	14.68 	5	23306962	23332964
gnl.UG.Ssc.S35165417	14	18698003	partial-dominant	7.93 	NA	NA	NA
gnl.UG.Ssc.S35172989	11	219600	partial-dominant	5.26 	11	458933	515720
gnl.UG.Ssc.S41658108	8	16014162	partial-dominant	5.23 	X	143478837	143494122
gnl.UG.Ssc.S34518344	3	24387051	partial-dominant	6.80 	3	24287300	24412658
gnl.UG.Ssc.S35166373	13	14816133	additive	14.30 	4	103366817	103389293
TCH01_0046_B03	1	212598475	partial-dominant	5.49 	1	212633409	212644737
gnl.UG.Ssc.S35172352	11	5042096	partial-dominant	7.55 	NA	NA	NA
gnl.UG.Ssc.S23769307	2	2632804	partial-dominant	12.80 	NA	NA	NA
LVR01_0063_A05	3	122906094	partial-dominant	6.09 	3	118796212	118823340
gnl.UG.Ssc.S17524616	7	9731170	partial-dominant	4.97 	NA	NA	NA
gnl.UG.Ssc.S46880006	4	101428842	partial-dominant	9.88 	4	103579365	103587021
gnl.UG.Ssc.S35168330	7	54688117	partial-dominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S40548069	16	29513888	partial-dominant	4.77 	NA	NA	NA
SMG01_0032_H04	13	29929800	additive	11.27 	13	32830280	32901126
gnl.UG.Ssc.S18277491	7	7187201	additive	11.08 	NA	NA	NA
gnl.UG.Ssc.S26725671	8	104687331	additive	11.56 	NA	NA	NA
gnl.UG.Ssc.S38675458	6	112385654	partial-dominant	4.92 	12	20029801	20091791
gnl.UG.Ssc.S16513401	1	54144185	partial-dominant	7.51 	NA	NA	NA
gnl.UG.Ssc.S40056037	12	19195079	additive	23.07 	NA	NA	NA
gnl.UG.Ssc.S17509806	5	68352730	partial-dominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S23213486	4	95052349	partial-dominant	5.83 	4	89529321	89550560
gnl.UG.Ssc.S40416673	7	123208314	partial-dominant	5.35 	8	19207126	19303275
gnl.UG.Ssc.S39884838	12	7493113	partial-dominant	5.32 	12	4861484	4888174
gnl.UG.Ssc.S26715729	17	34226441	partial-dominant	7.26 	NA	NA	NA
gnl.UG.Ssc.S23700688	13	203843598	partial-dominant	5.11 	13	72863221	72885876
LNG01_0110_B02	1	309125803	partial-dominant	7.81 	6	51907469	51911185
OVR01_0093_D10	9	137868015	partial-dominant	4.62 	NA	NA	NA
gnl.UG.Ssc.S35166390	3	48135017	partial-dominant	4.55 	9	7597136	7659546
gnl.UG.Ssc.S35164372	15	57530002	partial-dominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S35164505	13	188878205	partial-dominant	4.74 	GL896192.1	22131	29229
gnl.UG.Ssc.S35166939	3	53647013	additive	17.26 	NA	NA	NA
gnl.UG.Ssc.S18550750	1	226538765	partial-dominant	9.77 	NA	NA	NA
gnl.UG.Ssc.S35166160	5	64151037	partial-dominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S40075354	6	14247509	partial-dominant	4.60 	NA	NA	NA
OVR01_0029_H10	6	154681155	partial-dominant	4.94 	6	153408231	153411931
OVRM1_0152_D04	7	98483508	additive	14.69 	7	95472880	95508380
gnl.UG.Ssc.S35166892	8	1129887	partial-dominant	4.57 	GL896483.1	1992	2285
gnl.UG.Ssc.S40206633	18	39566203	partial-dominant	4.71 	18	40219849	40224536
gnl.UG.Ssc.S35172699	3	13304570	additive	12.72 	NA	NA	NA
OVRM1_0206_B07	7	62793931	partial-dominant	9.74 	3	51082499	51127523
gnl.UG.Ssc.S23757520	11	69159915	partial-dominant	4.64 	NA	NA	NA
gnl.UG.Ssc.S46879107	12	55002053	partial-dominant	11.22 	NA	NA	NA
gnl.UG.Ssc.S35171694	12	12686031	partial-dominant	9.24 	12	12359499	12370704
gnl.UG.Ssc.S46877484	7	37288793	partial-dominant	5.36 	13	73271290	73278801
gnl.UG.Ssc.S26712478	3	21528275	partial-dominant	19.14 	9	143468209	143497706
gnl.UG.Ssc.S35173122	7	4636744	partial-dominant	13.52 	NA	NA	NA
DCI01_0107_E11	1	143720476	partial-dominant	6.10 	5	38393190	38419059
gnl.UG.Ssc.S17515108	12	10100377	partial-dominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S35169993	6	28375142	partial-dominant	4.69 	9	137972543	138217904
gnl.UG.Ssc.S31100926	14	109718042	partial-dominant	4.59 	NA	NA	NA
SKNB1_0077_C09	10	9818909	partial-dominant	6.00 	2	3992424	4000951
gnl.UG.Ssc.S18381720	5	18335262	partial-dominant	4.57 	NA	NA	NA
gnl.UG.Ssc.S18378982	3	21495074	dominant	4.60 	NA	NA	NA
gnl.UG.Ssc.S40110774	8	3779973	partial-dominant	8.69 	NA	NA	NA
gnl.UG.Ssc.S35165046	13	203843598	partial-dominant	4.99 	13	206941045	206971927
gnl.UG.Ssc.S46876443	1	101903535	partial-dominant	10.50 	14	55126777	55130922
gnl.UG.Ssc.S40555834	13	71795001	additive	9.78 	NA	NA	NA
gnl.UG.Ssc.S20944362	13	111921377	partial-dominant	4.68 	NA	NA	NA
gnl.UG.Ssc.S40196769	10	11611561	partial-dominant	4.75 	NA	NA	NA
gnl.UG.Ssc.S40122963	3	112626652	additive	18.45 	3	112970344	113064849
gnl.UG.Ssc.S18547496	14	107516607	partial-dominant	4.53 	10	15124441	15129031
gnl.UG.Ssc.S40553369	1	309125803	partial-dominant	5.06 	NA	NA	NA
gnl.UG.Ssc.S23692109	18	51012467	partial-dominant	5.47 	NA	NA	NA
OVRM1_0048_C08	6	121822326	partial-dominant	7.40 	NA	NA	NA
PTG01_0100_E02	4	3286257	partial-dominant	5.26 	NA	NA	NA
gnl.UG.Ssc.S40014508	1	307543306	partial-dominant	6.90 	NA	NA	NA
gnl.UG.Ssc.S35168542	10	25845373	partial-dominant	11.64 	NA	NA	NA
gnl.UG.Ssc.S40399317	2	67468455	partial-dominant	5.14 	1	110449865	110468003
gnl.UG.Ssc.S40591445	4	119619907	partial-dominant	8.09 	6	96440979	96441450
gnl.UG.Ssc.S18547766	4	10686153	partial-dominant	4.63 	NA	NA	NA
gnl.UG.Ssc.S40207081	10	51028164	partial-dominant	4.67 	NA	NA	NA
THY01_0114_B07	5	20350372	partial-dominant	13.91 	NA	NA	NA
gnl.UG.Ssc.S39931982	17	22937340	partial-dominant	4.82 	NA	NA	NA
gnl.UG.Ssc.S24318161	9	22198816	partial-dominant	7.70 	14	41196286	41208970
ITT01_0070_C06	14	77387287	partial-dominant	5.03 	NA	NA	NA
gnl.UG.Ssc.S40407699	10	9818909	partial-dominant	4.66 	NA	NA	NA
SMG01_0072_H09	4	134130715	partial-dominant	11.58 	NA	NA	NA
gnl.UG.Ssc.S46888458	17	68253201	partial-dominant	4.73 	17	66304009	66423430
gnl.UG.Ssc.S18387140	14	151155272	partial-dominant	6.95 	NA	NA	NA
gnl.UG.Ssc.S31133831	3	139812530	partial-dominant	8.20 	NA	NA	NA
OVR01_0046_B06	6	96094515	additive	14.37 	NA	NA	NA
gnl.UG.Ssc.S46877209	14	119955763	dominant	7.01 	14	122727505	122924928
gnl.UG.Ssc.S35171226	4	119619907	additive	10.31 	1	310124469	310140583
gnl.UG.Ssc.S40089891	12	39670623	partial-dominant	17.28 	NA	NA	NA
gnl.UG.Ssc.S35165065	11	84452512	partial-dominant	5.51 	11	86717325	86763491
gnl.UG.Ssc.S35165404	12	53907898	partial-dominant	8.14 	12	55545614	55547253
gnl.UG.Ssc.S40316653	2	6687560	partial-dominant	12.20 	2	6497805	6512966
gnl.UG.Ssc.S46878796	7	105752757	additive	31.40 	7	106553043	106564932
gnl.UG.Ssc.S35167726	13	32708906	partial-dominant	4.85 	13	33557790	33572146
gnl.UG.Ssc.S26648854	9	53105917	partial-dominant	11.14 	9	51595405	51614008
PTG01_0106_C09	12	27209869	dominant	5.32 	NA	NA	NA
gnl.UG.Ssc.S35172787	3	70024504	partial-dominant	4.90 	3	81192659	81231820
gnl.UG.Ssc.S6072437	8	145314534	partial-dominant	4.96 	3	41385148	41386877
gnl.UG.Ssc.S35166649	3	66738143	partial-dominant	5.15 	GL893953.2	105743	117192
gnl.UG.Ssc.S35164705	1	63541683	partial-dominant	6.68 	2	59390286	59400215
gnl.UG.Ssc.S35174294	1	34592715	partial-dominant	11.31 	1	34705599	34758122
gnl.UG.Ssc.S40104292	9	769845	partial-dominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S19540140	15	151295030	partial-dominant	6.53 	15	153946104	153950517
gnl.UG.Ssc.S46878752	7	64909501	partial-dominant	8.46 	7	64342172	64354032
gnl.UG.Ssc.S6665943	3	13304570	partial-dominant	7.04 	NA	NA	NA
gnl.UG.Ssc.S23764385	7	35177641	partial-dominant	5.65 	NA	NA	NA
gnl.UG.Ssc.S29991166	10	35337090	additive	19.03 	NA	NA	NA
gnl.UG.Ssc.S18308121	5	17929511	additive	19.17 	NA	NA	NA
gnl.UG.Ssc.S23212788	10	14991518	partial-dominant	7.33 	NA	NA	NA
gnl.UG.Ssc.S19550340	17	11718630	partial-dominant	4.89 	9	14154665	14294357
gnl.UG.Ssc.S23770850	1	309088209	partial-dominant	9.19 	10	28159208	28169382
gnl.UG.Ssc.S18557416	1	308971674	partial-dominant	6.86 	6	69920824	69928175
gnl.UG.Ssc.S18353913	10	54839	partial-dominant	4.74 	3	14855655	14946253
PBL01_0010_F07	13	159112745	partial-dominant	5.02 	7	47257972	47259264
gnl.UG.Ssc.S35170503	12	62850561	additive	40.88 	GL893887.1	5398	19203
gnl.UG.Ssc.S31133898	9	36536908	additive	17.47 	NA	NA	NA
gnl.UG.Ssc.S6082166	3	25531453	dominant	5.40 	NA	NA	NA
gnl.UG.Ssc.S35170534	3	134747453	partial-dominant	4.55 	18	47238397	47273722
DCI01_0081_F12	10	27600557	partial-dominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S14900094	1	68359366	partial-dominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S40556707	16	26740187	partial-dominant	6.21 	GL893762.1	54891	103936
gnl.UG.Ssc.S19546082	14	98899506	partial-dominant	5.51 	NA	NA	NA
gnl.UG.Ssc.S17517980	7	126521048	partial-dominant	4.94 	5	93642863	93657312
gnl.UG.Ssc.S18556488	2	144731521	partial-dominant	11.68 	2	149731441	149747404
gnl.UG.Ssc.S35170907	12	21057842	partial-dominant	14.90 	12	20462461	20470186
gnl.UG.Ssc.S39981540	1	271733106	additive	23.99 	NA	NA	NA
gnl.UG.Ssc.S26725269	13	25073183	partial-dominant	6.23 	13	23693327	23766755
gnl.UG.Ssc.S31123896	2	20249152	additive	62.43 	2	20459951	20659074
OVRM1_0216_B04	13	210652085	partial-dominant	12.97 	13	212084504	212156974
gnl.UG.Ssc.S23695399	15	72871951	partial-dominant	14.61 	NA	NA	NA
gnl.UG.Ssc.S35169628	5	12741069	partial-dominant	5.44 	NA	NA	NA
gnl.UG.Ssc.S18547573	9	149185477	partial-dominant	12.21 	NA	NA	NA
gnl.UG.Ssc.S40052567	3	72986757	partial-dominant	6.85 	3	72771451	72774355
gnl.UG.Ssc.S41658116	6	66475108	partial-dominant	4.98 	GL896145.1	517	1039
gnl.UG.Ssc.S17525823	4	38565884	partial-dominant	7.99 	NA	NA	NA
gnl.UG.Ssc.S35173712	10	2170271	partial-dominant	7.08 	10	2543423	2546894
gnl.UG.Ssc.S35166390	9	11645911	partial-dominant	8.58 	9	7597136	7659546
SKNB1_0035_B11	16	57990322	partial-dominant	6.08 	NA	NA	NA
DCI01_0078_A09	10	76423843	additive	12.16 	3	57567063	57579598
gnl.UG.Ssc.S19542753	15	22259886	partial-dominant	5.71 	NA	NA	NA
gnl.UG.Ssc.S23213546	15	138397090	partial-dominant	11.52 	3	77665511	77683806
gnl.UG.Ssc.S35170561	6	107369012	partial-dominant	4.99 	JH118558.1	22943	34814
gnl.UG.Ssc.S35171418	1	280723882	partial-dominant	10.83 	1	283259091	283266590
gnl.UG.Ssc.S26648597	13	14816133	additive	30.44 	4	103449082	103455256
PBL01_0060_G01	5	111166591	partial-dominant	7.62 	NA	NA	NA
gnl.UG.Ssc.S46880152	4	142201639	additive	32.23 	4	142246490	142276543
gnl.UG.Ssc.S35170411	3	9491312	partial-dominant	6.85 	NA	NA	NA
gnl.UG.Ssc.S35173418	15	10410911	partial-dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S34520817	16	21036737	partial-dominant	6.37 	16	40637279	40654842
gnl.UG.Ssc.S35167878	3	70824263	partial-dominant	6.00 	NA	NA	NA
gnl.UG.Ssc.S6005867	10	20485599	partial-dominant	6.03 	NA	NA	NA
DCI01_0078_A09	12	24361576	additive	12.21 	3	57567063	57579598
SPL01_0001_H09	5	25038955	partial-dominant	5.77 	NA	NA	NA
gnl.UG.Ssc.S35168330	12	18740754	additive	18.84 	NA	NA	NA
gnl.UG.Ssc.S35170611	14	66239887	partial-dominant	10.07 	14	53659842	53683337
gnl.UG.Ssc.S23700568	2	136483908	additive	16.80 	2	138700892	138706953
SMG01_0092_C02	8	28679184	partial-dominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S40492996	1	309088209	partial-dominant	5.56 	NA	NA	NA
gnl.UG.Ssc.S35172318	16	24688968	partial-dominant	5.67 	NA	NA	NA
gnl.UG.Ssc.S29463549	7	124092439	partial-dominant	26.34 	NA	NA	NA
gnl.UG.Ssc.S39807644	15	36466755	additive	23.81 	NA	NA	NA
gnl.UG.Ssc.S40245911	1	199973047	overdominant	4.82 	NA	NA	NA
DCI01_0073_B09	12	59387465	partial-dominant	4.64 	NA	NA	NA
gnl.UG.Ssc.S23213505	15	26384045	partial-dominant	5.26 	3	77602768	77616833
gnl.UG.Ssc.S35171841	11	26560250	partial-dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S26720937	10	9818909	partial-dominant	6.74 	NA	NA	NA
gnl.UG.Ssc.S35166046	6	44136493	partial-dominant	4.64 	GL896446.1	19174	24488
gnl.UG.Ssc.S35165412	17	44369566	partial-dominant	5.93 	2	76698395	76699720
gnl.UG.Ssc.S35173288	10	25845373	partial-dominant	4.90 	NA	NA	NA
gnl.UG.Ssc.S46881172	1	299838309	partial-dominant	5.77 	1	302576514	302581314
gnl.UG.Ssc.S23696740	5	1564099	partial-dominant	5.05 	4	106925462	107034070
gnl.UG.Ssc.S23758884	13	107689195	partial-dominant	6.05 	NA	NA	NA
gnl.UG.Ssc.S40099154	6	39511968	partial-dominant	16.89 	6	41156402	41184718
LNG01_0069_H10	13	142131038	partial-dominant	14.19 	13	142805249	142869979
gnl.UG.Ssc.S18554486	14	103312088	partial-dominant	4.68 	NA	NA	NA
HTMT1_0072_A11	18	6733601	additive	25.81 	NA	NA	NA
gnl.UG.Ssc.S49953836	6	72452853	partial-dominant	5.07 	NA	NA	NA
gnl.UG.Ssc.S19542661	3	26537702	additive	46.64 	GL893735.2	66227	76731
gnl.UG.Ssc.S40342578	1	309883952	partial-dominant	5.87 	NA	NA	NA
gnl.UG.Ssc.S35168389	14	21386789	additive	36.53 	NA	NA	NA
gnl.UG.Ssc.S35172918	8	58703308	partial-dominant	6.67 	NA	NA	NA
gnl.UG.Ssc.S19548396	18	53734697	partial-dominant	4.75 	NA	NA	NA
gnl.UG.Ssc.S40294793	16	38004706	partial-dominant	6.71 	NA	NA	NA
gnl.UG.Ssc.S35169697	7	42275330	partial-dominant	6.07 	NA	NA	NA
gnl.UG.Ssc.S40461073	2	145310207	partial-dominant	18.27 	2	145684311	145752899
LVRM1_0052_H01	5	88563475	partial-dominant	12.51 	NA	NA	NA
gnl.UG.Ssc.S26396592	7	80430327	partial-dominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S19550478	2	84987807	partial-dominant	5.16 	2	59129440	59136641
OVR01_0031_E12	14	145186554	partial-dominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S35168514	10	74315515	additive	26.27 	10	75648868	75711038
gnl.UG.Ssc.S23698025	17	51963667	partial-dominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S46880224	4	19453169	partial-dominant	4.65 	4	20522556	20533993
gnl.UG.Ssc.S40208649	3	20550710	partial-dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S35167806	4	116772432	partial-dominant	6.49 	4	116708892	116821627
ITT01_0015_D05	10	58040881	partial-dominant	5.32 	7	26678624	26684662
gnl.UG.Ssc.S40479294	8	139471652	partial-dominant	4.87 	8	141997575	142137195
gnl.UG.Ssc.S40052220	17	3681417	partial-dominant	4.51 	NA	NA	NA
gnl.UG.Ssc.S18381720	8	39691730	partial-dominant	8.03 	NA	NA	NA
gnl.UG.Ssc.S6066273	15	96819292	partial-dominant	14.89 	NA	NA	NA
gnl.UG.Ssc.S35164091	17	43203523	partial-dominant	13.13 	17	42143808	42150802
gnl.UG.Ssc.S6057953	5	82345818	partial-dominant	4.52 	NA	NA	NA
gnl.UG.Ssc.S35170819	3	10298875	partial-dominant	5.06 	3	11276910	11374748
gnl.UG.Ssc.S31123459	14	14418783	partial-dominant	9.65 	10	61651758	61800688
UTR01_0103_B06	3	15503429	partial-dominant	4.50 	NA	NA	NA
SMG01_0103_C06	5	80472099	partial-dominant	6.54 	7	10326734	10330696
gnl.UG.Ssc.S26649081	4	7804613	partial-dominant	5.12 	NA	NA	NA
gnl.UG.Ssc.S26722433	14	3557219	additive	28.21 	NA	NA	NA
gnl.UG.Ssc.S18361401	3	129351970	partial-dominant	4.85 	3	128245100	128318833
gnl.UG.Ssc.S17513979	12	57411469	partial-dominant	9.75 	12	57405795	57419222
gnl.UG.Ssc.S40030592	12	3331012	partial-dominant	4.56 	NA	NA	NA
PTG01_0098_C04	13	108197916	partial-dominant	12.40 	13	103717654	103747362
gnl.UG.Ssc.S35164653	1	105922025	partial-dominant	5.83 	NA	NA	NA
gnl.UG.Ssc.S40352145	5	6212431	partial-dominant	7.78 	NA	NA	NA
gnl.UG.Ssc.S23213454	4	61737044	partial-dominant	4.84 	4	61813286	61908322
gnl.UG.Ssc.S16768604	13	70541527	additive	19.23 	13	60422702	60441890
gnl.UG.Ssc.S18274705	10	6354	additive	16.13 	NA	NA	NA
gnl.UG.Ssc.S18381264	15	120062543	partial-dominant	5.88 	15	103617254	103670073
gnl.UG.Ssc.S19548996	15	152354557	dominant	5.00 	NA	NA	NA
gnl.UG.Ssc.S23768398	3	106503678	partial-dominant	5.72 	NA	NA	NA
gnl.UG.Ssc.S23694874	3	105287272	partial-dominant	4.96 	NA	NA	NA
gnl.UG.Ssc.S18379630	10	75923262	partial-dominant	17.04 	NA	NA	NA
gnl.UG.Ssc.S35171403	10	35337090	partial-dominant	10.39 	6	157460445	157496882
gnl.UG.Ssc.S35169937	1	284399778	partial-dominant	7.79 	1	284589320	284600766
gnl.UG.Ssc.S40409780	9	46061894	partial-dominant	15.93 	NA	NA	NA
gnl.UG.Ssc.S35166438	14	51673480	partial-dominant	9.07 	NA	NA	NA
gnl.UG.Ssc.S40433705	6	115583097	partial-dominant	6.38 	NA	NA	NA
gnl.UG.Ssc.S34516183	14	108907175	partial-dominant	11.88 	11	74078931	74079254
gnl.UG.Ssc.S35169244	3	13304570	partial-dominant	5.92 	6	49562279	49569131
PTG01_0025_A10	1	308971674	partial-dominant	6.98 	6	65773242	65789128
gnl.UG.Ssc.S40331654	12	56868845	partial-dominant	9.79 	NA	NA	NA
gnl.UG.Ssc.S35166241	18	43844743	partial-dominant	7.04 	18	44427774	44474940
gnl.UG.Ssc.S40171241	13	938992	partial-dominant	10.64 	NA	NA	NA
gnl.UG.Ssc.S40141028	2	162088043	partial-dominant	7.80 	2	162153945	162155478
gnl.UG.Ssc.S29982058	13	217511093	partial-dominant	6.26 	13	217424357	217438220
SMG01_0103_C06	7	10205205	additive	15.64 	7	10326734	10330696
gnl.UG.Ssc.S46875778	10	77827058	partial-dominant	6.30 	X	102730635	102831134
gnl.UG.Ssc.S26735028	7	14737114	partial-dominant	4.74 	NA	NA	NA
THY01_0066_B03	8	19014542	partial-dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S35168712	3	29097329	partial-dominant	4.54 	14	41123972	41129750
gnl.UG.Ssc.S23755255	6	16236765	partial-dominant	4.88 	NA	NA	NA
SPL01_0034_E10	1	248216880	partial-dominant	10.82 	1	248714681	248883729
gnl.UG.Ssc.S6089840	11	2328318	partial-dominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S35171042	9	82184782	additive	12.11 	9	84879390	84898643
SPL01_0059_H03	2	12122790	partial-dominant	5.34 	2	11807282	11811580
gnl.UG.Ssc.S22275237	12	57854920	partial-dominant	4.95 	NA	NA	NA
gnl.UG.Ssc.S46880659	15	144746875	partial-dominant	4.65 	1	134599618	134689679
ADR01_0049_H07	7	60239151	additive	15.48 	NA	NA	NA
gnl.UG.Ssc.S20116599	4	93070713	partial-dominant	4.73 	4	89027936	89109573
LNG01_0044_A11	5	65613648	partial-dominant	5.13 	5	64521285	64540040
gnl.UG.Ssc.S6013250	8	45750461	partial-dominant	6.93 	NA	NA	NA
gnl.UG.Ssc.S17511731	4	61108803	partial-dominant	7.35 	NA	NA	NA
gnl.UG.Ssc.S46880504	1	125235883	partial-dominant	7.38 	1	120133372	120148220
gnl.UG.Ssc.S23764940	6	23525525	partial-dominant	4.55 	NA	NA	NA
gnl.UG.Ssc.S40049940	18	24285	partial-dominant	5.92 	NA	NA	NA
gnl.UG.Ssc.S35166510	12	19538900	partial-dominant	4.72 	12	20471075	20475435
gnl.UG.Ssc.S35174267	14	63058384	partial-dominant	14.74 	NA	NA	NA
gnl.UG.Ssc.S26722783	3	29028350	partial-dominant	6.43 	3	26734480	26751349
gnl.UG.Ssc.S35170013	4	148835	additive	26.68 	4	384712	387226
gnl.UG.Ssc.S35172076	16	66016093	partial-dominant	5.24 	1	28782260	28798850
gnl.UG.Ssc.S35170693	13	159112745	partial-dominant	6.33 	7	29753837	29756015
gnl.UG.Ssc.S40474136	8	104687331	partial-dominant	7.04 	NA	NA	NA
gnl.UG.Ssc.S35173927	9	51168489	additive	26.34 	9	50266077	50268705
gnl.UG.Ssc.S46876872	14	64406794	partial-dominant	10.19 	14	64073652	64156615
gnl.UG.Ssc.S35166814	1	288316611	partial-dominant	13.04 	NA	NA	NA
gnl.UG.Ssc.S46878960	7	122615408	partial-dominant	7.75 	7	120135532	120208209
DCI01_0029_H04	16	19382426	partial-dominant	6.20 	16	20336754	20350618
gnl.UG.Ssc.S23213508	7	52587993	partial-dominant	7.81 	13	89609655	89630435
gnl.UG.Ssc.S6064788	11	85136926	dominant	4.57 	NA	NA	NA
gnl.UG.Ssc.S17513715	5	86773823	partial-dominant	12.35 	5	86790894	86806999
TES01_0088_B11	4	16481739	partial-dominant	4.68 	4	16881166	16902331
gnl.UG.Ssc.S18556621	1	306907352	partial-dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S35170099	5	92751234	partial-dominant	5.19 	NA	NA	NA
gnl.UG.Ssc.S35169793	14	54837567	partial-dominant	5.64 	GL894009.1	24582	50551
AMP01_0085_E12	4	10686153	partial-dominant	5.15 	9	70877652	70903649
gnl.UG.Ssc.S24455928	6	12857432	partial-dominant	7.04 	6	16587551	16592245
gnl.UG.Ssc.S35171181	6	1829370	partial-dominant	7.92 	NA	NA	NA
gnl.UG.Ssc.S21555658	17	11718630	additive	22.50 	9	9021200	9056758
gnl.UG.Ssc.S35165716	7	12871039	additive	51.65 	7	12850723	12893472
gnl.UG.Ssc.S39911751	7	58529872	partial-dominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S35169244	6	51757391	partial-dominant	5.93 	6	49562279	49569131
gnl.UG.Ssc.S40476580	12	15235766	additive	13.98 	NA	NA	NA
gnl.UG.Ssc.S40204729	12	38196871	additive	17.57 	NA	NA	NA
gnl.UG.Ssc.S35169360	4	2035615	partial-dominant	4.54 	NA	NA	NA
OVRM1_0032_F12	14	873585	additive	45.06 	NA	NA	NA
gnl.UG.Ssc.S18551204	3	93761214	partial-dominant	7.00 	3	83690953	83749571
gnl.UG.Ssc.S46876402	14	25320146	additive	16.67 	14	24875186	24913201
gnl.UG.Ssc.S35172986	8	4414142	partial-dominant	5.53 	8	1298934	1369770
gnl.UG.Ssc.S46877556	13	33148974	partial-dominant	5.75 	NA	NA	NA
gnl.UG.Ssc.S35165568	1	26506878	partial-dominant	10.21 	JH118751.1	7490	18877
gnl.UG.Ssc.S18547454	13	216256842	partial-dominant	18.01 	NA	NA	NA
gnl.UG.Ssc.S23769249	7	71331392	partial-dominant	6.13 	7	73042187	73140678
ADR01_0006_G10	14	66363910	partial-dominant	10.55 	1	204436515	204645216
gnl.UG.Ssc.S23700477	2	157391622	partial-dominant	18.66 	2	158451903	158486259
gnl.UG.Ssc.S17527164	13	146665884	additive	19.08 	NA	NA	NA
gnl.UG.Ssc.S35168028	8	138125221	partial-dominant	9.10 	NA	NA	NA
gnl.UG.Ssc.S35173698	10	64781542	additive	27.27 	NA	NA	NA
gnl.UG.Ssc.S35168919	3	1780525	partial-dominant	13.16 	3	828571	833135
gnl.UG.Ssc.S35171569	14	83171929	partial-dominant	8.69 	NA	NA	NA
gnl.UG.Ssc.S18385460	4	25949471	partial-dominant	5.62 	NA	NA	NA
gnl.UG.Ssc.S35169171	10	72262720	partial-dominant	6.41 	NA	NA	NA
gnl.UG.Ssc.S34500375	1	62989866	partial-dominant	4.91 	NA	NA	NA
PTG01_0086_D02	10	9818909	partial-dominant	13.93 	NA	NA	NA
OVRM1_0001_D07	18	19273778	partial-dominant	4.84 	9	7293518	7348883
PTG01_0029_H01	18	21512653	partial-dominant	6.56 	18	21705351	21714882
gnl.UG.Ssc.S23760280	1	204669827	partial-dominant	5.60 	6	3460332	3474618
gnl.UG.Ssc.S35171945	5	64151037	partial-dominant	4.80 	NA	NA	NA
gnl.UG.Ssc.S35165578	6	154462717	partial-dominant	7.90 	6	153998345	154112791
BKFL1_0086_B08	13	185282146	partial-dominant	7.60 	13	176447368	176506890
gnl.UG.Ssc.S23691805	14	5972386	additive	34.77 	NA	NA	NA
gnl.UG.Ssc.S35164243	16	82163066	partial-dominant	4.64 	NA	NA	NA
ADR01_0051_D09	6	37163254	additive	9.19 	NA	NA	NA
ITT01_0016_E01	13	75597972	partial-dominant	4.70 	NA	NA	NA
gnl.UG.Ssc.S18381115	9	144812691	partial-dominant	15.35 	12	39526044	39533556
gnl.UG.Ssc.S23213495	8	104687331	additive	10.50 	9	125173393	125186034
gnl.UG.Ssc.S18555750	17	3681417	additive	22.25 	NA	NA	NA
gnl.UG.Ssc.S22276731	16	56074832	additive	13.75 	16	55538850	55573993
gnl.UG.Ssc.S46877158	15	86827186	partial-dominant	4.97 	14	131603741	131610544
gnl.UG.Ssc.S35165637	18	56497390	partial-dominant	14.49 	18	55903102	55918196
gnl.UG.Ssc.S35168657	2	76556952	additive	9.93 	2	76391341	76408573
gnl.UG.Ssc.S23696021	1	229559600	partial-dominant	6.29 	NA	NA	NA
UTR01_0040_B08	14	11622365	partial-dominant	6.16 	NA	NA	NA
gnl.UG.Ssc.S35164045	1	219921944	partial-dominant	4.83 	1	263316067	263324929
