trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
gnl.UG.Ssc.S23769233	2	45026774	23904949-50293501	overdominant	NA	1.30 	4.89 
HTMT1_0018_G10	6	29941342	28417684-119716527	partial-dominant	trans	1.30 	4.74 
gnl.UG.Ssc.S35166795	7	7981170	7826170-53707250	partial-dominant	trans	1.30 	4.76 
gnl.UG.Ssc.S40529850	1	39592558	39592558-39592558	partial-dominant	NA	1.30 	17.89 
gnl.UG.Ssc.S46878324	7	57357685	40029052-134540651	partial-dominant	cis	1.30 	7.15 
gnl.UG.Ssc.S40479697	10	27053654	27053654-27053654	partial-dominant	NA	1.30 	6.91 
gnl.UG.Ssc.S40282289	6	109856403	17567623-153716165	overdominant	cis	1.30 	4.64 
gnl.UG.Ssc.S40305464	7	27826201	23184219-134562880	partial-dominant	NA	1.30 	5.24 
gnl.UG.Ssc.S23700485	4	44336606	43650653-67521701	partial-dominant	cis	1.30 	5.93 
gnl.UG.Ssc.S35167367	14	68754938	68754938-68754938	partial-dominant	NA	1.30 	6.80 
gnl.UG.Ssc.S40114250	9	12047117	8884322-13101192	dominant	NA	1.29 	7.73 
gnl.UG.Ssc.S20946568	18	56020136	56020136-56020136	additive	cis	1.29 	30.00 
OVR01_0046_B06	1	310671778	309865315-310671778	partial-dominant	NA	1.29 	5.19 
gnl.UG.Ssc.S35170311	6	145998261	145998261-145998261	partial-dominant	cis	1.29 	13.18 
gnl.UG.Ssc.S35172387	3	106737381	106737381-106737381	partial-dominant	NA	1.29 	20.59 
gnl.UG.Ssc.S23213027	10	120016	120016-76423843	partial-dominant	trans	1.29 	4.53 
gnl.UG.Ssc.S35164951	3	16473829	5713062-18088863	dominant	NA	1.29 	5.26 
gnl.UG.Ssc.S6034533	9	9183235	8398130-9183235	partial-dominant	NA	1.29 	9.33 
gnl.UG.Ssc.S23359697	6	73935739	60680828-128363466	partial-dominant	trans	1.29 	4.90 
gnl.UG.Ssc.S46879317	5	98577648	27306896-108214461	partial-dominant	NA	1.29 	4.50 
gnl.UG.Ssc.S17526987	13	1022508	785080-3347349	partial-dominant	NA	1.29 	6.83 
BKFL1_0107_G11	16	52416884	12976031-82282400	partial-dominant	NA	1.29 	5.13 
LVRM1_0168_B01	6	91183206	91183206-91183206	partial-dominant	NA	1.29 	15.78 
gnl.UG.Ssc.S46881018	3	104427661	100307897-110471394	dominant	trans	1.29 	5.18 
gnl.UG.Ssc.S17515868	7	15278625	12092523-27300895	partial-dominant	cis	1.29 	5.88 
ITT01_0047_D02	13	146804590	146804590-146804590	partial-dominant	trans	1.29 	9.48 
gnl.UG.Ssc.S39849184	1	303737258	3035532-303737258	partial-dominant	NA	1.29 	4.71 
gnl.UG.Ssc.S46878974	16	82591060	4785131-82591060	overdominant	NA	1.29 	4.51 
gnl.UG.Ssc.S35164107	14	45682666	32616441-77679226	dominant	trans	1.29 	4.92 
gnl.UG.Ssc.S23756854	12	58429105	6842248-61642848	dominant	trans	1.29 	4.57 
OVR01_0097_D08	7	41433961	20312136-47873970	overdominant	trans	1.29 	4.67 
gnl.UG.Ssc.S35164851	1	219617951	1350244-299432157	dominant	trans	1.29 	4.54 
gnl.UG.Ssc.S35169445	9	35892208	33899905-38531699	partial-dominant	NA	1.28 	13.84 
gnl.UG.Ssc.S36661000	8	146632571	146356133-146645905	partial-dominant	trans	1.28 	4.92 
gnl.UG.Ssc.S35173115	4	122406153	122406153-128084224	partial-dominant	NA	1.28 	7.51 
ADR01_0007_F06	7	129856855	125807043-130853284	partial-dominant	cis	1.28 	7.42 
LVRM1_0024_A03	13	198071598	177710726-203265387	partial-dominant	trans	1.28 	4.82 
gnl.UG.Ssc.S25094872	2	104022049	95674308-110388942	partial-dominant	NA	1.28 	15.01 
gnl.UG.Ssc.S6091501	7	127688225	27724510-132468484	partial-dominant	NA	1.28 	4.66 
gnl.UG.Ssc.S35169881	18	39185391	39185391-39185391	partial-dominant	trans	1.28 	4.51 
gnl.UG.Ssc.S46881183	1	301943234	301943234-301943234	overdominant	cis	1.28 	6.32 
gnl.UG.Ssc.S19545672	2	140996142	12456588-141901814	partial-dominant	cis	1.28 	5.20 
gnl.UG.Ssc.S23757573	7	97661713	97661713-97661713	partial-dominant	NA	1.28 	8.28 
gnl.UG.Ssc.S35169259	14	46195333	42026797-63718269	partial-dominant	NA	1.28 	9.50 
gnl.UG.Ssc.S23757554	12	49891882	45544483-54066400	partial-dominant	NA	1.28 	5.12 
gnl.UG.Ssc.S35170401	4	134145659	134145659-134252015	partial-dominant	NA	1.28 	17.34 
LVR01_0063_A05	10	49588426	47475119-52587829	overdominant	trans	1.28 	5.03 
gnl.UG.Ssc.S29984704	7	124941962	124941962-124941962	partial-dominant	trans	1.28 	6.08 
THY01_0074_C09	13	142131038	142131038-201624999	partial-dominant	NA	1.28 	10.04 
UTR01_0042_A11	6	62189443	36220940-74048622	partial-dominant	trans	1.28 	4.92 
gnl.UG.Ssc.S23762855	7	6543628	6543628-10543393	partial-dominant	trans	1.28 	5.44 
gnl.UG.Ssc.S35169291	6	40718365	40718365-40718365	partial-dominant	trans	1.28 	5.64 
ADR01_0032_H05	15	152383857	152383857-154557138	additive	NA	1.28 	26.31 
AMP01_0064_A01	13	123782540	121497418-156429283	partial-dominant	trans	1.27 	7.36 
gnl.UG.Ssc.S23770825	8	89453323	89453323-89453323	additive	NA	1.27 	22.26 
gnl.UG.Ssc.S31106043	6	72452853	72360467-72452853	partial-dominant	NA	1.27 	4.93 
gnl.UG.Ssc.S52535174	7	53559770	22852252-95077435	partial-dominant	trans	1.27 	5.20 
gnl.UG.Ssc.S26398381	3	4677815	364888-4677815	partial-dominant	NA	1.27 	5.11 
gnl.UG.Ssc.S31102347	1	22298790	21429803-22298790	additive	cis	1.27 	20.72 
gnl.UG.Ssc.S23249675	10	25845373	6389965-25845373	partial-dominant	NA	1.27 	4.73 
DCI01_0115_C04	6	68797597	66727937-68797597	partial-dominant	cis	1.27 	12.34 
gnl.UG.Ssc.S17514522	5	7357172	6072443-7357172	partial-dominant	NA	1.27 	6.94 
gnl.UG.Ssc.S23213517	15	123192339	122998623-133342361	partial-dominant	trans	1.27 	8.31 
gnl.UG.Ssc.S23212788	15	138397090	138383490-138397090	partial-dominant	NA	1.27 	6.33 
OVR01_0009_D08	10	9818909	9818909-9818909	partial-dominant	trans	1.27 	6.67 
OVR01_0075_H07	1	63541683	63541683-63541683	partial-dominant	NA	1.27 	10.48 
gnl.UG.Ssc.S40169022	1	67862635	67862635-90654890	additive	NA	1.27 	19.39 
gnl.UG.Ssc.S40244033	6	37163254	37163254-37163254	partial-dominant	NA	1.27 	7.32 
gnl.UG.Ssc.S35172731	5	487425	487425-5917935	partial-dominant	trans	1.27 	5.34 
SMG01_0031_B10	16	52416884	24523831-61269803	partial-dominant	trans	1.27 	4.94 
gnl.UG.Ssc.S40100893	5	99452634	98577648-100055947	partial-dominant	NA	1.27 	10.28 
gnl.UG.Ssc.S35328281	3	55651784	44342932-97469056	partial-dominant	NA	1.27 	4.70 
gnl.UG.Ssc.S35170581	1	22221971	13895001-44720402	partial-dominant	NA	1.27 	4.53 
gnl.UG.Ssc.S26728454	15	65866223	22611423-156124394	partial-dominant	NA	1.27 	4.63 
gnl.UG.Ssc.S35168050	12	48543452	48543452-48543452	partial-dominant	cis	1.27 	19.87 
ITT01_0038_G07	13	114482305	104625955-122171709	partial-dominant	NA	1.27 	11.74 
gnl.UG.Ssc.S6045810	8	127738123	124179373-139471652	partial-dominant	trans	1.26 	5.06 
gnl.UG.Ssc.S29978504	2	19183840	19183840-67468455	partial-dominant	trans	1.26 	4.80 
gnl.UG.Ssc.S25094872	9	58287186	58287186-58287186	partial-dominant	NA	1.26 	14.82 
gnl.UG.Ssc.S46880152	14	125906944	125906944-125906944	partial-dominant	trans	1.26 	5.69 
gnl.UG.Ssc.S35166099	13	215615369	205210865-215615369	partial-dominant	cis	1.26 	6.55 
gnl.UG.Ssc.S26391743	12	41049051	37372456-42364136	partial-dominant	cis	1.26 	13.27 
gnl.UG.Ssc.S23212919	9	99696758	99696758-99696758	additive	NA	1.26 	24.67 
gnl.UG.Ssc.S35166455	18	10691772	10691772-57586886	partial-dominant	trans	1.26 	4.63 
gnl.UG.Ssc.S17502971	17	67599336	22455857-67599336	dominant	NA	1.26 	4.62 
gnl.UG.Ssc.S39994657	15	139294435	139219567-140282865	partial-dominant	NA	1.26 	5.07 
gnl.UG.Ssc.S26718719	16	38700968	38700968-38700968	partial-dominant	NA	1.26 	4.93 
gnl.UG.Ssc.S31101620	1	8886894	8232739-301054530	partial-dominant	trans	1.26 	4.70 
gnl.UG.Ssc.S6055104	5	20280584	16897628-20280584	partial-dominant	NA	1.26 	5.82 
MLN01_0053_F10	3	1780525	1456146-1780525	additive	cis	1.26 	61.61 
gnl.UG.Ssc.S18378917	8	9371319	8552589-16143537	partial-dominant	NA	1.26 	6.27 
AMP01_0009_D10	6	111244833	40612450-117787421	partial-dominant	NA	1.26 	6.87 
gnl.UG.Ssc.S17502122	7	90289029	25215084-102222702	partial-dominant	NA	1.26 	4.57 
gnl.UG.Ssc.S42538980	17	66461552	66461552-66461552	additive	cis	1.26 	30.36 
gnl.UG.Ssc.S6083427	4	130119152	130119152-130119152	partial-dominant	cis	1.26 	21.46 
gnl.UG.Ssc.S35168240	15	135059821	8648273-135059821	overdominant	NA	1.26 	5.09 
gnl.UG.Ssc.S35169133	6	68395239	36108633-134141272	partial-dominant	NA	1.26 	5.72 
gnl.UG.Ssc.S35173303	10	35337090	35337090-35337090	partial-dominant	trans	1.26 	5.68 
gnl.UG.Ssc.S19547811	9	11519204	9922128-11950214	partial-dominant	NA	1.26 	7.92 
gnl.UG.Ssc.S17512154	10	27521990	27521990-27636391	partial-dominant	cis	1.26 	15.30 
gnl.UG.Ssc.S6051224	12	27241826	23012589-44971304	partial-dominant	cis	1.25 	5.00 
gnl.UG.Ssc.S23760447	10	6354	6354-223443	partial-dominant	trans	1.25 	7.35 
gnl.UG.Ssc.S35167428	1	270837336	247743047-285510054	partial-dominant	NA	1.25 	5.07 
gnl.UG.Ssc.S35166121	9	52486043	52065210-59598063	partial-dominant	trans	1.25 	15.31 
gnl.UG.Ssc.S40332841	4	105235766	99331303-106069079	partial-dominant	NA	1.25 	9.46 
DCI01_0077_B12	15	84964130	11326843-135705252	dominant	NA	1.25 	5.72 
gnl.UG.Ssc.S18282381	10	35529569	34438575-37984810	partial-dominant	cis	1.25 	16.30 
gnl.UG.Ssc.S35168278	7	118163772	116911314-119674459	dominant	NA	1.25 	4.70 
gnl.UG.Ssc.S17510233	10	16908101	13339422-25715443	partial-dominant	NA	1.25 	6.20 
gnl.UG.Ssc.S18552383	4	119619907	119619907-119619907	partial-dominant	trans	1.25 	6.16 
LNG01_0080_G09	11	23867083	16955689-35522015	partial-dominant	NA	1.25 	5.10 
gnl.UG.Ssc.S35170330	6	13486031	13486031-13486031	additive	trans	1.25 	30.15 
AMP01_0085_E12	1	105922025	105922025-105922025	partial-dominant	trans	1.25 	8.22 
gnl.UG.Ssc.S31123750	1	93637268	93637268-93637268	partial-dominant	NA	1.25 	7.15 
SKNB1_0016_B08	6	65612144	65612144-71042150	partial-dominant	NA	1.25 	5.75 
gnl.UG.Ssc.S46878066	7	27373527	19147175-33790291	partial-dominant	NA	1.25 	5.67 
gnl.UG.Ssc.S46876897	12	45276653	41464465-48693969	overdominant	trans	1.25 	5.00 
gnl.UG.Ssc.S35167247	3	92750092	9481293-122393560	partial-dominant	NA	1.25 	5.25 
ADR01_0053_C09	1	19585039	19585039-19818935	partial-dominant	NA	1.25 	6.89 
gnl.UG.Ssc.S35171226	15	156793131	156793131-156793131	partial-dominant	trans	1.25 	7.88 
gnl.UG.Ssc.S46877108	14	140582459	139096631-141586554	partial-dominant	cis	1.25 	14.84 
gnl.UG.Ssc.S35165540	3	6473449	5206806-9962466	partial-dominant	NA	1.25 	11.62 
gnl.UG.Ssc.S18387120	13	74223192	74216361-199790568	partial-dominant	NA	1.25 	5.77 
gnl.UG.Ssc.S23213163	4	125130052	38707173-129240253	partial-dominant	trans	1.25 	4.94 
gnl.UG.Ssc.S23759538	8	19747348	14282029-99969028	partial-dominant	NA	1.24 	4.54 
gnl.UG.Ssc.S35172539	3	38283366	37370647-49285128	partial-dominant	trans	1.24 	12.81 
gnl.UG.Ssc.S20116803	2	41937766	27672065-47166445	partial-dominant	NA	1.24 	5.88 
gnl.UG.Ssc.S5991837	1	17450838	17450838-17450838	partial-dominant	NA	1.24 	5.41 
gnl.UG.Ssc.S40266102	13	150574185	145398474-152590681	partial-dominant	trans	1.24 	16.69 
LNG01_0106_A12	15	36160785	25853270-36160785	partial-dominant	NA	1.24 	7.63 
gnl.UG.Ssc.S17526422	14	21387116	21387116-21387116	partial-dominant	trans	1.24 	11.76 
MLN01_0003_D05	6	29958963	12857432-95559180	partial-dominant	trans	1.24 	4.68 
gnl.UG.Ssc.S17517447	9	52833797	52833797-52833797	dominant	NA	1.24 	5.31 
gnl.UG.Ssc.S34533222	6	53833374	53833374-53833374	partial-dominant	NA	1.24 	20.49 
gnl.UG.Ssc.S35168150	5	15623093	252858-109990527	partial-dominant	NA	1.24 	4.56 
DCI01_0078_A09	3	60637251	57093104-61967071	additive	trans	1.24 	35.30 
gnl.UG.Ssc.S35168886	17	50740211	47640226-64848750	partial-dominant	trans	1.24 	5.78 
gnl.UG.Ssc.S46876140	1	306873311	49298217-308184301	dominant	trans	1.24 	4.60 
gnl.UG.Ssc.S39980336	12	5256076	3704627-6269592	partial-dominant	cis	1.24 	16.61 
OVR01_0032_E01	17	36865356	36865356-67241938	overdominant	cis	1.24 	5.35 
gnl.UG.Ssc.S40285579	7	97661713	12306184-119358037	partial-dominant	trans	1.24 	5.01 
ADR01_0010_F08	6	24897160	17894448-100908848	partial-dominant	trans	1.24 	5.13 
gnl.UG.Ssc.S46876275	15	134156879	134156879-134189442	partial-dominant	cis	1.24 	5.63 
MLN01_0101_A07	1	45997932	38389949-309605910	partial-dominant	NA	1.24 	4.94 
gnl.UG.Ssc.S48803428	17	11718630	11718630-11718630	partial-dominant	trans	1.24 	10.07 
gnl.UG.Ssc.S35009176	7	96184547	96184547-96184547	partial-dominant	cis	1.24 	17.50 
gnl.UG.Ssc.S52535169	8	50096834	44927836-50096834	partial-dominant	trans	1.24 	17.32 
gnl.UG.Ssc.S26389428	10	34217965	9336230-43471501	overdominant	trans	1.24 	4.63 
gnl.UG.Ssc.S29459150	8	7080780	6009251-7080780	partial-dominant	trans	1.24 	6.01 
gnl.UG.Ssc.S40317580	18	56288763	56288763-60911033	partial-dominant	NA	1.24 	13.12 
gnl.UG.Ssc.S34513576	2	6376098	3571211-10509129	partial-dominant	cis	1.24 	5.87 
gnl.UG.Ssc.S35168735	2	145351171	142568860-149911873	partial-dominant	trans	1.24 	5.65 
DCI01_0112_C09	2	149883920	148611135-150162962	partial-dominant	cis	1.24 	11.25 
gnl.UG.Ssc.S35169594	5	3060760	1296573-4142177	partial-dominant	NA	1.24 	10.98 
gnl.UG.Ssc.S17510736	1	60028739	60028739-61214864	partial-dominant	trans	1.23 	5.13 
LVRM1_0193_C06	14	31797751	31797751-35337304	partial-dominant	NA	1.23 	13.59 
gnl.UG.Ssc.S35169644	18	13674866	8792587-13825571	partial-dominant	trans	1.23 	10.40 
MLN01_0060_E04	13	108484081	107689195-121885563	partial-dominant	cis	1.23 	6.39 
SKNB1_0003_C09	6	15000888	15000888-15000888	additive	trans	1.23 	36.96 
OVRM1_0048_C08	10	77837652	77837652-77837652	partial-dominant	NA	1.23 	6.69 
gnl.UG.Ssc.S19541523	17	44369566	44369566-44369566	additive	trans	1.23 	10.96 
PTG01_0025_A10	3	13304570	13304570-13304570	partial-dominant	trans	1.23 	7.18 
gnl.UG.Ssc.S28103973	2	122247890	51512486-129693305	partial-dominant	trans	1.23 	4.79 
gnl.UG.Ssc.S23776923	5	3813901	1681181-6800468	partial-dominant	NA	1.23 	6.29 
gnl.UG.Ssc.S35172208	3	68182752	16029880-116617205	partial-dominant	trans	1.23 	4.51 
gnl.UG.Ssc.S40069269	10	175359	175359-241937	partial-dominant	NA	1.23 	6.56 
gnl.UG.Ssc.S23761187	10	66898636	66898636-66898636	partial-dominant	NA	1.23 	16.20 
gnl.UG.Ssc.S23213424	7	31027719	13071251-49013454	dominant	trans	1.23 	4.82 
gnl.UG.Ssc.S40558595	8	93265750	93265750-93493858	partial-dominant	cis	1.23 	10.68 
gnl.UG.Ssc.S40246020	10	77623992	77623992-77623992	additive	NA	1.23 	46.26 
gnl.UG.Ssc.S35167793	5	29707588	29707588-29707588	partial-dominant	trans	1.23 	7.42 
gnl.UG.Ssc.S6031534	9	88813250	61898401-111090688	partial-dominant	trans	1.23 	9.86 
gnl.UG.Ssc.S35172772	3	13304570	13304570-13304570	partial-dominant	trans	1.23 	4.63 
gnl.UG.Ssc.S17527526	14	42914703	42914703-42914703	partial-dominant	NA	1.22 	12.39 
AMP01_0031_E07	1	120580759	108194359-311725388	partial-dominant	trans	1.22 	5.64 
gnl.UG.Ssc.S31122998	17	28756148	25488627-49394050	partial-dominant	trans	1.22 	4.54 
gnl.UG.Ssc.S35168386	16	47630018	23475764-52416884	partial-dominant	cis	1.22 	8.51 
gnl.UG.Ssc.S39979866	8	78820049	6209812-115989788	partial-dominant	trans	1.22 	4.86 
gnl.UG.Ssc.S16769025	10	25845373	25845373-25845373	partial-dominant	NA	1.22 	9.65 
gnl.UG.Ssc.S26727862	3	143791334	3673388-143791334	partial-dominant	trans	1.22 	4.94 
gnl.UG.Ssc.S18551481	14	11622365	11622365-11622365	partial-dominant	trans	1.22 	9.58 
gnl.UG.Ssc.S6055419	12	5481852	5481852-5481852	partial-dominant	NA	1.22 	5.00 
gnl.UG.Ssc.S40266102	10	27053654	27053654-27053654	partial-dominant	trans	1.22 	8.40 
gnl.UG.Ssc.S46881175	14	4274705	4274705-136847227	overdominant	trans	1.22 	4.96 
gnl.UG.Ssc.S26724863	16	30956011	30841632-35289193	partial-dominant	NA	1.22 	8.34 
gnl.UG.Ssc.S17527177	17	40620289	31948208-40620289	partial-dominant	trans	1.22 	16.52 
MLTL1_0029_B03	6	12567942	10071095-13237717	partial-dominant	NA	1.22 	10.74 
gnl.UG.Ssc.S31101544	8	130688592	95696734-130688592	partial-dominant	cis	1.22 	5.79 
gnl.UG.Ssc.S35169895	10	23611524	23611524-23611524	additive	NA	1.22 	26.59 
gnl.UG.Ssc.S35167886	1	260676505	260676505-266366951	partial-dominant	trans	1.22 	9.81 
gnl.UG.Ssc.S6072986	8	130688592	95696734-130688592	partial-dominant	cis	1.22 	5.64 
SPL01_0086_H10	17	44369566	44369566-44369566	additive	NA	1.22 	16.20 
ITT01_0068_E11	12	3329538	3308664-21742885	partial-dominant	cis	1.22 	4.77 
gnl.UG.Ssc.S38481264	13	14816133	14816133-14816133	partial-dominant	trans	1.22 	7.06 
gnl.UG.Ssc.S18553851	9	129626	129626-145701788	partial-dominant	trans	1.22 	4.85 
LVRM1_0078_H12	4	108974555	105975022-108974555	partial-dominant	NA	1.22 	18.61 
gnl.UG.Ssc.S35164213	5	8384111	6557766-110935968	partial-dominant	trans	1.22 	4.90 
gnl.UG.Ssc.S6031892	6	105043606	101741287-108138639	partial-dominant	NA	1.22 	11.33 
gnl.UG.Ssc.S17510798	15	63810979	37416839-156124394	partial-dominant	NA	1.22 	7.68 
gnl.UG.Ssc.S50184489	1	309088209	308971674-309125803	partial-dominant	trans	1.22 	5.57 
gnl.UG.Ssc.S39975298	10	35337090	35337090-35337090	partial-dominant	NA	1.22 	6.49 
gnl.UG.Ssc.S39890488	5	71579040	64702426-71579040	partial-dominant	NA	1.21 	4.96 
gnl.UG.Ssc.S35166543	1	283034695	282132345-283667732	additive	cis	1.21 	23.72 
gnl.UG.Ssc.S6076282	13	98072328	98072328-98489132	partial-dominant	cis	1.21 	7.32 
gnl.UG.Ssc.S46880383	1	64123371	62600096-85723130	overdominant	cis	1.21 	5.33 
gnl.UG.Ssc.S6665103	8	34394607	30506346-139081424	dominant	NA	1.21 	5.42 
gnl.UG.Ssc.S39985504	6	154670766	143165524-157734339	partial-dominant	NA	1.21 	5.35 
gnl.UG.Ssc.S35165423	14	143692880	143692880-143776639	partial-dominant	NA	1.21 	13.07 
LVRM1_0166_D04	13	38310437	35917664-38310437	partial-dominant	cis	1.21 	9.03 
gnl.UG.Ssc.S40572835	9	4749823	449070-120964291	partial-dominant	trans	1.21 	4.52 
gnl.UG.Ssc.S40108750	1	25516560	14171701-34123023	partial-dominant	NA	1.21 	7.12 
gnl.UG.Ssc.S23213002	14	14418783	14418783-14418783	partial-dominant	NA	1.21 	10.75 
gnl.UG.Ssc.S35173914	14	124382934	92596732-132638121	partial-dominant	NA	1.21 	4.74 
gnl.UG.Ssc.S19546179	5	40704565	36120362-104693932	partial-dominant	NA	1.21 	4.87 
gnl.UG.Ssc.S40576976	5	85054130	77994370-92073891	partial-dominant	cis	1.21 	6.91 
AMP01_0079_H04	6	121827081	121827081-121827081	partial-dominant	NA	1.21 	6.52 
gnl.UG.Ssc.S40589516	13	146265419	146265419-147415740	additive	NA	1.21 	37.15 
gnl.UG.Ssc.S16514398	7	4326388	4326388-5696812	partial-dominant	NA	1.21 	11.45 
gnl.UG.Ssc.S19538295	2	135856576	135296996-135856576	partial-dominant	NA	1.21 	7.11 
gnl.UG.Ssc.S35168017	9	125988953	113051200-142545525	partial-dominant	cis	1.21 	7.21 
gnl.UG.Ssc.S23765531	13	30600096	21271907-49676914	partial-dominant	NA	1.20 	6.24 
gnl.UG.Ssc.S26391253	13	159112745	159112745-159112745	partial-dominant	trans	1.20 	7.65 
gnl.UG.Ssc.S35170281	7	27470374	20063918-27470374	partial-dominant	cis	1.20 	10.58 
gnl.UG.Ssc.S40324264	1	307629453	305754330-308294229	partial-dominant	NA	1.20 	9.89 
TCH01_0073_E05	3	60637251	60129733-60864474	additive	NA	1.20 	37.46 
gnl.UG.Ssc.S40012755	4	62557898	8328075-63260615	partial-dominant	NA	1.20 	4.96 
gnl.UG.Ssc.S35164769	13	31198438	800778-31252986	partial-dominant	NA	1.20 	5.17 
gnl.UG.Ssc.S35168166	12	10698900	1656436-62502314	partial-dominant	cis	1.20 	4.61 
gnl.UG.Ssc.S26406052	14	7363912	7363912-7654009	partial-dominant	cis	1.20 	9.36 
PTG01_0101_B05	5	34915630	18137331-34930728	partial-dominant	trans	1.20 	5.94 
gnl.UG.Ssc.S20116663	4	1687521	1687521-1687521	partial-dominant	NA	1.20 	5.09 
gnl.UG.Ssc.S16516691	18	54406350	52859187-60518659	partial-dominant	trans	1.20 	4.57 
gnl.UG.Ssc.S46877530	16	885827	864876-86808222	partial-dominant	trans	1.20 	6.82 
gnl.UG.Ssc.S31114927	8	58493225	58493225-64355935	partial-dominant	trans	1.20 	12.41 
gnl.UG.Ssc.S35166650	5	93658209	93658209-94115683	partial-dominant	NA	1.20 	5.64 
gnl.UG.Ssc.S23213201	15	138383490	138383490-138383490	partial-dominant	trans	1.20 	6.65 
gnl.UG.Ssc.S23766637	3	15503429	10146328-21309417	partial-dominant	NA	1.19 	5.12 
gnl.UG.Ssc.S26725945	1	56276960	38389949-60061710	overdominant	NA	1.19 	6.51 
gnl.UG.Ssc.S39889333	1	223043310	223043310-223066633	additive	NA	1.19 	29.17 
gnl.UG.Ssc.S22294034	6	53833374	53833374-53833374	partial-dominant	NA	1.19 	7.51 
TCH01_0075_A12	14	68742760	37391903-90636989	partial-dominant	NA	1.19 	5.33 
gnl.UG.Ssc.S38482057	13	184695146	12846990-185233204	partial-dominant	NA	1.19 	5.57 
PBL01_0107_C11	1	309088209	247872841-309125803	partial-dominant	trans	1.19 	4.66 
gnl.UG.Ssc.S46879787	9	51781369	51781369-51781369	partial-dominant	trans	1.19 	7.75 
gnl.UG.Ssc.S35322464	3	18738936	12391759-60015652	dominant	trans	1.19 	5.12 
DCI01_0037_H06	14	11622365	11622365-40597533	partial-dominant	trans	1.19 	4.55 
gnl.UG.Ssc.S46880408	6	40718365	40718365-126692828	partial-dominant	NA	1.19 	4.79 
gnl.UG.Ssc.S35168998	17	44369566	44369566-44369566	partial-dominant	NA	1.19 	10.50 
gnl.UG.Ssc.S46880900	5	94643887	89645922-98025228	partial-dominant	trans	1.19 	5.16 
gnl.UG.Ssc.S6064788	5	36750368	36750368-36750368	partial-dominant	NA	1.19 	14.05 
gnl.UG.Ssc.S35169633	14	147444441	6905056-153745177	partial-dominant	trans	1.19 	4.57 
gnl.UG.Ssc.S40149146	9	22554044	22554044-22554044	partial-dominant	NA	1.19 	9.99 
gnl.UG.Ssc.S35169219	2	74874033	48767966-104669876	partial-dominant	cis	1.19 	7.40 
gnl.UG.Ssc.S46917265	2	89864026	72356931-94085488	partial-dominant	NA	1.19 	7.63 
gnl.UG.Ssc.S39764195	1	269189851	202238343-269401381	partial-dominant	NA	1.18 	5.27 
gnl.UG.Ssc.S35173596	2	25134882	20943461-28977392	partial-dominant	trans	1.18 	7.31 
gnl.UG.Ssc.S23758906	18	1889148	989459-2617844	partial-dominant	NA	1.18 	26.94 
gnl.UG.Ssc.S35173096	11	27844350	20049479-79048626	partial-dominant	NA	1.18 	4.63 
SKNB1_0054_C11	12	3445995	3331012-27450975	overdominant	NA	1.18 	4.83 
gnl.UG.Ssc.S39780153	15	37416839	37416839-37416839	additive	NA	1.18 	21.13 
gnl.UG.Ssc.S23213137	3	10629822	6204754-14007265	partial-dominant	trans	1.18 	4.54 
gnl.UG.Ssc.S17527586	15	9026506	7965380-9051771	partial-dominant	trans	1.18 	4.93 
gnl.UG.Ssc.S46880501	1	122470014	17143383-309589476	partial-dominant	NA	1.18 	4.56 
gnl.UG.Ssc.S46876221	15	91832329	90453886-95612514	partial-dominant	cis	1.18 	9.00 
gnl.UG.Ssc.S35167268	3	76902812	76644438-76902812	partial-dominant	cis	1.18 	12.36 
gnl.UG.Ssc.S17516685	1	44167640	34123023-139786881	overdominant	NA	1.18 	4.56 
gnl.UG.Ssc.S22280936	8	139770558	138966687-145162556	partial-dominant	NA	1.18 	5.75 
gnl.UG.Ssc.S40097163	17	33892898	27499717-41226447	partial-dominant	NA	1.18 	4.80 
gnl.UG.Ssc.S35170060	2	91637623	45239849-99044666	partial-dominant	trans	1.18 	5.29 
gnl.UG.Ssc.S31112826	12	49085493	49085493-49085493	partial-dominant	NA	1.18 	11.78 
gnl.UG.Ssc.S40292737	6	41809035	41809035-60540180	additive	trans	1.18 	24.29 
gnl.UG.Ssc.S46879116	7	69146	69146-692347	additive	NA	1.18 	85.29 
gnl.UG.Ssc.S40498462	18	47134010	47134010-47134010	partial-dominant	trans	1.18 	5.06 
OVRM1_0008_B10	16	65517323	46868015-71569562	partial-dominant	trans	1.18 	6.61 
gnl.UG.Ssc.S31124818	16	66833798	57813809-67589168	partial-dominant	NA	1.18 	5.75 
gnl.UG.Ssc.S31115456	13	15821582	14552256-82891929	partial-dominant	NA	1.18 	4.58 
gnl.UG.Ssc.S31103005	15	2009887	1819506-12185659	dominant	NA	1.17 	6.46 
gnl.UG.Ssc.S35164753	12	56959989	27169632-62600494	dominant	trans	1.17 	4.75 
gnl.UG.Ssc.S35167052	8	1129887	1129887-35907076	partial-dominant	NA	1.17 	5.59 
gnl.UG.Ssc.S40559812	4	68578291	64334764-107759668	partial-dominant	NA	1.17 	6.30 
gnl.UG.Ssc.S50181666	4	109952275	105800661-112725449	additive	NA	1.17 	16.72 
PTG01_0023_B12	10	62592481	49359415-77434780	partial-dominant	trans	1.17 	4.96 
AMP01_0054_B04	10	11368916	10419485-12263111	partial-dominant	trans	1.17 	4.60 
