trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
SKNB1_0008_A09	4	140216348	77948133-141798863	partial-dominant	NA	0.65 	5.33 
gnl.UG.Ssc.S46877920	13	159112745	159112745-159112745	additive	trans	0.65 	17.30 
gnl.UG.Ssc.S39998477	8	128880466	10815075-129470074	partial-dominant	NA	0.65 	4.49 
gnl.UG.Ssc.S40114250	9	8884322	8780883-12047117	additive	NA	0.65 	23.09 
gnl.UG.Ssc.S18553440	10	76423843	54839-76423843	partial-dominant	NA	0.65 	7.21 
gnl.UG.Ssc.S40432059	4	121762609	119794864-127118343	partial-dominant	NA	0.65 	8.16 
THY01_0088_A08	7	76111756	50949061-87555700	partial-dominant	NA	0.65 	6.46 
gnl.UG.Ssc.S46876945	1	1296974	1166552-309068867	partial-dominant	trans	0.64 	4.52 
gnl.UG.Ssc.S46880705	1	171950114	95898595-177780893	partial-dominant	trans	0.64 	8.78 
LVR01_0044_B01	6	37163254	37163254-37163254	additive	trans	0.64 	8.15 
gnl.UG.Ssc.S39940822	6	6617115	4820162-8303476	partial-dominant	NA	0.64 	5.76 
gnl.UG.Ssc.S40202368	2	43971719	43971719-44299936	additive	NA	0.64 	31.14 
LVRM1_0031_H06	6	4820162	4426420-154746648	partial-dominant	NA	0.64 	4.66 
gnl.UG.Ssc.S18553440	12	24361576	24361576-24361576	partial-dominant	NA	0.64 	7.20 
gnl.UG.Ssc.S40477434	1	310837889	310717509-310837889	partial-dominant	NA	0.64 	6.58 
BKFL1_0111_H06	4	102738229	14995885-112112443	partial-dominant	cis	0.64 	6.37 
gnl.UG.Ssc.S35167853	6	129154732	129154732-129154732	additive	cis	0.64 	21.60 
gnl.UG.Ssc.S17516079	12	5154794	1801937-10118697	partial-dominant	cis	0.64 	5.33 
gnl.UG.Ssc.S35171733	12	8448660	8448660-8448660	additive	trans	0.64 	36.48 
gnl.UG.Ssc.S46878422	7	43062804	15145869-97671021	partial-dominant	cis	0.64 	4.62 
gnl.UG.Ssc.S6078393	13	37867796	28277989-40905892	partial-dominant	NA	0.64 	6.64 
SKNB1_0080_A03	1	29359614	29359614-29359614	additive	NA	0.64 	14.14 
gnl.UG.Ssc.S40571387	13	199639080	89177420-199639080	partial-dominant	NA	0.64 	4.94 
ADR01_0055_C07	1	309125803	106764719-309125803	partial-dominant	trans	0.64 	4.90 
gnl.UG.Ssc.S46879939	4	110401734	105898886-110401734	partial-dominant	trans	0.64 	17.06 
OVRM1_0219_A04	10	76604520	29326082-76604520	additive	trans	0.64 	12.70 
gnl.UG.Ssc.S35170001	3	117770167	114832671-120863426	additive	cis	0.64 	9.25 
gnl.UG.Ssc.S35171667	6	53526888	40552589-55763196	partial-dominant	cis	0.64 	7.29 
gnl.UG.Ssc.S26395831	5	46295477	46295477-46295477	partial-dominant	trans	0.64 	5.25 
ADR01_0078_A06	14	11622365	11622365-11622365	partial-dominant	NA	0.64 	7.53 
gnl.UG.Ssc.S40553551	14	42692326	167845-70019958	partial-dominant	NA	0.64 	6.73 
gnl.UG.Ssc.S20948546	17	52748995	40174513-54672683	partial-dominant	trans	0.64 	5.45 
gnl.UG.Ssc.S40569936	13	59774101	57128230-75518796	partial-dominant	trans	0.64 	7.39 
ADR01_0067_F09	17	68253201	63027850-69344035	partial-dominant	NA	0.64 	7.71 
gnl.UG.Ssc.S40230867	8	138501500	138063274-138501500	partial-dominant	cis	0.64 	9.63 
LVRM1_0151_A09	2	2462327	519058-153732270	partial-dominant	NA	0.64 	4.48 
gnl.UG.Ssc.S46877746	13	3328088	3328088-3415184	additive	cis	0.64 	22.25 
gnl.UG.Ssc.S31114915	8	142630776	139248288-147583976	partial-dominant	trans	0.64 	4.50 
gnl.UG.Ssc.S18314674	1	283113056	283113056-283136491	additive	trans	0.64 	18.87 
LVRM1_0189_C04	13	27103555	27103555-27103555	partial-dominant	NA	0.64 	12.80 
gnl.UG.Ssc.S35165358	11	18500507	18300720-18500507	partial-dominant	NA	0.64 	7.00 
PTG01_0029_H01	18	25406567	15129271-25530291	partial-dominant	trans	0.64 	9.07 
gnl.UG.Ssc.S6082735	15	138383490	138383490-138383490	partial-dominant	trans	0.64 	5.95 
TES01_0062_A03	12	56868845	56554499-62962634	partial-dominant	NA	0.64 	6.56 
gnl.UG.Ssc.S18554259	2	1609753	489542-1609753	partial-dominant	NA	0.64 	5.27 
gnl.UG.Ssc.S16511877	12	12165755	8826005-14557386	partial-dominant	cis	0.64 	6.97 
gnl.UG.Ssc.S40360228	7	56074601	51608179-134683639	partial-dominant	NA	0.64 	7.29 
gnl.UG.Ssc.S18354853	7	52587993	52587993-52587993	additive	NA	0.64 	19.50 
gnl.UG.Ssc.S19545437	1	287348708	287348708-287348708	partial-dominant	NA	0.64 	4.68 
gnl.UG.Ssc.S39936083	9	769941	769845-2882041	partial-dominant	NA	0.64 	5.82 
DCI01_0053_F04	9	22198816	22198816-22198816	additive	trans	0.64 	5.83 
gnl.UG.Ssc.S52535132	9	150956894	145437597-153666330	partial-dominant	cis	0.64 	6.56 
gnl.UG.Ssc.S40522989	15	2085518	463155-2085518	partial-dominant	trans	0.64 	11.39 
gnl.UG.Ssc.S26710986	5	65003383	4824007-77936609	partial-dominant	cis	0.64 	4.85 
gnl.UG.Ssc.S34507331	14	68754938	68754938-68754938	partial-dominant	NA	0.64 	8.53 
gnl.UG.Ssc.S27604955	7	29249526	25105017-30470118	partial-dominant	NA	0.64 	16.00 
gnl.UG.Ssc.S26721530	14	114586489	111798141-123046343	partial-dominant	NA	0.64 	5.80 
gnl.UG.Ssc.S26727275	12	15953277	15953277-15953277	partial-dominant	trans	0.64 	11.05 
gnl.UG.Ssc.S19543409	4	10686153	10686153-10686153	additive	NA	0.64 	11.14 
gnl.UG.Ssc.S18360687	2	7693503	7693503-7693503	partial-dominant	NA	0.64 	5.35 
gnl.UG.Ssc.S26389428	5	96373686	72400948-97617356	partial-dominant	trans	0.64 	4.52 
gnl.UG.Ssc.S35166333	1	309125803	308971674-309125803	additive	trans	0.64 	7.96 
gnl.UG.Ssc.S30930820	12	57195654	57195654-57195654	partial-dominant	cis	0.64 	13.78 
gnl.UG.Ssc.S35722015	10	223443	6354-223443	additive	trans	0.64 	6.73 
gnl.UG.Ssc.S18555080	5	11709337	11709337-11709337	additive	NA	0.63 	29.08 
gnl.UG.Ssc.S40204453	15	116461585	116461585-116461585	additive	NA	0.63 	19.07 
gnl.UG.Ssc.S29469949	3	135011301	131172218-143975041	partial-dominant	cis	0.63 	4.62 
gnl.UG.Ssc.S35166443	5	18335262	18335262-18335262	partial-dominant	NA	0.63 	5.39 
gnl.UG.Ssc.S26727528	1	13810191	8531297-13882873	partial-dominant	trans	0.63 	5.58 
PTG01_0058_D05	1	300615163	300581613-300615163	partial-dominant	NA	0.63 	5.37 
TCH01_0047_E05	2	19195684	18926886-28539165	partial-dominant	cis	0.63 	6.46 
gnl.UG.Ssc.S35170013	4	365406	95368-3060502	partial-dominant	cis	0.63 	10.70 
gnl.UG.Ssc.S35173540	15	155667846	59725649-155782508	additive	NA	0.63 	41.50 
LVRM1_0009_A11	18	125785	125785-128077	additive	trans	0.63 	20.45 
gnl.UG.Ssc.S35168894	8	140986050	125321972-143011607	partial-dominant	trans	0.63 	5.17 
gnl.UG.Ssc.S35168445	7	102065903	101965379-102065903	partial-dominant	cis	0.63 	7.08 
gnl.UG.Ssc.S26645669	15	76266102	76266102-76266102	partial-dominant	NA	0.63 	5.78 
gnl.UG.Ssc.S40477434	6	119905417	100924422-130466117	partial-dominant	NA	0.63 	7.38 
gnl.UG.Ssc.S31102369	10	9818909	9818909-9818909	partial-dominant	trans	0.63 	8.58 
gnl.UG.Ssc.S39845517	3	60129733	33933898-67954066	additive	cis	0.63 	6.66 
gnl.UG.Ssc.S35164277	6	14247509	14247509-15079476	partial-dominant	cis	0.63 	7.10 
gnl.UG.Ssc.S17501352	13	192149198	192149198-192149198	partial-dominant	NA	0.63 	5.46 
gnl.UG.Ssc.S35171925	6	39511968	35350215-66428809	partial-dominant	NA	0.63 	9.65 
gnl.UG.Ssc.S20959604	1	144109103	16038746-311611142	partial-dominant	NA	0.63 	4.57 
LVR01_0044_B01	7	90879681	76111756-103020388	additive	trans	0.63 	8.19 
gnl.UG.Ssc.S40556936	16	56220241	55767594-56616749	additive	NA	0.63 	16.86 
gnl.UG.Ssc.S22281691	13	202381472	202381472-202614605	partial-dominant	NA	0.63 	8.80 
gnl.UG.Ssc.S35166124	4	95368	95368-3060502	additive	NA	0.63 	17.94 
gnl.UG.Ssc.S26723193	12	7698006	3704627-8166636	partial-dominant	NA	0.63 	7.32 
gnl.UG.Ssc.S35165137	11	14196029	14196029-75298434	partial-dominant	trans	0.63 	4.84 
gnl.UG.Ssc.S46879666	4	88413236	88413236-88413236	partial-dominant	trans	0.63 	7.84 
LVR01_0100_G11	8	77104328	3607452-88011897	partial-dominant	NA	0.63 	5.35 
gnl.UG.Ssc.S26649081	3	49619063	5840882-58059120	partial-dominant	NA	0.63 	5.67 
gnl.UG.Ssc.S16769289	14	66363910	66363910-66363910	partial-dominant	NA	0.63 	6.24 
gnl.UG.Ssc.S46879480	5	4384938	4384938-4384938	additive	NA	0.63 	35.41 
gnl.UG.Ssc.S35173492	3	13304570	13304570-13304570	additive	NA	0.63 	7.43 
gnl.UG.Ssc.S6063403	15	156793131	156793131-156793131	partial-dominant	trans	0.63 	5.29 
gnl.UG.Ssc.S18598186	13	146804590	146804590-146804590	partial-dominant	NA	0.63 	13.24 
gnl.UG.Ssc.S40440234	4	110496406	94595084-129603046	partial-dominant	NA	0.63 	5.92 
TCH01_0045_A07	9	129626	129626-129626	partial-dominant	NA	0.63 	8.11 
gnl.UG.Ssc.S35166667	17	52947363	52412627-52947363	additive	cis	0.62 	31.04 
gnl.UG.Ssc.S23213353	14	125228995	125228995-125228995	additive	NA	0.62 	49.95 
gnl.UG.Ssc.S39892884	7	109523300	107907694-110855314	additive	NA	0.62 	15.66 
gnl.UG.Ssc.S46877826	11	26132241	17702382-69162707	partial-dominant	trans	0.62 	4.53 
gnl.UG.Ssc.S35168389	17	34852219	34852219-34852219	partial-dominant	NA	0.62 	14.03 
gnl.UG.Ssc.S52128917	9	11340377	10050483-11519204	additive	NA	0.62 	15.27 
gnl.UG.Ssc.S18359539	3	89149650	51843143-98356238	partial-dominant	NA	0.62 	4.58 
gnl.UG.Ssc.S23767478	13	37867796	28946661-40671308	additive	cis	0.62 	12.00 
gnl.UG.Ssc.S35165740	7	97661713	97661713-97661713	additive	trans	0.62 	16.61 
gnl.UG.Ssc.S35170365	3	13304570	13304570-13304570	partial-dominant	trans	0.62 	7.82 
gnl.UG.Ssc.S40241659	3	11068163	11068163-11068163	additive	NA	0.62 	22.74 
OVRM1_0022_C10	18	56288763	56288763-60911033	partial-dominant	NA	0.62 	8.34 
gnl.UG.Ssc.S35166035	12	5291818	5291818-5291818	additive	cis	0.62 	14.93 
gnl.UG.Ssc.S46878835	7	109362882	87735037-112604795	partial-dominant	trans	0.62 	8.59 
gnl.UG.Ssc.S17510450	5	18335262	18335262-18335262	additive	trans	0.62 	7.09 
gnl.UG.Ssc.S46877251	14	118847724	116664345-119250397	additive	cis	0.62 	16.82 
gnl.UG.Ssc.S26713843	13	99059891	99059891-99059891	partial-dominant	NA	0.62 	5.08 
HTMT1_0092_C08	7	58436285	57785523-58436285	additive	cis	0.62 	30.94 
gnl.UG.Ssc.S46877284	4	63982652	63982652-63982652	additive	NA	0.62 	11.21 
gnl.UG.Ssc.S17511901	5	18159541	18025972-109883243	partial-dominant	NA	0.62 	7.47 
gnl.UG.Ssc.S35173456	10	32445077	32445077-32445077	additive	trans	0.62 	34.34 
gnl.UG.Ssc.S18555750	9	94988124	94988124-94988124	additive	NA	0.62 	12.01 
gnl.UG.Ssc.S26724089	7	73861006	73861006-88781015	partial-dominant	NA	0.62 	4.96 
gnl.UG.Ssc.S39929605	4	54194466	46040879-64137468	partial-dominant	NA	0.62 	6.45 
gnl.UG.Ssc.S35167010	1	163684754	163541848-163684754	partial-dominant	trans	0.62 	11.86 
gnl.UG.Ssc.S23763041	5	18992892	18409558-36750368	partial-dominant	NA	0.62 	9.22 
gnl.UG.Ssc.S20116315	17	52392791	52392791-52392791	additive	cis	0.61 	16.02 
gnl.UG.Ssc.S6080387	6	6560759	6226260-6560759	partial-dominant	NA	0.61 	10.82 
gnl.UG.Ssc.S23760955	6	124059477	93287207-124059477	partial-dominant	trans	0.61 	6.23 
SKNB1_0087_D11	4	97098814	97098814-97098814	additive	NA	0.61 	17.41 
gnl.UG.Ssc.S46880300	4	1667139	95368-62885525	partial-dominant	cis	0.61 	5.09 
SKNB1_0016_E09	10	27053654	27053654-27053654	additive	NA	0.61 	11.96 
gnl.UG.Ssc.S6064256	5	18335262	18335262-18335262	partial-dominant	NA	0.61 	7.51 
gnl.UG.Ssc.S46879858	15	116461585	116461585-116461585	partial-dominant	trans	0.61 	11.12 
gnl.UG.Ssc.S23762265	13	159112745	159112745-159112745	partial-dominant	trans	0.61 	6.04 
DCI01_0109_D09	6	76941199	71995060-76941199	partial-dominant	cis	0.61 	8.20 
gnl.UG.Ssc.S32384762	10	52387409	20259974-52387409	partial-dominant	trans	0.61 	4.82 
BKFL1_0081_H03	5	46295477	46295477-46295477	partial-dominant	trans	0.61 	5.31 
gnl.UG.Ssc.S39929605	5	57647715	55027559-62275252	partial-dominant	NA	0.61 	6.94 
gnl.UG.Ssc.S23697414	5	46295477	46295477-46295477	additive	NA	0.61 	6.91 
SMG01_0004_G03	10	33153012	32971037-33153012	additive	cis	0.61 	27.71 
BKFL1_0086_B08	17	49528763	49528763-49528763	partial-dominant	trans	0.61 	5.58 
gnl.UG.Ssc.S40090864	10	17334796	12907670-71083222	partial-dominant	trans	0.61 	5.02 
gnl.UG.Ssc.S29978433	3	37843660	20983778-117022370	partial-dominant	NA	0.61 	5.44 
gnl.UG.Ssc.S23766343	12	55839256	51938171-57924133	additive	cis	0.61 	13.32 
gnl.UG.Ssc.S35173026	1	101903535	101903535-105369292	additive	trans	0.61 	4.60 
gnl.UG.Ssc.S35325714	10	9818909	9818909-9818909	partial-dominant	trans	0.61 	10.55 
gnl.UG.Ssc.S35167762	13	192149198	192149198-192149198	partial-dominant	trans	0.61 	6.69 
gnl.UG.Ssc.S23758137	12	25155524	25155524-25155524	additive	cis	0.61 	25.65 
gnl.UG.Ssc.S35164209	8	424993	424993-424993	additive	cis	0.61 	28.20 
gnl.UG.Ssc.S34494915	10	23873293	23873293-24305886	additive	trans	0.61 	54.84 
gnl.UG.Ssc.S23756292	13	43007233	25372082-186944653	partial-dominant	NA	0.61 	5.51 
THY01_0037_E11	7	37157566	31157864-40679693	additive	trans	0.61 	12.71 
gnl.UG.Ssc.S39881345	14	143692880	143692880-143776639	additive	trans	0.61 	11.21 
gnl.UG.Ssc.S35172832	2	160085066	160085066-160085066	partial-dominant	NA	0.61 	5.37 
gnl.UG.Ssc.S35172832	13	110567483	60165976-110567483	partial-dominant	NA	0.61 	5.37 
gnl.UG.Ssc.S35166142	14	60798980	37391903-89670530	partial-dominant	trans	0.61 	6.82 
gnl.UG.Ssc.S35174239	6	107683919	104547144-107683919	additive	NA	0.61 	27.56 
gnl.UG.Ssc.S18360530	5	23994070	23994070-23994070	additive	NA	0.61 	14.18 
gnl.UG.Ssc.S35170561	15	134994861	125026754-149318714	partial-dominant	trans	0.61 	4.72 
gnl.UG.Ssc.S40456537	16	57990322	57990322-57990322	partial-dominant	trans	0.61 	5.61 
gnl.UG.Ssc.S18552949	10	56359857	50809473-73596905	partial-dominant	NA	0.61 	5.09 
LVR01_0036_D09	3	87941073	87941073-94536421	partial-dominant	NA	0.61 	6.53 
gnl.UG.Ssc.S19547720	12	23321216	23098604-28196313	partial-dominant	NA	0.61 	5.52 
gnl.UG.Ssc.S5997486	9	73137000	61110302-116540576	partial-dominant	NA	0.61 	6.26 
OVR01_0071_B02	1	135569814	120312782-187747966	partial-dominant	trans	0.61 	4.84 
gnl.UG.Ssc.S26645511	5	19867025	19867025-19867025	partial-dominant	trans	0.61 	6.38 
ADR01_0032_H05	15	151469684	150065915-153573791	partial-dominant	NA	0.61 	8.56 
gnl.UG.Ssc.S46877980	13	159112745	159112745-159112745	partial-dominant	trans	0.61 	5.25 
gnl.UG.Ssc.S49953825	7	120699086	120699086-120699086	additive	cis	0.60 	53.85 
SKNB1_0035_B09	3	1780525	1780525-3731556	partial-dominant	NA	0.60 	6.42 
gnl.UG.Ssc.S22294034	18	128077	125785-48941351	partial-dominant	NA	0.60 	4.77 
gnl.UG.Ssc.S35173348	13	202728252	185776676-207935498	partial-dominant	trans	0.60 	4.74 
PTG01_0101_B09	13	207919424	205587359-211620352	partial-dominant	trans	0.60 	4.78 
gnl.UG.Ssc.S35164111	14	122427131	122427131-122427131	additive	cis	0.60 	19.10 
gnl.UG.Ssc.S35170401	9	47477722	47477722-47477722	partial-dominant	NA	0.60 	6.65 
gnl.UG.Ssc.S50188339	6	147195355	147195355-147195355	partial-dominant	NA	0.60 	10.40 
gnl.UG.Ssc.S19543389	8	92715409	85118335-112886031	partial-dominant	NA	0.60 	4.56 
gnl.UG.Ssc.S6076839	4	73851996	73851996-73851996	partial-dominant	NA	0.60 	4.83 
LVRM1_0037_D08	1	300615163	300581613-300615163	partial-dominant	trans	0.60 	6.92 
gnl.UG.Ssc.S35169157	12	8422147	6794157-8422147	partial-dominant	trans	0.60 	9.76 
gnl.UG.Ssc.S35172967	2	83584079	43271692-161880071	partial-dominant	trans	0.60 	5.04 
gnl.UG.Ssc.S6083241	1	101903535	101903535-101903535	additive	trans	0.60 	8.62 
LVR01_0056_E02	12	62600494	62035663-62600494	partial-dominant	NA	0.60 	13.56 
gnl.UG.Ssc.S26724346	10	9818909	9818909-9818909	partial-dominant	NA	0.60 	5.67 
THY01_0089_H03	5	34507122	34507122-34507122	additive	NA	0.60 	9.26 
gnl.UG.Ssc.S18277539	8	92514344	77579548-137582496	partial-dominant	trans	0.60 	4.54 
UTR01_0022_H02	13	216046101	215697149-216046101	partial-dominant	trans	0.60 	8.26 
gnl.UG.Ssc.S35174086	9	40056150	40056150-40056150	partial-dominant	trans	0.60 	9.79 
gnl.UG.Ssc.S46877183	7	7187201	7187201-7187201	partial-dominant	NA	0.60 	5.41 
gnl.UG.Ssc.S46879569	4	20189129	20189129-41802614	partial-dominant	NA	0.60 	10.61 
gnl.UG.Ssc.S35166455	11	35711774	35711774-35711774	additive	trans	0.60 	9.04 
ADR01_0069_E08	10	9818909	9818909-9818909	additive	NA	0.60 	9.48 
gnl.UG.Ssc.S50200203	1	305185094	305185094-305185094	partial-dominant	NA	0.60 	10.58 
gnl.UG.Ssc.S46879622	1	60727881	39114174-87072923	partial-dominant	NA	0.60 	4.57 
gnl.UG.Ssc.S39965698	12	62421422	62421422-62850561	additive	NA	0.60 	12.15 
gnl.UG.Ssc.S35169995	13	60165976	60165976-110567483	partial-dominant	trans	0.60 	6.05 
gnl.UG.Ssc.S40575430	2	28349287	28349287-28620443	additive	trans	0.60 	16.42 
ADR01_0033_H05	6	114005432	61116514-120207814	partial-dominant	NA	0.60 	5.36 
gnl.UG.Ssc.S27600669	14	58627902	41112851-68742760	partial-dominant	NA	0.60 	5.77 
gnl.UG.Ssc.S39833882	8	35907076	35907076-35907076	partial-dominant	trans	0.60 	4.96 
gnl.UG.Ssc.S47626206	12	3852901	3852901-3852901	additive	cis	0.60 	51.80 
gnl.UG.Ssc.S18547873	5	46295477	46295477-46295477	additive	NA	0.60 	8.12 
gnl.UG.Ssc.S22415829	7	121699009	120016852-123326231	additive	cis	0.60 	15.04 
gnl.UG.Ssc.S35168327	13	154899831	88076611-185233204	partial-dominant	NA	0.60 	4.71 
gnl.UG.Ssc.S18355845	15	138383490	138383490-138383490	partial-dominant	trans	0.60 	9.09 
gnl.UG.Ssc.S35168893	18	39185391	39185391-39185391	partial-dominant	trans	0.60 	9.96 
gnl.UG.Ssc.S35169309	12	3852901	3852901-3852901	additive	NA	0.60 	42.99 
PBL01_0032_H11	13	111921377	27447736-203443848	partial-dominant	trans	0.60 	4.79 
gnl.UG.Ssc.S39833882	17	33199937	19821253-33199937	partial-dominant	trans	0.60 	4.80 
gnl.UG.Ssc.S23213104	10	25845373	25845373-25845373	partial-dominant	trans	0.60 	5.19 
gnl.UG.Ssc.S49953820	10	35337090	35337090-35337090	partial-dominant	trans	0.60 	5.80 
gnl.UG.Ssc.S46879498	9	24626627	24626627-24626627	additive	trans	0.60 	11.96 
gnl.UG.Ssc.S35171195	9	9135517	7758554-11623495	partial-dominant	cis	0.60 	11.07 
OVRM1_0202_B07	9	40056150	40056150-40056150	partial-dominant	NA	0.60 	10.61 
MLN01_0050_A02	4	10686153	10686153-115050370	partial-dominant	NA	0.59 	4.59 
gnl.UG.Ssc.S35166618	2	8244738	7728326-17899258	partial-dominant	NA	0.59 	11.08 
gnl.UG.Ssc.S46875938	17	44986812	38718109-48469423	partial-dominant	NA	0.59 	6.51 
THY01_0035_F12	11	86197270	80395252-86197270	partial-dominant	NA	0.59 	11.42 
gnl.UG.Ssc.S40155272	1	259729060	239526388-267629503	partial-dominant	NA	0.59 	4.90 
gnl.UG.Ssc.S29966082	11	20938731	19666266-22061632	additive	cis	0.59 	10.81 
gnl.UG.Ssc.S23768212	17	47327688	31948208-56020741	partial-dominant	trans	0.59 	4.74 
DCI01_0007_B02	2	149987258	149987258-149987258	additive	cis	0.59 	13.87 
gnl.UG.Ssc.S31132573	7	42275330	20287356-54395194	partial-dominant	NA	0.59 	4.91 
ITT01_0004_A03	1	309573675	106612928-309573675	additive	trans	0.59 	7.79 
gnl.UG.Ssc.S35166466	7	97661713	97661713-97661713	partial-dominant	NA	0.59 	5.49 
gnl.UG.Ssc.S46879983	4	102738229	101935004-104129681	additive	NA	0.59 	15.02 
SMG01_0056_D05	9	29805850	28845096-30539477	additive	NA	0.59 	17.59 
gnl.UG.Ssc.S16426353	16	34651451	25701333-66865624	partial-dominant	trans	0.59 	4.91 
gnl.UG.Ssc.S18382954	6	34824198	24620555-74657757	partial-dominant	NA	0.59 	5.35 
PCT01_0016_E10	4	108974555	66316055-117194810	partial-dominant	trans	0.59 	4.89 
LVRM1_0083_C08	14	46043439	46043439-77803408	additive	trans	0.59 	8.14 
gnl.UG.Ssc.S40289021	13	15368096	9518311-15599682	partial-dominant	NA	0.59 	5.23 
gnl.UG.Ssc.S31120805	1	80302938	80302938-80302938	partial-dominant	trans	0.59 	12.58 
gnl.UG.Ssc.S26727862	6	121827081	121827081-121827081	partial-dominant	trans	0.59 	6.78 
gnl.UG.Ssc.S31122803	7	56662624	55747943-134405082	partial-dominant	trans	0.59 	8.73 
gnl.UG.Ssc.S40210074	10	25845373	25845373-25845373	partial-dominant	NA	0.59 	5.05 
gnl.UG.Ssc.S17514565	12	3331012	2723919-3445995	partial-dominant	trans	0.59 	9.09 
gnl.UG.Ssc.S18554238	7	1127100	69146-8797952	partial-dominant	NA	0.59 	5.37 
gnl.UG.Ssc.S46876633	9	22198816	22198816-22198816	additive	trans	0.59 	8.06 
OVRM1_0098_A03	5	83466691	79248140-86714839	partial-dominant	cis	0.59 	8.20 
OVR01_0063_G09	2	8379515	2216738-10411692	partial-dominant	cis	0.59 	6.20 
gnl.UG.Ssc.S20959413	4	10686153	10686153-10686153	additive	NA	0.59 	10.11 
gnl.UG.Ssc.S46879675	4	90441180	89118147-91794568	additive	cis	0.59 	14.35 
gnl.UG.Ssc.S27598806	12	46023473	46023473-46023473	additive	cis	0.59 	39.96 
gnl.UG.Ssc.S35171839	6	108934597	97214894-117663787	partial-dominant	NA	0.59 	5.92 
THY01_0008_B08	2	5615783	2462327-6136082	additive	NA	0.59 	12.26 
gnl.UG.Ssc.S40483168	5	76375999	63209620-76375999	additive	NA	0.59 	13.45 
gnl.UG.Ssc.S35166540	3	3709765	1985947-4417252	partial-dominant	cis	0.59 	8.02 
gnl.UG.Ssc.S46876221	15	93358457	91939009-95879370	additive	cis	0.59 	17.90 
gnl.UG.Ssc.S14813249	18	8828630	8344274-8828630	additive	NA	0.59 	15.67 
gnl.UG.Ssc.S18384988	10	20847151	20847151-48328154	partial-dominant	trans	0.59 	4.81 
gnl.UG.Ssc.S19551092	13	21956708	21956708-21956708	partial-dominant	trans	0.59 	5.28 
gnl.UG.Ssc.S35170453	17	46548141	46312763-46548141	partial-dominant	cis	0.59 	8.12 
gnl.UG.Ssc.S26718275	7	52587993	52587993-52587993	additive	NA	0.58 	11.00 
gnl.UG.Ssc.S23762960	10	76515166	76515166-76515166	partial-dominant	NA	0.58 	6.34 
gnl.UG.Ssc.S46879094	5	80472099	80472099-80472099	partial-dominant	trans	0.58 	9.82 
TES01_0059_C11	2	519058	365309-162088043	partial-dominant	NA	0.58 	4.64 
gnl.UG.Ssc.S52535110	3	2446124	2391386-2446124	partial-dominant	trans	0.58 	5.91 
gnl.UG.Ssc.S35165650	6	147195355	147195355-147195355	partial-dominant	NA	0.58 	8.43 
MLN01_0079_F03	5	15908465	6212431-68835087	partial-dominant	NA	0.58 	4.51 
gnl.UG.Ssc.S40446128	15	1193806	1193806-157329426	partial-dominant	NA	0.58 	4.67 
gnl.UG.Ssc.S46881189	6	4373781	4373781-8800073	partial-dominant	NA	0.58 	4.49 
gnl.UG.Ssc.S21630625	3	44486686	37370647-48680579	additive	NA	0.58 	12.42 
gnl.UG.Ssc.S46880293	4	445237	445237-2248546	additive	cis	0.58 	14.70 
gnl.UG.Ssc.S16765205	1	293569023	280763559-301699159	partial-dominant	NA	0.58 	5.21 
gnl.UG.Ssc.S39887491	16	52737838	23020285-71347260	partial-dominant	NA	0.58 	5.29 
gnl.UG.Ssc.S35168729	4	117128306	35069191-125054205	partial-dominant	NA	0.58 	5.16 
gnl.UG.Ssc.S31122186	8	36749576	36749576-36749576	partial-dominant	NA	0.58 	10.40 
gnl.UG.Ssc.S29983793	17	44369566	44369566-44369566	additive	NA	0.58 	5.42 
gnl.UG.Ssc.S31106802	5	4517270	2777602-4517270	partial-dominant	NA	0.58 	6.45 
gnl.UG.Ssc.S46876500	14	58138614	47654685-60291322	additive	trans	0.58 	14.00 
gnl.UG.Ssc.S35164968	6	144176708	142224521-151597836	partial-dominant	NA	0.58 	5.18 
ITT01_0004_A03	17	33199937	33199937-33199937	partial-dominant	trans	0.58 	4.91 
gnl.UG.Ssc.S31133825	4	4220333	4220333-4220333	partial-dominant	NA	0.58 	5.23 
gnl.UG.Ssc.S39967395	1	56276960	26121782-60061710	partial-dominant	trans	0.58 	5.58 
AMP01_0085_E12	4	10686153	3717705-29678208	additive	trans	0.58 	4.77 
gnl.UG.Ssc.S35170620	1	16505961	16505961-266130790	partial-dominant	NA	0.58 	4.90 
gnl.UG.Ssc.S40316707	17	49528763	49528763-49528763	partial-dominant	NA	0.58 	5.24 
gnl.UG.Ssc.S19547882	4	116167774	116167774-116167774	additive	cis	0.58 	16.10 
gnl.UG.Ssc.S26724367	1	181896016	163762514-200027513	partial-dominant	cis	0.58 	5.98 
ADR01_0058_F12	15	138383490	138383490-138383490	partial-dominant	trans	0.58 	4.53 
gnl.UG.Ssc.S18283093	1	179677952	63025137-266453031	partial-dominant	NA	0.58 	4.52 
gnl.UG.Ssc.S35166755	4	101720321	101720321-104474221	additive	trans	0.58 	11.94 
gnl.UG.Ssc.S48830434	16	64889077	63944017-65517323	additive	cis	0.58 	18.63 
gnl.UG.Ssc.S35168481	4	3984843	1910960-22358208	partial-dominant	trans	0.58 	6.28 
gnl.UG.Ssc.S18548275	10	184863	6354-241937	partial-dominant	NA	0.58 	5.01 
DCI01_0046_B03	17	13211024	11180627-17280600	partial-dominant	NA	0.58 	6.04 
